	WP_id	cds	OG	KO id	KO description
Leaf1|837	WP_056012514.1	cds3117	OG0006188	K00382	DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
Leaf1|838	WP_056012546.1	cds3101	OG0000354	K03823	pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
Leaf1|839	WP_056012559.1	cds3098	OG0004444	K00769	gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
Leaf1|840	WP_056012565.1	cds3095	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
Leaf1|841	WP_056012577.1	cds3091	OG0002381		
Leaf1|842	WP_056012595.1	cds3082	OG0000137	K06189	corC; magnesium and cobalt transporter
Leaf1|843	WP_056012599.1	cds3081	OG0000137	K06189	corC; magnesium and cobalt transporter
Leaf1|844	WP_056012604.1	cds3079	OG0000254		
Leaf1|845	WP_056012609.1	cds3077	OG0006189	K00088	IMPDH; IMP dehydrogenase [EC:1.1.1.205]
Leaf1|846	WP_056012615.1	cds3075	OG0000590	K03316	TC.CPA1; monovalent cation:H+ antiporter, CPA1 family
Leaf1|847	WP_056012616.1	cds3074	OG0006190		
Leaf1|848	WP_056012625.1	cds3069	OG0006191		
Leaf1|849	WP_056012627.1	cds3068	OG0006192	K18955	whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator
Leaf1|850	WP_056012629.1	cds3067	OG0002295	K00936	pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]
Leaf1|851	WP_056012632.1	cds3066	OG0005109		
Leaf1|852	WP_056012638.1	cds3064	OG0006193		
Leaf1|853	WP_056012641.1	cds3063	OG0002536		
Leaf1|854	WP_056012652.1	cds3058	OG0000737	K05808	yhbH; putative sigma-54 modulation protein
Leaf1|855	WP_056012659.1	cds3054	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
Leaf1|856	WP_056012662.1	cds3053	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf1|857	WP_056012667.1	cds3051	OG0006194		
Leaf1|858	WP_056012681.1	cds3046	OG0006195		
Leaf1|859	WP_056012687.1	cds3043	OG0001404	K01251	E3.3.1.1; adenosylhomocysteinase [EC:3.3.1.1]
Leaf1|860	WP_056012690.1	cds3042	OG0006196		
Leaf1|861	WP_056012708.1	cds3036	OG0000020	K07506	AraC family transcriptional regulator
Leaf1|862	WP_056012733.1	cds3026	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
Leaf1|863	WP_056012753.1	cds3019	OG0003103	K00691	mapA; maltose phosphorylase [EC:2.4.1.8]
Leaf1|864	WP_056012764.1	cds3014	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
Leaf1|865	WP_056012766.1	cds3013	OG0000511	K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
Leaf1|866	WP_056012795.1	cds3001			
Leaf1|867	WP_056012798.1	cds3000			
Leaf1|868	WP_056012801.1	cds2999	OG0000665	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein
Leaf1|869	WP_056012807.1	cds2995			
Leaf1|870	WP_056012810.1	cds2994	OG0001609	K03208	wcaI; colanic acid biosynthesis glycosyl transferase WcaI
Leaf1|871	WP_056012813.1	cds2993	OG0001335	K00973	E2.7.7.24; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
Leaf1|872	WP_056012816.1	cds2992			
Leaf1|873	WP_056012821.1	cds2990	OG0000768	K01790	rfbC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
Leaf1|874	WP_056012824.1	cds2987	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf1|875	WP_056012830.1	cds2985	OG0000848	K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
Leaf1|876	WP_056012843.1	cds2979	OG0005110	K01597	MVD; diphosphomevalonate decarboxylase [EC:4.1.1.33]
Leaf1|877	WP_056012849.1	cds2975	OG0000847	K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
Leaf1|878	WP_056012853.1	cds2973	OG0002507	K06203	cysZ; CysZ protein
Leaf1|879	WP_056012855.1	cds2971	OG0000446	K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
Leaf1|880	WP_056012859.1	cds2969			
Leaf1|881	WP_056012862.1	cds2967	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf1|882	WP_056012871.1	cds2964	OG0000102	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
Leaf1|883	WP_056012883.1	cds2960	OG0000817	K01835	pgm; phosphoglucomutase [EC:5.4.2.2]
Leaf1|884	WP_056012886.1	cds2959	OG0004445	K02822	PTS-Ula-EIIB; PTS system, ascorbate-specific IIB component [EC:2.7.1.194]
Leaf1|885	WP_056012892.1	cds2956	OG0002802	K00758	deoA; thymidine phosphorylase [EC:2.4.2.4]
Leaf1|886	WP_056012898.1	cds2954	OG0001731	K02057	ABC.SS.P; simple sugar transport system permease protein
Leaf1|887	WP_056012902.1	cds2952	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
Leaf1|888	WP_056012905.1	cds2951	OG0002803	K07335	bmpA; basic membrane protein A and related proteins
Leaf1|889	WP_056012909.1	cds2949			
Leaf1|890	WP_056012915.1	cds2947	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
Leaf1|891	WP_056012918.1	cds2946	OG0000386	K03284	corA; magnesium transporter
Leaf1|892	WP_056012923.1	cds2944	OG0006197	K00242	sdhD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
Leaf1|893	WP_056012926.1	cds2943	OG0000215	K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]
Leaf1|894	WP_056012929.1	cds2942	OG0000657	K00240	sdhB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
Leaf1|895	WP_056012940.1	cds2939	OG0001282	K01142	E3.1.11.2; exodeoxyribonuclease III [EC:3.1.11.2]
Leaf1|896	WP_056012949.1	cds2934	OG0001151	K05311	cggR; central glycolytic genes regulator
Leaf1|897	WP_056012961.1	cds2929	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
Leaf1|898	WP_056012984.1	cds2919			
Leaf1|899	WP_056013003.1	cds2904	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
Leaf1|900	WP_056013012.1	cds2901			
Leaf1|901	WP_056013014.1	cds2900	OG0000115	K10439	rbsB; ribose transport system substrate-binding protein
Leaf1|902	WP_056013017.1	cds2899	OG0000084	K10440	rbsC; ribose transport system permease protein
Leaf1|903	WP_056013020.1	cds2898	OG0005111	K10554	frcA; fructose transport system ATP-binding protein
Leaf1|904	WP_056013025.1	cds2896	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|905	WP_056013037.1	cds2889	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf1|906	WP_056013046.1	cds2886			
Leaf1|907	WP_056013071.1	cds2873	OG0002537	K07727	putative transcriptional regulator
Leaf1|908	WP_056013116.1	cds2851	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf1|909	WP_056013119.1	cds2850	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|910	WP_056013142.1	cds2841	OG0000500	K06975	uncharacterized protein
Leaf1|911	WP_056013145.1	cds2840	OG0000465	K03320	amt; ammonium transporter, Amt family
Leaf1|912	WP_056013148.1	cds2839			
Leaf1|913	WP_056013186.1	cds2823	OG0003124	K02041	phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2]
Leaf1|914	WP_056013189.1	cds2820	OG0000232	K19337	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator
Leaf1|915	WP_056013206.1	cds2811	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Leaf1|916	WP_056013212.1	cds2809	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf1|917	WP_056013232.1	cds2800			
Leaf1|918	WP_056013255.1	cds2792	OG0000988		
Leaf1|919	WP_056013328.1	cds2755	OG0003778		
Leaf1|920	WP_056013335.1	cds2751	OG0002924	K01426	E3.5.1.4; amidase [EC:3.5.1.4]
Leaf1|921	WP_056013357.1	cds3303	OG0002211	K10003	gltJ; glutamate/aspartate transport system permease protein
Leaf1|922	WP_056013381.1	cds3228	OG0000205	K01679	E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]
Leaf1|923	WP_056013386.1	cds3174	OG0002087		
Leaf1|924	WP_056013401.1	cds3141	OG0001466		
Leaf1|925	WP_056013415.1	cds3090	OG0000158	K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein
Leaf1|926	WP_056013417.1	cds3085	OG0006198		
Leaf1|927	WP_056013423.1	cds3070	OG0000593	K03564	BCP; peroxiredoxin Q/BCP [EC:1.11.1.15]
Leaf1|928	WP_056013428.1	cds3045	OG0002056		
Leaf1|929	WP_056013502.1	cds2853	OG0000777	K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein
Leaf1|930	WP_056013507.1	cds2852	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf1|931	WP_056013546.1	cds2754	OG0003610		
Leaf1|932	WP_056013555.1	cds438	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
Leaf1|933	WP_056013611.1	cds432	OG0006199	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
Leaf1|934	WP_056013723.1	cds392	OG0006200	K02082	agaS; tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]
Leaf1|935	WP_056013726.1	cds391	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf1|936	WP_056013755.1	cds372	OG0002776		
Leaf1|937	WP_056013767.1	cds366	OG0006201		
Leaf1|938	WP_056013784.1	cds352	OG0000084	K10440	rbsC; ribose transport system permease protein
Leaf1|939	WP_056013797.1	cds346			
Leaf1|940	WP_056013799.1	cds344	OG0006202		
Leaf1|941	WP_056013815.1	cds338	OG0001887	K01808	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
Leaf1|942	WP_056013818.1	cds335	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf1|943	WP_056013833.1	cds328	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
Leaf1|944	WP_056013836.1	cds324	OG0002123	K09913	ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]
Leaf1|945	WP_056013869.1	cds308	OG0000903	K00761	upp; uracil phosphoribosyltransferase [EC:2.4.2.9]
Leaf1|946	WP_056013885.1	cds301	OG0003611	K03499	trkA; trk system potassium uptake protein
Leaf1|947	WP_056013896.1	cds295	OG0000016	K07729	putative transcriptional regulator
Leaf1|948	WP_056013899.1	cds294	OG0001671		
Leaf1|949	WP_056013904.1	cds293	OG0004446		
Leaf1|950	WP_056013909.1	cds291	OG0001596	K06205	mioC; MioC protein
Leaf1|951	WP_056013912.1	cds290	OG0002538	K01893	NARS; asparaginyl-tRNA synthetase [EC:6.1.1.22]
Leaf1|952	WP_056013919.1	cds288	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
Leaf1|953	WP_056013922.1	cds287	OG0003612	K06196	ccdA; cytochrome c-type biogenesis protein
Leaf1|954	WP_056013928.1	cds285	OG0003125		
Leaf1|955	WP_056013943.1	cds279	OG0003613	K02548	menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]
Leaf1|956	WP_056013962.1	cds271	OG0000747	K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
Leaf1|957	WP_056013968.1	cds269			
Leaf1|958	WP_056013974.1	cds267	OG0005112	K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
Leaf1|959	WP_056013989.1	cds260	OG0000479	K01092	E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
Leaf1|960	WP_056013996.1	cds258	OG0001064	K01710	E4.2.1.46; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
Leaf1|961	WP_056014019.1	cds251			
Leaf1|962	WP_056014028.1	cds249			
Leaf1|963	WP_056014068.1	cds229	OG0001323	K03073	secE; preprotein translocase subunit SecE
Leaf1|964	WP_056014071.1	cds228	OG0000966	K02601	nusG; transcriptional antiterminator NusG
Leaf1|965	WP_056014074.1	cds227	OG0001108	K02867	RP-L11; large subunit ribosomal protein L11
Leaf1|966	WP_056014076.1	cds226	OG0000965	K02863	RP-L1; large subunit ribosomal protein L1
Leaf1|967	WP_056014082.1	cds223	OG0002453		
Leaf1|968	WP_056014088.1	cds221	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]
Leaf1|969	WP_056014096.1	cds218	OG0003958		
Leaf1|970	WP_056014101.1	cds215	OG0001431	K06191	nrdH; glutaredoxin-like protein NrdH
Leaf1|971	WP_056014106.1	cds213	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf1|972	WP_056014121.1	cds204	OG0001107	K02864	RP-L10; large subunit ribosomal protein L10
Leaf1|973	WP_056014124.1	cds203	OG0001106	K02935	RP-L7; large subunit ribosomal protein L7/L12
Leaf1|974	WP_056014129.1	cds201	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf1|975	WP_056014132.1	cds199	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|976	WP_056014135.1	cds198	OG0006203	K10232	aglE; alpha-glucoside transport system substrate-binding protein
Leaf1|977	WP_056014137.1	cds197	OG0006204	K10233	aglF; alpha-glucoside transport system permease protein
Leaf1|978	WP_056014140.1	cds196	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf1|979	WP_056014153.1	cds188			
Leaf1|980	WP_056014166.1	cds183			
Leaf1|981	WP_056014181.1	cds178	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|982	WP_056014187.1	cds174	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf1|983	WP_056014189.1	cds171			
Leaf1|984	WP_056014202.1	cds167	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]
Leaf1|985	WP_056014229.1	cds154	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf1|986	WP_056014246.1	cds145	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|987	WP_056014252.1	cds143	OG0002754	K10543	xylF; D-xylose transport system substrate-binding protein
Leaf1|988	WP_056014255.1	cds141	OG0003067	K10544	xylH; D-xylose transport system permease protein
Leaf1|989	WP_056014261.1	cds139	OG0002088	K00853	araB; L-ribulokinase [EC:2.7.1.16]
Leaf1|990	WP_056014264.1	cds138	OG0000491	K08964	mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
Leaf1|991	WP_056014267.1	cds137	OG0003126	K01804	araA; L-arabinose isomerase [EC:5.3.1.4]
Leaf1|992	WP_056014290.1	cds123	OG0002083		
Leaf1|993	WP_056014349.1	cds98			
Leaf1|994	WP_056014381.1	cds83	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
Leaf1|995	WP_056014419.1	cds76			
Leaf1|996	WP_056014423.1	cds75			
Leaf1|997	WP_056014450.1	cds62	OG0001305	K00882	fruK; 1-phosphofructokinase [EC:2.7.1.56]
Leaf1|998	WP_056014456.1	cds60	OG0000506	K11189	PTS-HPR; phosphocarrier protein
Leaf1|999	WP_056014464.1	cds57	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf1|1000	WP_056014467.1	cds56	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf1|1001	WP_056014470.1	cds55	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
Leaf1|1002	WP_056014479.1	cds52	OG0000784	K06187	recR; recombination protein RecR
Leaf1|1003	WP_056014485.1	cds50	OG0000407	K00928	lysC; aspartate kinase [EC:2.7.2.4]
Leaf1|1004	WP_056014488.1	cds49	OG0000413	K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
Leaf1|1005	WP_056014491.1	cds48	OG0001185	K10804	tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]
Leaf1|1006	WP_056014494.1	cds47	OG0000499	K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
Leaf1|1007	WP_056014497.1	cds46	OG0002089	K00857	tdk; thymidine kinase [EC:2.7.1.21]
Leaf1|1008	WP_056014513.1	cds41			
Leaf1|1009	WP_056014516.1	cds39	OG0000613	K05365	mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
Leaf1|1010	WP_056014519.1	cds38	OG0000613	K05365	mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
Leaf1|1011	WP_056014522.1	cds37	OG0001542		
Leaf1|1012	WP_056014545.1	cds16			
Leaf1|1013	WP_056014551.1	cds13	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
Leaf1|1014	WP_056014618.1	cds383	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|1015	WP_056014679.1	cds299	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
Leaf1|1016	WP_056014685.1	cds264	OG0001329	K09767	yajQ; cyclic-di-GMP-binding protein
Leaf1|1017	WP_056014691.1	cds241	OG0000564		
Leaf1|1018	WP_056014697.1	cds224	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
Leaf1|1019	WP_056014727.1	cds166	OG0002004	K01707	kdgD; 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
Leaf1|1020	WP_056014738.1	cds148	OG0006205		
Leaf1|1021	WP_056014741.1	cds142	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
Leaf1|1022	WP_056014771.1	cds40	OG0001240	K07098	uncharacterized protein
Leaf1|1023	WP_056776266.1	cds2			
Leaf1|1024	WP_056776269.1	cds3	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf1|1025	WP_056776272.1	cds4	OG0000438	K08368	yaaU; MFS transporter, putative metabolite transport protein
Leaf1|1026	WP_056776275.1	cds5	OG0002539	K05989	ramA; alpha-L-rhamnosidase [EC:3.2.1.40]
Leaf1|1027	WP_056776277.1	cds6	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Leaf1|1028	WP_056776280.1	cds7			
Leaf1|1029	WP_056776283.1	cds8			
Leaf1|1030	WP_056776289.1	cds10	OG0000148	K03733	xerC; integrase/recombinase XerC
Leaf1|1031	WP_056776292.1	cds11	OG0000546	K02167	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
Leaf1|1032	WP_056776295.1	cds12	OG0003756		
Leaf1|1033	WP_056776296.1	cds14	OG0001233	K00943	tmk; dTMP kinase [EC:2.7.4.9]
Leaf1|1034	WP_056776299.1	cds17			
Leaf1|1035	WP_056776301.1	cds18			
Leaf1|1036	WP_056776303.1	cds20	OG0003614		
Leaf1|1037	WP_056776304.1	cds21			
Leaf1|1038	WP_056776309.1	cds23			
Leaf1|1039	WP_056776312.1	cds24			
Leaf1|1040	WP_056776313.1	cds25			
Leaf1|1041	WP_056776316.1	cds26			
Leaf1|1042	WP_056776318.1	cds27	OG0006206		
Leaf1|1043	WP_056776324.1	cds33	OG0000702	K01239	iunH; purine nucleosidase [EC:3.2.2.1]
Leaf1|1044	WP_056776331.1	cds35	OG0000058	K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
Leaf1|1045	WP_056776334.1	cds36	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
Leaf1|1046	WP_056776337.1	cds42			
Leaf1|1047	WP_056776339.1	cds43			
Leaf1|1048	WP_056776345.1	cds45	OG0000364	K00012	UGDH; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
Leaf1|1049	WP_056776348.1	cds51	OG0005113		
Leaf1|1050	WP_056776350.1	cds53	OG0000783	K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
Leaf1|1051	WP_056776353.1	cds54	OG0002804	K12308	bgaB; beta-galactosidase [EC:3.2.1.23]
Leaf1|1052	WP_056776355.1	cds58	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|1053	WP_056776358.1	cds61	OG0001555	K02769	PTS-Fru-EIIB; PTS system, fructose-specific IIB component [EC:2.7.1.202]
Leaf1|1054	WP_056776360.1	cds63	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
Leaf1|1055	WP_056776363.1	cds64			
Leaf1|1056	WP_056776365.1	cds65			
Leaf1|1057	WP_056776371.1	cds73			
Leaf1|1058	WP_056776376.1	cds77			
Leaf1|1059	WP_056776379.1	cds78			
Leaf1|1060	WP_056776381.1	cds79			
Leaf1|1061	WP_056776384.1	cds80	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
Leaf1|1062	WP_056776386.1	cds81	OG0000390	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
Leaf1|1063	WP_056776389.1	cds82			
Leaf1|1064	WP_056776391.1	cds84	OG0002296		
Leaf1|1065	WP_056776394.1	cds85	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf1|1066	WP_056776397.1	cds86	OG0003615		
Leaf1|1067	WP_056776400.1	cds87			
Leaf1|1068	WP_056776411.1	cds91	OG0002805		
Leaf1|1069	WP_056776413.1	cds92	OG0000104	K16568	exoZ; exopolysaccharide production protein ExoZ
Leaf1|1070	WP_056776416.1	cds93	OG0000104	K16568	exoZ; exopolysaccharide production protein ExoZ
Leaf1|1071	WP_056776420.1	cds94	OG0002690	K01114	plc; phospholipase C [EC:3.1.4.3]
Leaf1|1072	WP_056776423.1	cds95			
Leaf1|1073	WP_056776424.1	cds96	OG0004447		
Leaf1|1074	WP_056776427.1	cds97			
Leaf1|1075	WP_056776431.1	cds99	OG0002090	K00925	ackA; acetate kinase [EC:2.7.2.1]
Leaf1|1076	WP_056776434.1	cds100	OG0001554	K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]
Leaf1|1077	WP_056776438.1	cds103	OG0001720		
Leaf1|1078	WP_056776445.1	cds105	OG0002297		
Leaf1|1079	WP_056776448.1	cds106	OG0000385		
Leaf1|1080	WP_056776451.1	cds107	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf1|1081	WP_056776456.1	cds111	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
Leaf1|1082	WP_056776458.1	cds112	OG0000814		
Leaf1|1083	WP_056776462.1	cds113	OG0001510	K13623	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
Leaf1|1084	WP_056776464.1	cds114	OG0002153		
Leaf1|1085	WP_056776467.1	cds115	OG0000706	K01505	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
Leaf1|1086	WP_056776469.1	cds116	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
Leaf1|1087	WP_056776471.1	cds117			
Leaf1|1088	WP_056776474.1	cds118	OG0005114		
Leaf1|1089	WP_056776476.1	cds119	OG0003959	K04343	strB; streptomycin 6-kinase [EC:2.7.1.72]
Leaf1|1090	WP_056776479.1	cds120	OG0001452	K06915	uncharacterized protein
Leaf1|1091	WP_056776483.1	cds121	OG0001871	K06876	deoxyribodipyrimidine photolyase-related protein
Leaf1|1092	WP_056776485.1	cds124	OG0002298	K16211	malY; maltose/moltooligosaccharide transporter
Leaf1|1093	WP_056776487.1	cds126	OG0003112	K01209	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]
Leaf1|1094	WP_056776490.1	cds127	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|1095	WP_056776491.1	cds133			
Leaf1|1096	WP_056776494.1	cds134	OG0002269	K07130	kynB; arylformamidase [EC:3.5.1.9]
Leaf1|1097	WP_056776497.1	cds135			
Leaf1|1098	WP_056776500.1	cds136			
Leaf1|1099	WP_056776502.1	cds140			
Leaf1|1100	WP_056776504.1	cds144	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
Leaf1|1101	WP_056776506.1	cds146	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]
Leaf1|1102	WP_056776509.1	cds147	OG0000812		
Leaf1|1103	WP_056776510.1	cds149	OG0001718	K07095	uncharacterized protein
Leaf1|1104	WP_056776513.1	cds150			
Leaf1|1105	WP_056776516.1	cds152	OG0003960	K09992	uncharacterized protein
Leaf1|1106	WP_056776519.1	cds155	OG0000777	K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein
Leaf1|1107	WP_056776523.1	cds156	OG0000490		
Leaf1|1108	WP_056776527.1	cds157	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|1109	WP_056776530.1	cds158	OG0001719	K01805	xylA; xylose isomerase [EC:5.3.1.5]
Leaf1|1110	WP_056776533.1	cds159	OG0000119	K00864	glpK; glycerol kinase [EC:2.7.1.30]
Leaf1|1111	WP_056776535.1	cds160	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
Leaf1|1112	WP_056776538.1	cds161	OG0001778	K00865	glxK; glycerate 2-kinase [EC:2.7.1.165]
Leaf1|1113	WP_056776541.1	cds162	OG0006207		
Leaf1|1114	WP_056776543.1	cds163	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
Leaf1|1115	WP_056776546.1	cds168	OG0000684	K13877	aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
Leaf1|1116	WP_056776549.1	cds169			
Leaf1|1117	WP_056776555.1	cds170	OG0003616		
Leaf1|1118	WP_056776558.1	cds176	OG0006208		
Leaf1|1119	WP_056776562.1	cds177	OG0006209		
Leaf1|1120	WP_056776568.1	cds181	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
Leaf1|1121	WP_056776570.1	cds182	OG0000134	K01697	CBS; cystathionine beta-synthase [EC:4.2.1.22]
Leaf1|1122	WP_056776574.1	cds184	OG0001890	K03709	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
Leaf1|1123	WP_056776577.1	cds185	OG0001309	K03322	mntH; manganese transport protein
Leaf1|1124	WP_056776583.1	cds189			
Leaf1|1125	WP_056776587.1	cds195	OG0004448		
Leaf1|1126	WP_056776590.1	cds202			
Leaf1|1127	WP_056776595.1	cds205	OG0003127		
Leaf1|1128	WP_056776598.1	cds206	OG0000380	K03100	lepB; signal peptidase I [EC:3.4.21.89]
