	WP_id	cds	OG	KO id	KO description
Leaf155|1005	WP_062444623.1	cds308	OG0001590	K01610	E4.1.1.49; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
Leaf155|1006	WP_062444624.1	cds311	OG0000342	K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
Leaf155|1007	WP_062444626.1	cds312	OG0000744	K02500	hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
Leaf155|1008	WP_062444634.1	cds317	OG0001572	K01419	hslV; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]
Leaf155|1009	WP_062444636.1	cds318	OG0001691	K03667	hslU; ATP-dependent HslUV protease ATP-binding subunit HslU
Leaf155|1010	WP_062444677.1	cds148	OG0002797	K04092	tyrA1; chorismate mutase [EC:5.4.99.5]
Leaf155|1011	WP_062444698.1	cds230	OG0001684	K05524	fdxA; ferredoxin
Leaf155|1012	WP_062444708.1	cds292	OG0000727	K01696	trpB; tryptophan synthase beta chain [EC:4.2.1.20]
Leaf155|1013	WP_062444788.1	cds4330	OG0005405		
Leaf155|1014	WP_062444893.1	cds3976	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf155|1015	WP_062444894.1	cds3975	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf155|1016	WP_062444933.1	cds3952	OG0006868		
Leaf155|1017	WP_062444960.1	cds3931	OG0000916	K03565	recX; regulatory protein
Leaf155|1018	WP_062444962.1	cds3930	OG0002806	K01768	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
Leaf155|1019	WP_062444964.1	cds3929	OG0000016	K07729	putative transcriptional regulator
Leaf155|1020	WP_062444991.1	cds3909	OG0005207	K21062	lhpC; 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]
Leaf155|1021	WP_062445031.1	cds3881	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf155|1022	WP_062445126.1	cds411	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf155|1023	WP_062445148.1	cds398	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf155|1024	WP_062445151.1	cds397	OG0004513		
Leaf155|1025	WP_062445153.1	cds396	OG0006869		
Leaf155|1026	WP_062445155.1	cds395	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
Leaf155|1027	WP_062445269.1	cds358	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf155|1028	WP_062445280.1	cds350			
Leaf155|1029	WP_062445346.1	cds4098	OG0001110	K01876	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
Leaf155|1030	WP_062445358.1	cds4103	OG0000721	K00937	ppk; polyphosphate kinase [EC:2.7.4.1]
Leaf155|1031	WP_062445385.1	cds4116	OG0004119	K16079	omp31; outer membrane immunogenic protein
Leaf155|1032	WP_062445473.1	cds2817	OG0001371	K05562	phaE; multicomponent K+:H+ antiporter subunit E
Leaf155|1033	WP_062445496.1	cds2799	OG0002106	K02050	ABC.SN.P; NitT/TauT family transport system permease protein
Leaf155|1034	WP_062445542.1	cds2763			
Leaf155|1035	WP_062445549.1	cds2756	OG0000162	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
Leaf155|1036	WP_062445555.1	cds2749	OG0000647	K02038	pstA; phosphate transport system permease protein
Leaf155|1037	WP_062445658.1	cds2729			
Leaf155|1038	WP_062445660.1	cds2728			
Leaf155|1039	WP_062445714.1	cds2695			
Leaf155|1040	WP_062445727.1	cds2802	OG0000691	K09788	prpF; 2-methylaconitate isomerase [EC:5.3.3.-]
Leaf155|1041	WP_062445740.1	cds2698			
Leaf155|1042	WP_062532295.1	cds45	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Leaf155|1043	WP_062590678.1	cds610	OG0004042		
Leaf155|1044	WP_062597317.1	cds2	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
Leaf155|1045	WP_062597318.1	cds3	OG0000023	K18138	acrB; multidrug efflux pump
Leaf155|1046	WP_062597319.1	cds4	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
Leaf155|1047	WP_062597320.1	cds7	OG0004083	K04568	epmA; elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]
Leaf155|1048	WP_062597321.1	cds11			
Leaf155|1049	WP_062597322.1	cds12	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
Leaf155|1050	WP_062597323.1	cds13	OG0004637		
Leaf155|1051	WP_062597324.1	cds14	OG0001396	K02020	modA; molybdate transport system substrate-binding protein
Leaf155|1052	WP_062597325.1	cds16	OG0001959	K02017	modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]
Leaf155|1053	WP_062597326.1	cds17	OG0001782	K02019	modE; molybdate transport system regulatory protein
Leaf155|1054	WP_062597327.1	cds18	OG0004262	K01266	dmpA; D-aminopeptidase [EC:3.4.11.19]
Leaf155|1055	WP_062597328.1	cds28	OG0002551	K01192	E3.2.1.25; beta-mannosidase [EC:3.2.1.25]
Leaf155|1056	WP_062597329.1	cds29			
Leaf155|1057	WP_062597330.1	cds32	OG0002806	K01768	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
Leaf155|1058	WP_062597331.1	cds33	OG0000219	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
Leaf155|1059	WP_062597332.1	cds35	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
Leaf155|1060	WP_062597333.1	cds36	OG0002747	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
Leaf155|1061	WP_062597334.1	cds37	OG0006870		
Leaf155|1062	WP_062597335.1	cds38	OG0006871		
Leaf155|1063	WP_062597336.1	cds39			
Leaf155|1064	WP_062597337.1	cds41	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf155|1065	WP_062597338.1	cds42			
Leaf155|1066	WP_062597339.1	cds43			
Leaf155|1067	WP_062597340.1	cds44	OG0004549		
Leaf155|1068	WP_062597341.1	cds46			
Leaf155|1069	WP_062597342.1	cds48	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Leaf155|1070	WP_062597343.1	cds50	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf155|1071	WP_062597344.1	cds51	OG0003967		
Leaf155|1072	WP_062597345.1	cds53	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
Leaf155|1073	WP_062597346.1	cds54	OG0001173	K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
Leaf155|1074	WP_062597347.1	cds55	OG0005406	K09815	znuA; zinc transport system substrate-binding protein
Leaf155|1075	WP_062597348.1	cds58	OG0001760	K07278	tamA; translocation and assembly module TamA
Leaf155|1076	WP_062597349.1	cds59	OG0001761	K09800	tamB; translocation and assembly module TamB
Leaf155|1077	WP_062597350.1	cds60	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Leaf155|1078	WP_062597351.1	cds68			
Leaf155|1079	WP_062597352.1	cds69	OG0000922	K04066	priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
Leaf155|1080	WP_062597353.1	cds71	OG0003189	K09973	uncharacterized protein
Leaf155|1081	WP_062597354.1	cds72	OG0004522		
Leaf155|1082	WP_062597355.1	cds73	OG0000423	K02168	betT; choline/glycine/proline betaine transport protein
Leaf155|1083	WP_062597356.1	cds74			
Leaf155|1084	WP_062597357.1	cds75	OG0000141	K00382	DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
Leaf155|1085	WP_062597358.1	cds76	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf155|1086	WP_062597359.1	cds77	OG0000047	K05834	rhtB; homoserine/homoserine lactone efflux protein
Leaf155|1087	WP_062597360.1	cds78	OG0001525		
Leaf155|1088	WP_062597361.1	cds79	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
Leaf155|1089	WP_062597362.1	cds84	OG0000418	K06916	zapE; cell division protein ZapE
Leaf155|1090	WP_062597363.1	cds88	OG0005388	K00242	sdhD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
Leaf155|1091	WP_062597364.1	cds90			
Leaf155|1092	WP_062597365.1	cds91	OG0002250		
Leaf155|1093	WP_062597366.1	cds94	OG0000888	K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
Leaf155|1094	WP_062597367.1	cds95	OG0000822	K01409	KAE1; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
Leaf155|1095	WP_062597368.1	cds97			
Leaf155|1096	WP_062597369.1	cds98			
Leaf155|1097	WP_062597370.1	cds99			
Leaf155|1098	WP_062597371.1	cds102	OG0006872	K09131	uncharacterized protein
Leaf155|1099	WP_062597372.1	cds104	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
Leaf155|1100	WP_062597373.1	cds105	OG0000921	K06207	typA; GTP-binding protein
Leaf155|1101	WP_062597374.1	cds106	OG0000374	K01414	prlC; oligopeptidase A [EC:3.4.24.70]
Leaf155|1102	WP_062597375.1	cds112			
Leaf155|1103	WP_062597376.1	cds113			
Leaf155|1104	WP_062597377.1	cds114	OG0004357		
Leaf155|1105	WP_062597378.1	cds117	OG0001301		
Leaf155|1106	WP_062597379.1	cds121	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf155|1107	WP_062597380.1	cds122	OG0001669	K02004	ABC.CD.P; putative ABC transport system permease protein
Leaf155|1108	WP_062597381.1	cds123	OG0001389	K19416	yccA; modulator of FtsH protease
Leaf155|1109	WP_062597382.1	cds126	OG0000305	K01681	ACO; aconitate hydratase [EC:4.2.1.3]
Leaf155|1110	WP_062597383.1	cds127	OG0001426	K02193	ccmA; heme exporter protein A [EC:3.6.3.41]
Leaf155|1111	WP_062597384.1	cds128			
Leaf155|1112	WP_062597385.1	cds129	OG0001990	K02194	ccmB; heme exporter protein B
Leaf155|1113	WP_062597386.1	cds130	OG0001672	K02195	ccmC; heme exporter protein C
Leaf155|1114	WP_062597387.1	cds131			
Leaf155|1115	WP_062597388.1	cds132	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
Leaf155|1116	WP_062597389.1	cds133	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Leaf155|1117	WP_062597390.1	cds134			
Leaf155|1118	WP_062597391.1	cds136	OG0000833	K03110	ftsY; fused signal recognition particle receptor
Leaf155|1119	WP_062597392.1	cds137	OG0000563	K06168	miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
Leaf155|1120	WP_062597393.1	cds138	OG0000805	K01778	dapF; diaminopimelate epimerase [EC:5.1.1.7]
Leaf155|1121	WP_062597394.1	cds140	OG0000080		
Leaf155|1122	WP_062597395.1	cds141	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
Leaf155|1123	WP_062597396.1	cds142	OG0000062	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
Leaf155|1124	WP_062597397.1	cds145	OG0000972	K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
Leaf155|1125	WP_062597398.1	cds149	OG0000974	K03106	SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]
Leaf155|1126	WP_062597399.1	cds152	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf155|1127	WP_062597400.1	cds153	OG0006873	K02063	thiP; thiamine transport system permease protein
Leaf155|1128	WP_062597401.1	cds154	OG0006874	K02064	thiB; thiamine transport system substrate-binding protein
Leaf155|1129	WP_062597402.1	cds156	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
Leaf155|1130	WP_062597403.1	cds157	OG0003702	K00949	thiN; thiamine pyrophosphokinase [EC:2.7.6.2]
Leaf155|1131	WP_062597404.1	cds158	OG0005407	K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]
Leaf155|1132	WP_062597405.1	cds159	OG0000743	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
Leaf155|1133	WP_062597406.1	cds161	OG0001320	K00795	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
Leaf155|1134	WP_062597407.1	cds162	OG0000072	K03286	TC.OOP; OmpA-OmpF porin, OOP family
Leaf155|1135	WP_062597408.1	cds164	OG0000685		
Leaf155|1136	WP_062597409.1	cds165	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
Leaf155|1137	WP_062597410.1	cds166	OG0003965	K01958	PC; pyruvate carboxylase [EC:6.4.1.1]
Leaf155|1138	WP_062597411.1	cds170	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
Leaf155|1139	WP_062597412.1	cds171	OG0001499	K21395	yiaO; TRAP-type transport system periplasmic protein
Leaf155|1140	WP_062597413.1	cds174	OG0005189		
Leaf155|1141	WP_062597414.1	cds176	OG0000229	K00104	glcD; glycolate oxidase [EC:1.1.3.15]
Leaf155|1142	WP_062597415.1	cds177	OG0002530	K22025	denD; D-erythronate 2-dehydrogenase [EC:1.1.1.410]
Leaf155|1143	WP_062597416.1	cds178	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
Leaf155|1144	WP_062597417.1	cds179	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Leaf155|1145	WP_062597418.1	cds180	OG0000242	K01754	E4.3.1.19; threonine dehydratase [EC:4.3.1.19]
Leaf155|1146	WP_062597419.1	cds182	OG0003703	K15736	lhgO; L-2-hydroxyglutarate oxidase [EC:1.1.5.-]
Leaf155|1147	WP_062597420.1	cds183	OG0002783	K02188	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]
Leaf155|1148	WP_062597421.1	cds184	OG0002344	K02224	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]
Leaf155|1149	WP_062597422.1	cds185	OG0001686	K11209	yghU; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
Leaf155|1150	WP_062597423.1	cds188	OG0003068		
Leaf155|1151	WP_062597424.1	cds189	OG0005408		
Leaf155|1152	WP_062597425.1	cds190	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
Leaf155|1153	WP_062597426.1	cds191	OG0000574	K01704	leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
Leaf155|1154	WP_062597427.1	cds193	OG0001757	K01644	citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
Leaf155|1155	WP_062597428.1	cds199	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
Leaf155|1156	WP_062597429.1	cds200	OG0000983	K03979	obgE; GTPase [EC:3.6.5.-]
Leaf155|1157	WP_062597430.1	cds201	OG0000982	K00931	proB; glutamate 5-kinase [EC:2.7.2.11]
Leaf155|1158	WP_062597431.1	cds204	OG0000951	K09710	ybeB; ribosome-associated protein
Leaf155|1159	WP_062597432.1	cds207	OG0001069	K03797	E3.4.21.102; carboxyl-terminal processing protease [EC:3.4.21.102]
Leaf155|1160	WP_062597433.1	cds208	OG0002716	K09798	uncharacterized protein
Leaf155|1161	WP_062597434.1	cds209	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
Leaf155|1162	WP_062597435.1	cds216	OG0002152	K15371	GDH2; glutamate dehydrogenase [EC:1.4.1.2]
Leaf155|1163	WP_062597436.1	cds218	OG0001877	K08641	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
Leaf155|1164	WP_062597437.1	cds220	OG0000077	K01420	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
Leaf155|1165	WP_062597438.1	cds226	OG0001704	K10805	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
Leaf155|1166	WP_062597439.1	cds227	OG0000426	K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
Leaf155|1167	WP_062597440.1	cds228	OG0002216	K17675	SUPV3L1; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]
Leaf155|1168	WP_062597441.1	cds229	OG0001119	K04762	hslR; ribosome-associated heat shock protein Hsp15
Leaf155|1169	WP_062597442.1	cds231	OG0001318	K02340	holA; DNA polymerase III subunit delta [EC:2.7.7.7]
Leaf155|1170	WP_062597443.1	cds233	OG0000950	K01869	LARS; leucyl-tRNA synthetase [EC:6.1.1.4]
Leaf155|1171	WP_062597444.1	cds234	OG0000831	K06997	yggS; PLP dependent protein
Leaf155|1172	WP_062597445.1	cds235			
Leaf155|1173	WP_062597446.1	cds236	OG0004095	K13688	chvB; cyclic beta-1,2-glucan synthetase [EC:2.4.1.-]
Leaf155|1174	WP_062597447.1	cds238	OG0002463	K05936	cobM; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]
Leaf155|1175	WP_062597448.1	cds240	OG0002478	K00595	cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]
Leaf155|1176	WP_062597449.1	cds241	OG0002477	K05895	cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]
Leaf155|1177	WP_062597450.1	cds242	OG0002481	K13541	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]
Leaf155|1178	WP_062597451.1	cds244	OG0002479	K06042	cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
Leaf155|1179	WP_062597452.1	cds245	OG0002732	K02229	cobG; precorrin-3B synthase [EC:1.14.13.83]
Leaf155|1180	WP_062597453.1	cds246	OG0003029	K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]
Leaf155|1181	WP_062597454.1	cds247	OG0000161	K02234	cobW; cobalamin biosynthesis protein CobW
Leaf155|1182	WP_062597455.1	cds248			
Leaf155|1183	WP_062597456.1	cds249	OG0001929	K19221	cobA; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
Leaf155|1184	WP_062597457.1	cds250	OG0001744	K02232	cobQ; adenosylcobyric acid synthase [EC:6.3.5.10]
Leaf155|1185	WP_062597458.1	cds251	OG0002115	K02227	cbiB; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
Leaf155|1186	WP_062597459.1	cds252	OG0002346	K02225	cobC1; cobalamin biosynthetic protein CobC
Leaf155|1187	WP_062597460.1	cds253	OG0002799	K18334	fucD; L-fuconate dehydratase [EC:4.2.1.68]
Leaf155|1188	WP_062597461.1	cds254	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
Leaf155|1189	WP_062597462.1	cds255	OG0001274	K07046	L-fuconolactonase [EC:3.1.1.-]
Leaf155|1190	WP_062597463.1	cds258	OG0000084	K10440	rbsC; ribose transport system permease protein
Leaf155|1191	WP_062597464.1	cds259	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
Leaf155|1192	WP_062597465.1	cds260	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
Leaf155|1193	WP_062597466.1	cds261	OG0000900	K01708	garD; galactarate dehydratase [EC:4.2.1.42]
Leaf155|1194	WP_062597467.1	cds262	OG0000935	K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
Leaf155|1195	WP_062597468.1	cds264	OG0000587	K03500	rsmB; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
Leaf155|1196	WP_062597469.1	cds265	OG0000884	K03799	htpX; heat shock protein HtpX [EC:3.4.24.-]
Leaf155|1197	WP_062597470.1	cds266	OG0005395		
Leaf155|1198	WP_062597471.1	cds268	OG0000101	K03496	parA; chromosome partitioning protein
Leaf155|1199	WP_062597472.1	cds269	OG0000856	K03501	gidB; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
Leaf155|1200	WP_062597473.1	cds270	OG0001168	K03495	gidA; tRNA uridine 5-carboxymethylaminomethyl modification enzyme
Leaf155|1201	WP_062597474.1	cds271	OG0001169	K03650	mnmE; tRNA modification GTPase [EC:3.6.-.-]
Leaf155|1202	WP_062597475.1	cds273	OG0001520	K08973	putative membrane protein
Leaf155|1203	WP_062597476.1	cds274	OG0000925	K01599	hemE; uroporphyrinogen decarboxylase [EC:4.1.1.37]
Leaf155|1204	WP_062597477.1	cds276	OG0000299	K06287	maf; septum formation protein
Leaf155|1205	WP_062597478.1	cds277	OG0000171	K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]
Leaf155|1206	WP_062597479.1	cds278	OG0000896	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]
Leaf155|1207	WP_062597480.1	cds279	OG0000172	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
Leaf155|1208	WP_062597481.1	cds281	OG0002258	K07113	fxsA; UPF0716 protein FxsA
Leaf155|1209	WP_062597482.1	cds282			
Leaf155|1210	WP_062597483.1	cds283	OG0002166	K08304	mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]
Leaf155|1211	WP_062597484.1	cds284	OG0001629		
Leaf155|1212	WP_062597485.1	cds286	OG0000213	K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
Leaf155|1213	WP_062597486.1	cds287	OG0000192	K10679	nfnB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]
Leaf155|1214	WP_062597487.1	cds288	OG0000111	K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
Leaf155|1215	WP_062597488.1	cds289	OG0004630	K05973	phaZ; poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]
Leaf155|1216	WP_062597489.1	cds291	OG0001000	K01817	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
Leaf155|1217	WP_062597490.1	cds293	OG0000861	K01695	trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
Leaf155|1218	WP_062597491.1	cds294	OG0001142	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
Leaf155|1219	WP_062597492.1	cds295	OG0000793	K11754	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
Leaf155|1220	WP_062597493.1	cds298	OG0004638	K16899	addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]
Leaf155|1221	WP_062597494.1	cds299	OG0001521	K00992	murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]
Leaf155|1222	WP_062597495.1	cds300	OG0000926	K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Leaf155|1223	WP_062597496.1	cds301	OG0000421	K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
Leaf155|1224	WP_062597497.1	cds305	OG0003692	K06023	hprK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]
Leaf155|1225	WP_062597498.1	cds306	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
Leaf155|1226	WP_062597499.1	cds313	OG0000920	K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
Leaf155|1227	WP_062597500.1	cds314	OG0000666	K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
Leaf155|1228	WP_062597501.1	cds315			
Leaf155|1229	WP_062597502.1	cds319			
Leaf155|1230	WP_062597503.1	cds320	OG0001524	K01638	aceB; malate synthase [EC:2.3.3.9]
Leaf155|1231	WP_062597504.1	cds322			
Leaf155|1232	WP_062597505.1	cds323	OG0002201	K15012	regA; two-component system, response regulator RegA
Leaf155|1233	WP_062597506.1	cds324	OG0002200	K15011	regB; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
Leaf155|1234	WP_062597507.1	cds325	OG0001847	K03579	hrpB; ATP-dependent helicase HrpB [EC:3.6.4.13]
Leaf155|1235	WP_062597508.1	cds326	OG0001145	K01750	E4.3.1.12; ornithine cyclodeaminase [EC:4.3.1.12]
Leaf155|1236	WP_062597509.1	cds8	OG0002283	K01843	kamA; lysine 2,3-aminomutase [EC:5.4.3.2]
Leaf155|1237	WP_062597510.1	cds31	OG0001473	K00784	rnz; ribonuclease Z [EC:3.1.26.11]
Leaf155|1238	WP_062597511.1	cds40	OG0001244	K02474	wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]
Leaf155|1239	WP_062597512.1	cds52	OG0005409		
Leaf155|1240	WP_062597513.1	cds70	OG0000148	K03733	xerC; integrase/recombinase XerC
Leaf155|1241	WP_062597514.1	cds96	OG0000841	K01749	hemC; hydroxymethylbilane synthase [EC:2.5.1.61]
Leaf155|1242	WP_062597515.1	cds109	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf155|1243	WP_062597517.1	cds150	OG0001218		
Leaf155|1244	WP_062597518.1	cds181	OG0000988		
Leaf155|1245	WP_062597520.1	cds202	OG0000760	K00147	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
Leaf155|1246	WP_062597521.1	cds206	OG0001832	K22719	envC; murein hydrolase activator
Leaf155|1247	WP_062597523.1	cds223	OG0000389	K03466	ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
Leaf155|1248	WP_062597524.1	cds237	OG0000219	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
Leaf155|1249	WP_062597526.1	cds263			
Leaf155|1250	WP_062597527.1	cds290	OG0000825	K07043	uncharacterized protein
Leaf155|1251	WP_062597528.1	cds297	OG0005410	K16898	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
Leaf155|1252	WP_062597529.1	cds310	OG0002543	K00867	coaA; type I pantothenate kinase [EC:2.7.1.33]
Leaf155|1253	WP_062597534.1	cds332	OG0001399		
Leaf155|1254	WP_062597535.1	cds333			
Leaf155|1255	WP_062597536.1	cds334			
Leaf155|1256	WP_062597537.1	cds335	OG0005234		
Leaf155|1257	WP_062597538.1	cds336	OG0000327	K01991	wza; polysaccharide biosynthesis/export protein
Leaf155|1258	WP_062597539.1	cds337			
Leaf155|1259	WP_062597540.1	cds339			
Leaf155|1260	WP_062597541.1	cds340	OG0003704		
Leaf155|1261	WP_062597542.1	cds342	OG0000315	K12542	lapC; membrane fusion protein, adhesin transport system
Leaf155|1262	WP_062597543.1	cds343	OG0002618	K12536	hasD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase
Leaf155|1263	WP_062597544.1	cds344			
Leaf155|1264	WP_062597546.1	cds347			
