	avr_Col	avr_Kb	avr_FC	avr_DEG	OG	KO.id	KO.description
PSPTO_1537	6.98186209024461	4.84186318741709	2.13999890282752	up	OG0000869	K02838	frr; ribosome recycling factor
PSPTO_1538	5.74128413388635	5.18256259823218	0.55872153565417	nonDEG	OG0000651	K00806	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]
PSPTO_1539	4.46682794081439	4.04003217020471	0.42679577060968	nonDEG	OG0000870	K00981	E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41]
PSPTO_1540	5.35996649288415	5.13354131464266	0.226425178241491	nonDEG	OG0001173	K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
PSPTO_1541	6.7708946571974	7.12208588449183	-0.35119122729443	nonDEG	OG0000871	K11749	rseP; regulator of sigma E protease [EC:3.4.24.-]
PSPTO_1542	11.3817310567751	10.9973444244208	0.3843866323543	nonDEG	OG0001143	K07277	SAM50; outer membrane protein insertion porin family
PSPTO_1543	6.01853845117693	6.4862020721812	-0.46766362100427	nonDEG	OG0002670	K06142	hlpA; outer membrane protein
PSPTO_1544	7.5897984829598	7.21716973276376	0.37262875019604	nonDEG	OG0000872	K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
PSPTO_1545	7.23615355671592	7.2159260909112	0.0202274658047203	nonDEG	OG0000873	K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
PSPTO_1546	7.07183847453576	6.56600141688379	0.50583705765197	nonDEG	OG0001289	K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
PSPTO_1547	6.69709668885451	7.29477032167336	-0.59767363281885	nonDEG	OG0001418	K00748	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]
PSPTO_1548	5.30717283125848	4.99155687383018	0.3156159574283	nonDEG	OG0000874	K03470	rnhB; ribonuclease HII [EC:3.1.26.4]
PSPTO_1549	9.00104421997039	9.14019620063946	-0.13915198066907	nonDEG	OG0000225	K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
PSPTO_1550	9.93824876230041	9.02434770523452	0.913901057065889	nonDEG	OG0001174	K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
PSPTO_1551	8.47213007134964	7.47559448872943	0.99653558262021	nonDEG	OG0001175	K04075	tilS; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
PSPTO_1552	9.4955573850024	7.98460879825101	1.51094858675139	up	OG0000728	K01937	pyrG; CTP synthase [EC:6.3.4.2]
PSPTO_1553	9.30768302035412	7.57354284127716	1.73414017907696	up	OG0000875	K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
PSPTO_1554	11.0283993770372	10.0818132489043	0.9465861281329	nonDEG	OG0000591	K01689	ENO; enolase [EC:4.2.1.11]
PSPTO_1555	2.86274647225446	2.48838135023048	0.37436512202398	nonDEG	OG0001981	K05589	ftsB; cell division protein FtsB
PSPTO_1556	4.86594097155696	4.2838591625113	0.58208180904566	nonDEG	OG0001419	K00991	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
PSPTO_1557	4.39795183270649	4.45367264709911	-0.05572081439262	nonDEG	OG0000006		
PSPTO_1558	9.88740591222564	6.94676674555935	2.94063916666629	up	OG0001034	K00121	frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
PSPTO_1559	8.75315209078723	7.86316450019032	0.889987590596911	nonDEG	OG0001420	K01070	frmB; S-formylglutathione hydrolase [EC:3.1.2.12]
PSPTO_1560	6.35143916965673	6.35600305087777	-0.00456388122104023	nonDEG	OG0001176	K01770	ispF; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]
PSPTO_1561	5.84241230455084	5.06940457180058	0.77300773275026	nonDEG	OG0002413	K06176	truD; tRNA pseudouridine13 synthase [EC:5.4.99.27]
PSPTO_1562	4.69760462526806	5.82802769802262	-1.13042307275456	down	OG0001290	K03787	surE; 5'-nucleotidase [EC:3.1.3.5]
PSPTO_1563	5.58863622000776	6.36755598107832	-0.77891976107056	nonDEG	OG0001035	K00573	E2.1.1.77; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
PSPTO_1564	5.49694633673254	7.23791934338425	-1.74097300665171	down	OG0000130	K06194	nlpD; lipoprotein NlpD
PSPTO_1565	5.25880297046513	5.89544112903186	-0.63663815856673	nonDEG	OG0000368	K03086	rpoD; RNA polymerase primary sigma factor
PSPTO_1568	3.94532049743491	2.43506861380185	1.51025188363306	up			
PSPTO_1570	2.49225714960602	4.01583298630592	-1.5235758366999	nonDEG			
PSPTO_1571	5.04399440557182	6.74036621816405	-1.69637181259223	down			
PSPTO_1572	1.29737410463501	2.61607141521157	-1.31869731057656	nonDEG			
PSPTO_1573	3.16385521109543	2.99790867410934	0.16594653698609	nonDEG			
PSPTO_1574	6.94485316490728	5.42636008686459	1.51849307804269	up	OG0001485	K16053	ybdG; miniconductance mechanosensitive channel
PSPTO_1575	3.2377596079791	5.11359172122549	-1.87583211324639	down	OG0000216		
PSPTO_1577	5.98080091108847	6.73235643358815	-0.75155552249968	nonDEG	OG0002925		
PSPTO_1578	5.53797359271407	5.07326375359982	0.46470983911425	nonDEG	OG0000006		
PSPTO_1580	3.85801432553874	4.77677164128924	-0.9187573157505	nonDEG	OG0001509	K06889	uncharacterized protein
PSPTO_1581	4.4890247927888	5.53879510233986	-1.04977030955106	down	OG0003173		
PSPTO_1582	1.93768066054238	4.03174738309599	-2.09406672255361	nonDEG	OG0001461	K14189	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]
PSPTO_1583	6.35594742894241	6.02089488946567	0.33505253947674	nonDEG	OG0000267	K13573	pafC; proteasome accessory factor C
PSPTO_1584	1.85545819836513	3.33662832190562	-1.48117012354049	nonDEG	OG0006802		
PSPTO_1585	2.91628348934776	3.76064119139253	-0.84435770204477	nonDEG	OG0006429	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_1587	8.10197475976946	7.99037233873664	0.11160242103282	nonDEG	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
PSPTO_1588	4.40524839970245	4.27481939452999	0.13042900517246	nonDEG	OG0003232		
PSPTO_1589	4.23458429959468	4.34228173025532	-0.10769743066064	nonDEG	OG0003233		
PSPTO_1590	9.19990432997849	7.9702104925963	1.22969383738219	up	OG0001742		
PSPTO_1592	6.43612629624032	8.1968050908648	-1.76067879462448	down	OG0006387		
PSPTO_1593	7.01287732096541	5.93365378890294	1.07922353206247	up	OG0001927	K00243	uncharacterized protein
PSPTO_1594	4.21337924901671	2.09352405996031	2.1198551890564	nonDEG	OG0002588		
PSPTO_1595	1.00690182967611	0.928211517477397	0.078690312198713	nonDEG			
PSPTO_1596	2.78444935262854	2.37267030047558	0.41177905215296	nonDEG	OG0000476		
PSPTO_1597	5.95120235691209	7.11147737243516	-1.16027501552307	down	OG0000265	K07058	membrane protein
PSPTO_1598	6.10444722685114	5.74159066096983	0.36285656588131	nonDEG	OG0000243	K01462	PDF; peptide deformylase [EC:3.5.1.88]
PSPTO_1599	3.51260248061775	3.43806687645203	0.0745356041657197	nonDEG	OG0002253		
PSPTO_1600	5.96320456950228	5.70441968649916	0.25878488300312	nonDEG	OG0002218	K02002	proX; glycine betaine/proline transport system substrate-binding protein
PSPTO_1601	4.0001804213413	3.47218527913419	0.52799514220711	nonDEG	OG0006385		
PSPTO_1602	4.9817930576375	4.55031464513663	0.43147841250087	nonDEG	OG0004505	K03365	FCY1; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
PSPTO_1603	4.29302139201336	0.564388336413519	3.72863305559984	up			
PSPTO_1604	6.54384120791897	7.0628048670908	-0.51896365917183	nonDEG	OG0002144	K19707	rsbQ; sigma-B regulation protein RsbQ
PSPTO_1605	5.37447763461261	6.65815084836973	-1.28367321375712	down	OG0000159	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
PSPTO_1606	5.82333743156378	6.38968824705271	-0.566350815488931	nonDEG	OG0000159	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
PSPTO_1607	7.25186670696858	7.10269812593304	0.14916858103554	nonDEG	OG0003781		
PSPTO_1608	7.31143167639776	5.83044979567344	1.48098188072432	up	OG0000710	K21430	yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
PSPTO_1609	10.8089774794269	6.8214224331648	3.9875550462621	up	OG0001109		
PSPTO_1610	5.65323852061267	5.08067933349691	0.57255918711576	nonDEG	OG0002217	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_1612	4.54080727417878	4.3051288161122	0.23567845806658	nonDEG	OG0001166		
PSPTO_1613	1.21631751512819	1.98841781039738	-0.77210029526919	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
PSPTO_1614	1.65425562249314	2.92023596708428	-1.26598034459114	down	OG0004842		
PSPTO_1615	2.99146918942166	5.00608206585415	-2.01461287643249	down	OG0002352		
PSPTO_1616	5.15726459417483	5.99007016449971	-0.83280557032488	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1617	4.44522266545845	4.16472608770607	0.28049657775238	nonDEG	OG0000158	K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein
PSPTO_1618	4.73583304775646	5.56626821633277	-0.830435168576311	nonDEG	OG0000006		
PSPTO_1619	7.80039850296137	8.7356197561172	-0.935221253155831	nonDEG	OG0003438		
PSPTO_1620	6.28521020976544	6.94353056540188	-0.65832035563644	nonDEG	OG0000732	K04754	mlaA; phospholipid-binding lipoprotein MlaA
PSPTO_1621	6.74880679634641	7.40012320063042	-0.651316404284009	nonDEG	OG0003389		
PSPTO_1622	1.53193916882953	3.55228611563775	-2.02034694680822	nonDEG	OG0001814	K02002	proX; glycine betaine/proline transport system substrate-binding protein
PSPTO_1623	2.43748299627034	2.83320695367665	-0.39572395740631	nonDEG	OG0001186		
PSPTO_1624	6.15849511532991	8.02549858558642	-1.86700347025651	down	OG0000122	K14393	actP; cation/acetate symporter
PSPTO_1625	4.93256825134901	5.02743380816891	-0.0948655568198999	nonDEG	OG0002891		
PSPTO_1627	4.89343594447555	4.66928793039747	0.22414801407808	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_1630	5.5283224807948	7.17494551665601	-1.64662303586121	down	OG0002892	K09898	uncharacterized protein
PSPTO_1631	7.42845640587021	3.80929128597917	3.61916511989104	up	OG0002595		
PSPTO_1632	9.16500311893708	5.49664346719082	3.66835965174626	up	OG0002126	K03802	cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]
PSPTO_1633	8.83244423323645	6.07227021800078	2.76017401523567	up	OG0000629	K01953	asnB; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
PSPTO_1634	0.917614531727989	3.86231825911345	-2.94470372738546	down	OG0003818		
PSPTO_1635	4.83589463299053	4.54416716797184	0.29172746501869	nonDEG	OG0002996		
PSPTO_1636	4.17174272429924	4.90328845183856	-0.73154572753932	nonDEG	OG0002355		
PSPTO_1637	4.75189800690917	5.75074151981961	-0.99884351291044	nonDEG	OG0002354	K02004	ABC.CD.P; putative ABC transport system permease protein
PSPTO_1638	5.22783576610547	6.31329926508999	-1.08546349898452	down	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_1639	6.0744745371781	6.21697436167952	-0.14249982450142	nonDEG	OG0001496	K15461	mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
PSPTO_1640	5.49922039615396	4.60604522084402	0.893175175309939	nonDEG	OG0000483	K22468	ppk2; polyphosphate kinase [EC:2.7.4.1]
PSPTO_1641	2.08368008130495	-0.331397059744116	2.41507714104907	nonDEG			
PSPTO_1642	2.84886017903594	1.98549571512806	0.86336446390788	nonDEG	OG0002590	K09790	uncharacterized protein
PSPTO_1643	7.36047689677836	8.43517504533561	-1.07469814855725	down	OG0002886	K07039	uncharacterized protein
PSPTO_1644	9.31685733263059	9.13945197193942	0.17740536069117	nonDEG	OG0000285	K03654	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
PSPTO_1645	7.49106852306566	7.76919307659328	-0.278124553527619	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
PSPTO_1646	7.07099264841412	7.93285726040035	-0.86186461198623	nonDEG	OG0001497	K08086	fimV; pilus assembly protein FimV
PSPTO_1647	3.30278273238613	3.05001978921754	0.25276294316859	nonDEG			
PSPTO_1648	5.85929798597023	7.3966746037163	-1.53737661774607	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1649	3.87202491759403	3.97223578008534	-0.10021086249131	nonDEG	OG0000096	K14645	serine protease [EC:3.4.21.-]
PSPTO_1650	1.49009418578811	3.00879234528805	-1.51869815949994	nonDEG	OG0000096	K14645	serine protease [EC:3.4.21.-]
PSPTO_1651	2.29342223202078	5.64535395306745	-3.35193172104667	down	OG0006879		
PSPTO_1653	5.71727990582534	7.06860743717664	-1.3513275313513	down	OG0003736	K07452	mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
PSPTO_1654	4.85430439609147	6.33161979839593	-1.47731540230446	down	OG0004203	K19147	mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC
PSPTO_1655	3.30076957450043	4.83466269710056	-1.53389312260013	down			
PSPTO_1656	7.05521135419728	7.19431675630636	-0.13910540210908	nonDEG	OG0004714		
PSPTO_1657	5.95489421531073	7.05964304858202	-1.10474883327129	down	OG0007752		
PSPTO_1660	7.3089998509229	8.11792765934582	-0.80892780842292	nonDEG	OG0004146		
PSPTO_1661	8.92488287975831	7.95243262539481	0.972450254363501	nonDEG	OG0000422	K00526	E1.17.4.1B; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
PSPTO_1663	1.76884751390419	3.1558014483935	-1.38695393448931	down	OG0004104		
PSPTO_1666	1.04044306178743	1.2684934526594	-0.22805039087197	nonDEG	OG0000077	K01420	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
PSPTO_1667	1.42914112210853	5.42537952155482	-3.99623839944629	down	OG0001770	K14055	uspE; universal stress protein E
PSPTO_1669	2.11656281602553	5.20925435719094	-3.09269154116541	down	OG0002090	K00925	ackA; acetate kinase [EC:2.7.2.1]
PSPTO_1670	3.1210395288371	5.06031200733945	-1.93927247850235	nonDEG	OG0004005	K01621	xfp; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]
PSPTO_1671	11.0832586994984	9.42532651847185	1.65793218102655	up	OG0000437	K00525	E1.17.4.1A; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
PSPTO_1672	3.67391143525944	4.71558608065679	-1.04167464539735	down	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_1673	1.72941740886984	2.69100888802396	-0.96159147915412	nonDEG	OG0002271	K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]
PSPTO_1674	1.00340873754454	3.00831452786421	-2.00490579031967	nonDEG	OG0005206	K13255	fhuF; ferric iron reductase protein FhuF
PSPTO_1675	6.06322022106152	7.58239450772563	-1.51917428666411	down	OG0002514	K02362	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
PSPTO_1676	3.61540261654053	4.68649165785403	-1.0710890413135	down	OG0004161		
PSPTO_1677	6.49692535856229	5.87779296520367	0.61913239335862	nonDEG	OG0000210	K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
PSPTO_1678	3.41909297091396	1.8857228090746	1.53337016183936	nonDEG	OG0003902		
PSPTO_1679	5.42712503070028	4.65639443312434	0.77073059757594	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_1680	5.5040220332336	6.01330739663157	-0.509285363397971	nonDEG	OG0002069	K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]
PSPTO_1681	1.65965617300814	2.52620216600807	-0.86654599299993	nonDEG			
PSPTO_1682	9.42224255170296	8.12348041471118	1.29876213699178	up	OG0000082	K11103	dctA; aerobic C4-dicarboxylate transport protein
PSPTO_1683	6.91161329709455	8.60567228140958	-1.69405898431503	down	OG0002363	K02742	sprT; SprT protein
PSPTO_1684	7.73979045333506	7.41039205968519	0.32939839364987	nonDEG	OG0001765	K14058	ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA
PSPTO_1685	5.98406125870107	4.91188223269879	1.07217902600228	up	OG0003268		
PSPTO_1686	6.91197042944175	4.21089389529083	2.70107653415092	up	OG0001387	K03809	wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
PSPTO_1687	7.21211075143273	6.1536650323282	1.05844571910453	up	OG0001150	K00537	arsC1; arsenate reductase (glutaredoxin) [EC:1.20.4.1]
PSPTO_1688	3.52653686581623	4.36744887425446	-0.84091200843823	nonDEG	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
PSPTO_1689	6.7528817629977	4.4297180317274	2.3231637312703	up	OG0001264		
PSPTO_1690	6.6374660986461	4.97342994773939	1.66403615090671	up	OG0003269		
PSPTO_1691	6.46220694261995	6.72162918725661	-0.25942224463666	nonDEG	OG0000076	K07678	barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
PSPTO_1692	6.23879013682062	5.04679164608429	1.19199849073633	up	OG0000134	K01697	CBS; cystathionine beta-synthase [EC:4.2.1.22]
PSPTO_1693	5.49412392768934	5.13921788170956	0.35490604597978	nonDEG	OG0000625	K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
PSPTO_1694	9.07662055988451	8.64176936007604	0.43485119980847	nonDEG	OG0000306	K00951	relA; GTP pyrophosphokinase [EC:2.7.6.5]
PSPTO_1695	5.9720716175482	5.9363540931215	0.0357175244266994	nonDEG	OG0000998	K04765	mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]
PSPTO_1696	5.58439784332621	4.94763752788589	0.63676031544032	nonDEG	OG0002343	K09912	uncharacterized protein
PSPTO_1697	8.59375584801933	9.06767093513938	-0.473915087120051	nonDEG	OG0003236		
PSPTO_1698	11.1696817166562	11.2661586105487	-0.0964768938925005	nonDEG	OG0001928		
PSPTO_1699	8.85876998733059	7.60061146173638	1.25815852559421	up	OG0000785	K11175	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
PSPTO_1700	10.267236210182	8.60604528587875	1.66119092430325	up	OG0000786	K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
PSPTO_1701	6.08774887679123	5.77645844136379	0.31129043542744	nonDEG	OG0002589	K09938	uncharacterized protein
PSPTO_1702	4.64558550091097	4.44267911539949	0.20290638551148	nonDEG	OG0000167	K03548	perM; putative permease
PSPTO_1703	7.40472109369753	7.18505285334219	0.21966824035534	nonDEG	OG0001743	K10763	hda; DnaA-homolog protein
PSPTO_1704	6.13025041301767	6.4488823579274	-0.31863194490973	nonDEG	OG0000766	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]
PSPTO_1705	10.5111708684313	9.55838118689889	0.95278968153241	nonDEG	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
PSPTO_1706	5.89656092953319	5.318149245505	0.57841168402819	nonDEG	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
PSPTO_1707	7.30122363163208	5.70028339228929	1.60094023934279	up	OG0000697		
PSPTO_1708	5.39988685255174	5.0478126387555	0.35207421379624	nonDEG	OG0001929	K19221	cobA; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
PSPTO_1709	6.06794579356087	6.50311394944572	-0.43516815588485	nonDEG	OG0002344	K02224	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]
PSPTO_1710	4.17553866020185	4.94047690888833	-0.76493824868648	nonDEG	OG0002345	K04719	bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]
PSPTO_1711	4.46205362245423	6.57717348465243	-2.1151198621982	down	OG0002115	K02227	cbiB; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
PSPTO_1712	5.79752797456024	6.50142160385185	-0.70389362929161	nonDEG	OG0002346	K02225	cobC1; cobalamin biosynthetic protein CobC
PSPTO_1713	5.93381826948591	6.34013692367563	-0.406318654189721	nonDEG	OG0001744	K02232	cobQ; adenosylcobyric acid synthase [EC:6.3.5.10]
PSPTO_1714	4.36018154654097	5.64240044442586	-1.28221889788489	down	OG0001745	K02231	cobP; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
PSPTO_1715	5.43188459063932	5.78272168005029	-0.35083708941097	nonDEG	OG0001621	K00768	E2.4.2.21; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]
PSPTO_1716	3.95121562111125	5.30535951449549	-1.35414389338424	down	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
PSPTO_1717	3.43004891608885	4.91972372240898	-1.48967480632013	down	OG0001622	K02233	E2.7.8.26; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
PSPTO_1718	2.08295352169738	4.77575342121652	-2.69279989951914	down	OG0001623		
PSPTO_1719	5.22309686151242	5.17564106650516	0.0474557950072594	nonDEG	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
PSPTO_1720	8.48961150797563	10.2352512856709	-1.74563977769527	down	OG0000626	K06076	fadL; long-chain fatty acid transport protein
PSPTO_1721	10.2543011547335	9.34536895686408	0.90893219786942	nonDEG	OG0003237		
PSPTO_1722	5.31467563963353	7.09002708831771	-1.77535144868418	down	OG0005809		
PSPTO_1724	5.61991715940516	5.7122480403884	-0.0923308809832397	nonDEG	OG0001137	K09760	rmuC; DNA recombination protein RmuC
PSPTO_1725	7.17699768352653	8.08405518752059	-0.907057503994061	nonDEG	OG0005808		
PSPTO_1726	1.89698768320246	3.49727379858132	-1.60028611537886	down	OG0006426		
PSPTO_1727	3.6730869552016	4.19259940803698	-0.51951245283538	nonDEG			
PSPTO_1728	4.43947173929738	4.54228539330894	-0.10281365401156	nonDEG	OG0003235		
PSPTO_1729	5.1835556614814	6.67146253000084	-1.48790686851944	down	OG0002893		
PSPTO_1730	7.72662837962084	7.184605563182	0.54202281643884	nonDEG	OG0000263	K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
PSPTO_1731	7.10773117821712	6.26536157488956	0.84236960332756	nonDEG	OG0000205	K01679	E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]
PSPTO_1732	11.0452152691019	9.52232122439992	1.52289404470198	up	OG0002596	K09924	uncharacterized protein
PSPTO_1733	6.94003599310504	5.90282746028039	1.03720853282465	up	OG0000484	K05527	bolA; BolA family transcriptional regulator, general stress-responsive regulator
PSPTO_1734	7.62369936814625	7.01482122918548	0.60887813896077	nonDEG	OG0000789	K07146	UPF0176 protein
PSPTO_1735	6.04733877345077	6.58709162383519	-0.53975285038442	nonDEG	OG0001753	K07396	putative protein-disulfide isomerase
PSPTO_1736	6.73932169441641	6.9610550311733	-0.22173333675689	nonDEG	OG0003251		
PSPTO_1737	6.52811104572434	7.31554417654069	-0.78743313081635	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1738	3.99838226212714	5.56092933801757	-1.56254707589043	down	OG0002894		
PSPTO_1739	7.48852690632741	7.14636261541886	0.34216429090855	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1740	6.43643960836277	5.41848327235003	1.01795633601274	nonDEG	OG0001989		
PSPTO_1741	8.05981655672751	6.68971478774839	1.37010176897912	up	OG0000496	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
PSPTO_1742	7.11387679816515	5.51636860262434	1.59750819554081	up	OG0000399	K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
PSPTO_1743	6.32143409469678	7.57894925280464	-1.25751515810786	down	OG0000655	K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
PSPTO_1744	6.56558336755591	6.85126544205105	-0.285682074495139	nonDEG	OG0001811	K08963	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
PSPTO_1745	10.8139970318627	9.81393838900204	1.00005864286066	up	OG0000552	K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
PSPTO_1746	7.87612340382989	7.73784140509405	0.13828199873584	nonDEG	OG0000880	K00831	serC; phosphoserine aminotransferase [EC:2.6.1.52]
PSPTO_1747	7.66559194410093	6.70979273548401	0.95579920861692	nonDEG	OG0001180	K14170	pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
PSPTO_1748	6.77067071825583	6.56582301607775	0.20484770217808	nonDEG	OG0000297	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
PSPTO_1749	8.69326410998302	6.86035937619847	1.83290473378455	up	OG0000881	K00945	cmk; CMP/dCMP kinase [EC:2.7.4.25]
PSPTO_1750	12.0437279179304	9.82753403963021	2.21619387830019	up	OG0001042	K02945	RP-S1; small subunit ribosomal protein S1
PSPTO_1751	6.42286210359646	7.87425917053743	-1.45139706694097	down	OG0000074	K03530	hupB; DNA-binding protein HU-beta
PSPTO_1752	5.55974270839334	6.4831237949703	-0.92338108657696	nonDEG	OG0003376		
PSPTO_1753	6.07618134443237	6.31630061356524	-0.240119269132871	nonDEG	OG0002830	K07576	metallo-beta-lactamase family protein
PSPTO_1754	6.05074280391062	6.70167984488522	-0.6509370409746	nonDEG	OG0001181		
PSPTO_1755	2.46404688866764	4.33530340952481	-1.87125652085717	down	OG0000596	K13007	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]
PSPTO_1756	6.2679192902448	7.00513583667182	-0.73721654642702	nonDEG	OG0001295		
PSPTO_1757	1.64444343407346	4.36776630992571	-2.72332287585225	down	OG0000882	K02237	comEA; competence protein ComEA
PSPTO_1758	8.7588674203566	9.37407523258162	-0.61520781222502	nonDEG	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
PSPTO_1759	4.64732159202262	3.77119692798349	0.87612466403913	nonDEG	OG0001936		
PSPTO_1760	8.13016475171387	6.42897478869803	1.70118996301584	up	OG0002371	K03837	sdaC; serine transporter
PSPTO_1761	6.32431604782542	6.3707967993332	-0.0464807515077803	nonDEG	OG0006427		
PSPTO_1762	2.74299303362839	3.66236853937231	-0.91937550574392	nonDEG	OG0003383		
PSPTO_1763	5.9311085526051	6.86644749803542	-0.93533894543032	nonDEG	OG0003384		
PSPTO_1764	4.57079489783906	5.58832044363303	-1.01752554579397	down	OG0002681		
