	MM_Col	MM_Kb	MM_FC	MM_DEG	OG	KO.id	KO.description
PSPTO_1153	3.53173207026762	2.17178580662096	1.35994626364666	nonDEG	OG0000274	K09024	rutF; flavin reductase [EC:1.5.1.-]
PSPTO_1154	4.31927169753567	3.79382468500144	0.52544701253423	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_1155	2.7961591415036	3.73420563108996	-0.93804648958636	nonDEG	OG0000186	K09022	ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
PSPTO_1156	1.55585507560764	0.858675528948448	0.697179546659192	nonDEG	OG0000620	K09020	rutB; ureidoacrylate peracid hydrolase [EC:3.5.1.110]
PSPTO_1157	2.94896276599175	3.7249661576019	-0.77600339161015	nonDEG	OG0004514	K09018	rutA; pyrimidine oxygenase [EC:1.14.99.46]
PSPTO_1158	5.4362654063622	5.3498716154837	0.0863937908784997	nonDEG	OG0000417	K09017	rutR; TetR/AcrR family transcriptional regulator
PSPTO_1159	3.13352303586094	3.00909576648776	0.12442726937318	nonDEG	OG0002078	K02058	ABC.SS.S; simple sugar transport system substrate-binding protein
PSPTO_1160	2.0600219315142	1.77183838793956	0.28818354357464	nonDEG	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
PSPTO_1164	9.4983904812717	9.30556279606523	0.192827685206471	nonDEG	OG0000072	K03286	TC.OOP; OmpA-OmpF porin, OOP family
PSPTO_1165	7.1519740937319	7.2771620096956	-0.1251879159637	nonDEG			
PSPTO_1167	3.25101561902875	3.88907811209912	-0.63806249307037	nonDEG	OG0004410		
PSPTO_1168	5.61545874555172	5.67848324255642	-0.0630244970047	nonDEG	OG0001649		
PSPTO_1169	7.52566206985221	7.77333733492686	-0.24767526507465	nonDEG	OG0001554	K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]
PSPTO_1170	3.87145441380573	4.61731740290744	-0.74586298910171	nonDEG	OG0004314		
PSPTO_1171	7.021856343427	7.40209647380853	-0.38024013038153	nonDEG	OG0000554	K03775	slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]
PSPTO_1172	5.49652548252809	4.89663239267118	0.599893089856909	nonDEG	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
PSPTO_1173	4.62874506758043	4.77768381350232	-0.148938745921891	nonDEG	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
PSPTO_1174	3.60287504752793	2.73290674803774	0.86996829949019	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
PSPTO_1176	4.51524215722393	3.61416255585943	0.9010796013645	nonDEG			
PSPTO_1177	5.60858227548245	5.55275997626556	0.0558222992168904	nonDEG	OG0002507	K06203	cysZ; CysZ protein
PSPTO_1178	7.83636416766995	7.92468884112901	-0.0883246734590601	nonDEG	OG0000772	K00384	trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]
PSPTO_1179	4.31251269963511	4.2253333480988	0.0871793515363102	nonDEG	OG0002506		
PSPTO_1180	6.61721329970677	7.3934947106661	-0.77628141095933	nonDEG	OG0002768	K09948	uncharacterized protein
PSPTO_1181	5.1464391602114	4.42366010824796	0.72277905196344	nonDEG	OG0003901	K07589	folX; D-erythro-7,8-dihydroneopterin triphosphate epimerase [EC:5.1.99.7]
PSPTO_1182	6.24254588889837	5.53476538267081	0.70778050622756	nonDEG	OG0000410	K01495	GCH1; GTP cyclohydrolase IA [EC:3.5.4.16]
PSPTO_1183	8.71477016417968	8.62356822495973	0.0912019392199497	nonDEG	OG0003545	K13938	folM; dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]
PSPTO_1184	5.741553936809	6.21821112343164	-0.47665718662264	nonDEG	OG0001392	K09932	uncharacterized protein
PSPTO_1185	8.91093137074376	9.27893639142599	-0.368005020682229	nonDEG	OG0003544		
PSPTO_1186	5.66050823569746	6.69044601777743	-1.02993778207997	down	OG0001596	K06205	mioC; MioC protein
PSPTO_1187	3.98201473778187	4.33253474597614	-0.35052000819427	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_1189	2.8896408417661	1.65954309075325	1.23009775101285	nonDEG	OG0000138		
PSPTO_1191	7.80756117107543	7.5784106447419	0.22915052633353	nonDEG	OG0002012		
PSPTO_1192	1.66992066537898	1.55706382384164	0.11285684153734	nonDEG	OG0004509		
PSPTO_1193	4.25967809374521	4.89143939674785	-0.63176130300264	nonDEG	OG0005185		
PSPTO_1194	5.68505328828457	5.56258945136855	0.122463836916021	nonDEG	OG0005184	K11740	nfrB; bacteriophage N4 adsorption protein B
PSPTO_1195	3.31201424377815	2.66890974100029	0.64310450277786	nonDEG	OG0006389		
PSPTO_1196	5.5608455187223	5.32400471369114	0.23684080503116	nonDEG	OG0001065	K01791	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]
PSPTO_1197	4.95088761488823	4.8554458521894	0.0954417626988295	nonDEG	OG0003013	K09918	uncharacterized protein
PSPTO_1198	3.63438835130308	3.79752505475922	-0.16313670345614	nonDEG			
PSPTO_1200	5.05023461819071	4.80997707609393	0.24025754209678	nonDEG	OG0002013	K13256	psiE; protein PsiE
PSPTO_1201	4.36590456056165	-1.15387912670447	5.51978368726612	up	OG0004882		
PSPTO_1202	7.71173046932172	6.41215275527461	1.29957771404711	up	OG0003428		
PSPTO_1203	6.54327338130231	4.14371116215107	2.39956221915124	up	OG0000039	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_1204	4.7889151959148	3.99195157721578	0.79696361869902	nonDEG	OG0000043	K07165	fecR; transmembrane sensor
PSPTO_1205	11.8888524437118	13.0706347745662	-1.1817823308544	down	OG0002450		
PSPTO_1206	3.47234675524656	1.3764262310866	2.09592052415996	nonDEG	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_1207	5.08321520821674	4.75751233165585	0.32570287656089	nonDEG	OG0002697	K16091	fecA; Fe(3+) dicitrate transport protein
PSPTO_1208	4.22751698889611	3.14451458884693	1.08300240004918	nonDEG	OG0000043	K07165	fecR; transmembrane sensor
PSPTO_1209	5.52059165943753	3.25675280143517	2.26383885800236	up	OG0000039	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_1210	0.869254841595757	-1.05483250828377	1.92408734987953	nonDEG	OG0002451		
PSPTO_1211	2.49868240702584	0.73864521233249	1.76003719469335	nonDEG	OG0001823		
PSPTO_1212	1.01698410863956	1.05239628175877	-0.0354121731192101	nonDEG	OG0003014		
PSPTO_1213	6.6147192943685	6.35618370594061	0.258535588427891	nonDEG	OG0000020	K07506	AraC family transcriptional regulator
PSPTO_1215	6.80689962221125	6.69400139841333	0.11289822379792	nonDEG	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
PSPTO_1216	8.355709814314	8.53130182223962	-0.175592007925619	nonDEG	OG0000006		
PSPTO_1217	2.46711880478824	4.16420976805157	-1.69709096326333	down	OG0001762		
PSPTO_1218	3.79323064632203	4.59147334764314	-0.79824270132111	nonDEG	OG0003009		
PSPTO_1221	7.27563801817078	7.58718376762752	-0.31154574945674	nonDEG	OG0000047	K05834	rhtB; homoserine/homoserine lactone efflux protein
PSPTO_1223	5.30169525718606	4.63914658333475	0.66254867385131	nonDEG	OG0000150		
PSPTO_1224	5.95741934443711	5.36156772487352	0.595851619563589	nonDEG	OG0003010		
PSPTO_1229	1.89006570270787	2.78033512197443	-0.89026941926656	nonDEG	OG0000179	K07481	transposase
PSPTO_1231	4.66372575139594	4.4275012166348	0.236224534761139	nonDEG	OG0001915	K11021	tccC; insecticidal toxin complex protein TccC
PSPTO_1232	7.03284968282442	6.61879681453078	0.41405286829364	nonDEG	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
PSPTO_1233	4.81136888257952	4.13874309820236	0.67262578437716	nonDEG	OG0003419	K19296	algF; alginate O-acetyltransferase complex protein AlgF
PSPTO_1234	4.97177584863321	4.66421940502668	0.30755644360653	nonDEG	OG0003420	K19295	algJ; alginate O-acetyltransferase complex protein AlgJ
PSPTO_1235	5.15121008427105	4.55140338107564	0.59980670319541	nonDEG	OG0001561	K19294	algI; alginate O-acetyltransferase complex protein AlgI
PSPTO_1236	4.50886436237254	4.29248446774973	0.21637989462281	nonDEG	OG0003421	K01729	algL; poly(beta-D-mannuronate) lyase [EC:4.2.2.3]
PSPTO_1237	4.17955313139724	3.46881163319676	0.71074149820048	nonDEG	OG0003422	K19293	algX; alginate biosynthesis protein AlgX
PSPTO_1238	5.20573309690361	4.34831071522882	0.85742238167479	nonDEG	OG0003423	K01795	algG; mannuronan 5-epimerase [EC:5.1.3.37]
PSPTO_1239	3.17571932770482	2.75721393743571	0.41850539026911	nonDEG	OG0003424	K16081	algE; alginate production protein
PSPTO_1240	1.41798960595735	1.44774698243583	-0.02975737647848	nonDEG	OG0003425	K19292	algK; alginate biosynthesis protein AlgK
PSPTO_1241	3.68886401960784	3.13283612027598	0.55602789933186	nonDEG	OG0003426	K19291	alg44; mannuronan synthase [EC:2.4.1.33]
PSPTO_1242	2.75687679035749	2.31608960021545	0.44078719014204	nonDEG	OG0003427	K19290	alg8; mannuronan synthase [EC:2.4.1.33]
PSPTO_1243	4.45291274576125	4.34686773906482	0.10604500669643	nonDEG	OG0000364	K00012	UGDH; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
PSPTO_1244	7.08226003033879	7.1640361951	-0.0817761647612096	nonDEG	OG0001562	K09861	uncharacterized protein
PSPTO_1245	3.85648184902711	4.43971927164836	-0.58323742262125	nonDEG	OG0003832		
PSPTO_1246	10.3553008221172	8.91686737415848	1.43843344795872	up	OG0001563	K07175	phoH2; PhoH-like ATPase
PSPTO_1247	3.29144254303034	3.55531912019109	-0.26387657716075	nonDEG	OG0001057	K03637	moaC; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
PSPTO_1248	2.51701810135979	3.16707163517049	-0.6500535338107	nonDEG	OG0001564	K03636	moaD; sulfur-carrier protein
PSPTO_1249	2.4783855306102	3.62396320869054	-1.14557767808034	nonDEG	OG0001058	K03635	MOCS2B; molybdopterin synthase catalytic subunit [EC:2.8.1.12]
PSPTO_1250	3.98665942247543	4.93775251442904	-0.95109309195361	nonDEG	OG0004929		
PSPTO_1251	2.54087947333853	3.89224746909165	-1.35136799575312	down	OG0003894		
PSPTO_1252	5.10584485683024	6.3880472977689	-1.28220244093866	down	OG0004928		
PSPTO_1253	7.8968841470757	6.75289379647058	1.14399035060512	up	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
PSPTO_1254	8.04822528755806	7.53446484849904	0.51376043905902	nonDEG	OG0000346	K06999	phospholipase/carboxylesterase
PSPTO_1255	12.1746283830082	10.2686863598158	1.9059420231924	up	OG0002447	K09969	aapJ; general L-amino acid transport system substrate-binding protein
PSPTO_1256	7.70391737178166	5.97527665478061	1.72864071700105	up	OG0002694	K09970	aapQ; general L-amino acid transport system permease protein
PSPTO_1257	6.11381980736887	4.19790288229134	1.91591692507753	up	OG0002695	K09971	aapM; general L-amino acid transport system permease protein
PSPTO_1258	8.17151128601492	7.44830108068119	0.723210205333731	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_1260	4.42231880209325	4.60496917347212	-0.18265037137887	nonDEG	OG0000878	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter
PSPTO_1261	5.51112370779378	5.20399314041326	0.307130567380519	nonDEG	OG0002696		
PSPTO_1262	3.41025622824148	3.72616771820365	-0.31591148996217	nonDEG	OG0001308	K07461	putative endonuclease
PSPTO_1263	6.57726704882619	6.24239730514512	0.33486974368107	nonDEG	OG0003011	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_1264	3.44762269335347	3.42807989928004	0.0195427940734301	nonDEG	OG0001431	K06191	nrdH; glutaredoxin-like protein NrdH
PSPTO_1265	5.74605885487941	6.21968130810505	-0.473622453225641	nonDEG	OG0002698	K06899	ndpA; nucleoid-associated protein
PSPTO_1266	8.91643740387053	10.260900408837	-1.34446300496647	down	OG0000074	K03530	hupB; DNA-binding protein HU-beta
PSPTO_1267	4.42755478333175	5.12813087872282	-0.70057609539107	nonDEG	OG0002207	K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]
PSPTO_1268	8.4186008065876	8.51614363507694	-0.09754282848934	nonDEG	OG0000663	K01873	VARS; valyl-tRNA synthetase [EC:6.1.1.9]
PSPTO_1269	6.10423474857897	5.8286026151656	0.27563213341337	nonDEG	OG0003429		
PSPTO_1270	5.12485271444748	5.59854578381418	-0.473693069366701	nonDEG	OG0002014	K02339	holC; DNA polymerase III subunit chi [EC:2.7.7.7]
PSPTO_1271	8.55457219184389	8.8525708268276	-0.29799863498371	nonDEG	OG0000605	K01255	CARP; leucyl aminopeptidase [EC:3.4.11.1]
PSPTO_1272	7.51477172656315	8.66001458477688	-1.14524285821373	down	OG0001682	K07091	lptF; lipopolysaccharide export system permease protein
PSPTO_1273	6.26335031648978	6.57281464199201	-0.30946432550223	nonDEG	OG0000909	K11720	lptG; lipopolysaccharide export system permease protein
PSPTO_1274	13.3223828690167	12.4083939102751	0.9139889587416	nonDEG	OG0000042	K03704	cspA; cold shock protein (beta-ribbon, CspA family)
PSPTO_1275	4.96816573253557	8.89852744034391	-3.93036170780834	down	OG0000462	K00605	gcvT; aminomethyltransferase [EC:2.1.2.10]
PSPTO_1276	6.79487038543947	10.2988565603095	-3.50398617487003	down	OG0000515	K00281	GLDC; glycine dehydrogenase [EC:1.4.4.2]
PSPTO_1277	3.3994769992848	7.65879987968578	-4.25932288040098	down	OG0000340	K02437	gcvH; glycine cleavage system H protein
PSPTO_1278	7.69857839805291	7.24514391300203	0.45343448505088	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1280	6.77080262306644	6.87136008276092	-0.10055745969448	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_1281	8.49092256347905	8.62069114434543	-0.129768580866381	nonDEG	OG0003515		
PSPTO_1282	5.55570691666792	5.2476158983877	0.30809101828022	nonDEG	OG0002256	K09790	uncharacterized protein
PSPTO_1283	2.34925240873184	2.23864541254748	0.11060699618436	nonDEG	OG0001454	K07215	pigA; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
PSPTO_1284	5.88352296495652	5.11561135620518	0.76791160875134	nonDEG	OG0002040	K16087	TC.FEV.OM3; hemoglobin/transferrin/lactoferrin receptor protein
PSPTO_1285	6.09294506164338	5.90870257982321	0.18424248182017	nonDEG	OG0000043	K07165	fecR; transmembrane sensor
PSPTO_1286	6.30768545260543	6.72962331256555	-0.42193785996012	nonDEG	OG0000039	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_1287	11.5109479059899	10.7240560589064	0.786891847083499	nonDEG	OG0000292	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
PSPTO_1288	9.24661811210927	8.92288159474268	0.323736517366589	nonDEG	OG0002057	K01690	edd; phosphogluconate dehydratase [EC:4.2.1.12]
PSPTO_1289	8.4291117826154	8.71114689566017	-0.282035113044769	nonDEG	OG0001453	K00845	glk; glucokinase [EC:2.7.1.2]
PSPTO_1290	7.87771817012927	7.30511802687886	0.572600143250409	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_1291	6.85676444815826	6.83133670503048	0.0254277431277803	nonDEG	OG0003519		
PSPTO_1292	8.90181331869335	6.68749610470484	2.21431721398851	up	OG0002489	K17315	gtsA; glucose/mannose transport system substrate-binding protein
PSPTO_1293	7.3788911937944	6.52488310427606	0.854008089518341	nonDEG	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
PSPTO_1294	7.15373990963498	5.31113563369528	1.8426042759397	up	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
PSPTO_1295	9.41171681596889	8.43234867073457	0.979368145234321	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_1296	8.92566496047867	7.33807831730632	1.58758664317235	up	OG0001016	K07267	oprB; porin
PSPTO_1298	3.82190718621928	3.40537283399297	0.41653435222631	nonDEG	OG0001662	K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
PSPTO_1299	7.98625172900574	8.01532079539919	-0.0290690663934488	nonDEG	OG0000232	K19337	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator
PSPTO_1300	10.5859506792929	9.67424716623267	0.91170351306023	nonDEG	OG0000236	K00036	G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
PSPTO_1301	8.46064191627762	7.61855739485595	0.84208452142167	nonDEG	OG0001447	K01057	PGLS; 6-phosphogluconolactonase [EC:3.1.1.31]
PSPTO_1302	7.23839031886759	6.92878505567508	0.30960526319251	nonDEG	OG0000293	K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
PSPTO_1303	4.76634329877855	3.79202720451208	0.97431609426647	nonDEG	OG0001581	K09954	uncharacterized protein
PSPTO_1304	8.18649835399914	5.88384275720389	2.30265559679525	up	OG0001708		
PSPTO_1305	6.68286789854107	6.70165183100631	-0.0187839324652401	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1306	6.52440607069527	6.50054060332749	0.0238654673677798	nonDEG	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
PSPTO_1307	4.63755411743291	4.17916620506226	0.45838791237065	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_1308	7.17967214461491	7.26670456996347	-0.0870324253485597	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
PSPTO_1309	5.96832865774515	5.92240551315187	0.0459231445932806	nonDEG	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
PSPTO_1310	4.50527581679375	4.11144245446126	0.39383336233249	nonDEG	OG0000179	K07481	transposase
PSPTO_1311	5.90064508802345	5.51345195213138	0.38719313589207	nonDEG			
PSPTO_1313	3.2105694562711	3.84229908960466	-0.63172963333356	nonDEG	OG0000570	K15540	ecpD; chaperone protein EcpD
PSPTO_1317	2.19564813405845	1.96290391002123	0.23274422403722	nonDEG	OG0000570	K15540	ecpD; chaperone protein EcpD
PSPTO_1318	2.33156296486189	2.67302613955892	-0.34146317469703	nonDEG	OG0004540		
PSPTO_1319	4.0887409206371	4.59138063744809	-0.50263971681099	nonDEG	OG0004889		
PSPTO_1320	6.67837350656717	6.69010426541561	-0.0117307588484401	nonDEG	OG0003418		
PSPTO_1322	3.46088615414297	3.24003057369814	0.22085558044483	nonDEG	OG0003830		
PSPTO_1323	7.87268804252623	7.63055863159893	0.2421294109273	nonDEG	OG0000445	K03415	cheV; two-component system, chemotaxis family, chemotaxis protein CheV
PSPTO_1324	7.34138981665325	6.74089205075796	0.60049776589529	nonDEG	OG0000840	K03611	dsbB; disulfide bond formation protein DsbB
PSPTO_1325	8.29356053944888	9.19020869606544	-0.89664815661656	nonDEG	OG0001338	K02297	cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
PSPTO_1326	8.15107266727465	8.9598251973179	-0.808752530043249	nonDEG	OG0000262	K02274	coxA; cytochrome c oxidase subunit I [EC:1.9.3.1]
PSPTO_1327	6.80558823453651	7.88203752901379	-1.07644929447728	down	OG0000280	K02299	cyoC; cytochrome o ubiquinol oxidase subunit III
PSPTO_1328	6.40429442658988	7.71608164180089	-1.31178721521101	down	OG0001230	K02300	cyoD; cytochrome o ubiquinol oxidase subunit IV
PSPTO_1329	7.6410447827069	8.92536148345505	-1.28431670074815	down	OG0000550	K02257	COX10; heme o synthase [EC:2.5.1.141]
PSPTO_1330	7.77944101434021	7.83308838474295	-0.0536473704027403	nonDEG	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
PSPTO_1331	7.58230241963329	7.95030488456255	-0.36800246492926	nonDEG	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
PSPTO_1332	9.03899302618355	9.25658602525901	-0.21759299907546	nonDEG	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
PSPTO_1333	6.27706556702082	5.76241026339141	0.51465530362941	nonDEG	OG0006477		
PSPTO_1334	8.94761139296067	7.66360586643615	1.28400552652452	up	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1335	5.75677843481714	5.79980392478266	-0.0430254899655198	nonDEG	OG0002677	K01713	pheC; cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]
PSPTO_1336	2.85988446241017	2.91500773901409	-0.0551232766039202	nonDEG	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
PSPTO_1337	4.01944771492174	5.06193901500077	-1.04249130007903	down	OG0001462	K13955	yogA; zinc-binding alcohol dehydrogenase/oxidoreductase
PSPTO_1338	4.46302113589079	4.69094680978921	-0.227925673898421	nonDEG	OG0001736	K04565	SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
PSPTO_1339	3.78097542451851	3.09400973740156	0.68696568711695	nonDEG	OG0005830		
PSPTO_1340	9.76869996048812	9.37517787664561	0.393522083842511	nonDEG	OG0000279	K01673	cynT; carbonic anhydrase [EC:4.2.1.1]
PSPTO_1341	6.25681164931985	6.49498843940264	-0.23817679008279	nonDEG	OG0006470		
PSPTO_1342	5.3211942085027	5.86119752550443	-0.54000331700173	nonDEG	OG0004595		
PSPTO_1343	6.98993282626298	7.86899176354361	-0.87905893728063	nonDEG	OG0003396	K01439	dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]
PSPTO_1344	2.29696266730806	3.32343595120693	-1.02647328389887	nonDEG	OG0004166		
PSPTO_1345	3.96966892342571	4.99648011577292	-1.02681119234721	down	OG0001612	K01053	E3.1.1.17; gluconolactonase [EC:3.1.1.17]
PSPTO_1346	7.21599098659442	7.52118785763182	-0.3051968710374	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1347	7.15921791386893	5.99844297631301	1.16077493755592	up	OG0000349	K03299	TC.GNTP; gluconate:H+ symporter, GntP family
PSPTO_1348	7.18948780574653	6.61753649290318	0.57195131284335	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1349	8.55340619766271	8.13586222719155	0.41754397047116	nonDEG	OG0002794		
PSPTO_1350	6.43454399982428	6.27975368340862	0.15479031641566	nonDEG			
PSPTO_1351	5.75340436270564	5.6339492996769	0.119455063028741	nonDEG			
PSPTO_1352	5.89395463283989	6.67690329277646	-0.78294865993657	nonDEG	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
PSPTO_1353	2.54293221521772	1.4376141010593	1.10531811415842	nonDEG	OG0004624		
PSPTO_1355	1.66073174395219	2.09854313273018	-0.43781138877799	nonDEG	OG0007181	K02056	ABC.SS.A; simple sugar transport system ATP-binding protein [EC:3.6.3.17]
PSPTO_1356	2.4497129582962	2.0561363423731	0.3935766159231	nonDEG	OG0000620	K09020	rutB; ureidoacrylate peracid hydrolase [EC:3.5.1.110]
PSPTO_1357	3.04166007013819	2.65545442072485	0.38620564941334	nonDEG	OG0007180	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]
PSPTO_1359	2.16118871042827	2.14430570339064	0.01688300703763	nonDEG	OG0007183	K02057	ABC.SS.P; simple sugar transport system permease protein
PSPTO_1360	1.2006331166762	-0.0247673867221708	1.22540050339837	nonDEG	OG0002078	K02058	ABC.SS.S; simple sugar transport system substrate-binding protein
PSPTO_1361	2.64621653536042	3.05083659441753	-0.40462005905711	nonDEG	OG0003095	K01457	atzF; allophanate hydrolase [EC:3.5.1.54]
PSPTO_1362	2.78936379772638	3.34473583226304	-0.55537203453666	nonDEG	OG0002267		
PSPTO_1363	6.90305634952809	7.28866516640643	-0.38560881687834	nonDEG	OG0000438	K08368	yaaU; MFS transporter, putative metabolite transport protein
PSPTO_1364	6.67635825956777	6.22739984001769	0.44895841955008	nonDEG	OG0002570		
PSPTO_1365	5.88274692609087	5.42346725038154	0.45927967570933	nonDEG	OG0001363	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_1366	4.86760860858379	5.65354720819489	-0.7859385996111	nonDEG	OG0003252		
PSPTO_1367	6.11218222584114	5.64955855117718	0.46262367466396	nonDEG	OG0004240		
PSPTO_1368	5.76417134876213	4.92291482926028	0.841256519501851	nonDEG	OG0005791		
PSPTO_1369	9.96789916531059	4.84727599228476	5.12062317302583	up			
PSPTO_1370	6.5577726657346	1.24543098510617	5.31234168062843	up			
PSPTO_1371	2.64835567156107	3.30216698018951	-0.65381130862844	nonDEG	OG0000637	K08994	yneE; ion channel-forming bestrophin family protein
PSPTO_1372	7.58835727042438	1.65033496752255	5.93802230290183	up			
PSPTO_1373	10.6207294886413	4.24520799322686	6.37552149541444	up			
PSPTO_1374	9.33449828515032	2.83364751429808	6.50085077085224	up			
PSPTO_1375	8.32831061653797	4.65184982005368	3.67646079648429	up			
PSPTO_1376	7.42067941727916	4.95325142564922	2.46742799162994	up			
PSPTO_1377	9.01410760499353	5.99519430164858	3.01891330334495	up			
PSPTO_1378	6.5039890412955	1.63720319103232	4.86678585026318	up	OG0000557	K08307	mltD; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
PSPTO_1379	6.10017188441	4.29187778469094	1.80829409971906	up	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_1380	5.53943398137632	3.34409839383841	2.19533558753791	up	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_1381	13.1330083906351	5.29999195573617	7.83301643489893	up			
PSPTO_1382	9.22484121421311	1.03445996021596	8.19038125399715	up			
PSPTO_1383	6.23584154638824	-0.363975314891429	6.59981686127967	up			
PSPTO_1384	8.92746348269241	3.79077078478964	5.13669269790277	up	OG0005908	K03222	yscJ; type III secretion protein J
PSPTO_1385	8.14722535240981	1.44771708346812	6.69950826894169	up	OG0005907		
PSPTO_1386	8.43077082825958	1.24040845544205	7.19036237281753	up	OG0005906	K03223	yscL; type III secretion protein L
PSPTO_1387	8.6548732335742	1.19708096523749	7.45779226833671	up			
PSPTO_1388	8.99598017278879	1.02531073615261	7.97066943663618	up			
PSPTO_1389	9.56251439818789	3.54198507832741	6.02052931986048	up	OG0005905	K03219	yscC; type III secretion protein C
PSPTO_1390	5.58665217114017	-0.812103873494657	6.39875604463483	up	OG0005904		
PSPTO_1391	6.76602691750381	4.07671107690631	2.6893158405975	up	OG0005903		
PSPTO_1392	7.58790139501478	2.30689795873768	5.2810034362771	up	OG0005902	K03229	yscU; type III secretion protein U
PSPTO_1393	6.22097348966331	0.176072361882403	6.04490112778091	up	OG0005901	K03228	yscT; type III secretion protein T
PSPTO_1394	3.58544177875314	-1.80074400430025	5.38618578305339	up	OG0001256	K02420	fliQ; flagellar biosynthetic protein FliQ
