	flg_Col	flg_Kb	flg_FC	flg_DEG	OG	KO.id	KO.description
PSPTO_0806	9.14128972389111	9.04345524193923	0.0978344819518799	nonDEG	OG0000658	K01870	IARS; isoleucyl-tRNA synthetase [EC:6.1.1.5]
PSPTO_0807	5.79501197422205	5.59994639580846	0.19506557841359	nonDEG	OG0000534	K03101	lspA; signal peptidase II [EC:3.4.23.36]
PSPTO_0808	6.61295368064155	7.31749096492241	-0.704537284280859	nonDEG	OG0000554	K03775	slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]
PSPTO_0809	7.08434885299719	8.2919756307824	-1.20762677778521	down	OG0001051	K03527	ispH; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]
PSPTO_0810	1.70216677865144	2.66198967019445	-0.95982289154301	nonDEG	OG0003411	K08084	fimT; type IV fimbrial biogenesis protein FimT
PSPTO_0811	5.34621587025376	5.07493544587234	0.27128042438142	nonDEG	OG0000298	K02655	pilE; type IV pilus assembly protein PilE
PSPTO_0812	4.60058246014095	4.4499918839199	0.150590576221051	nonDEG	OG0002440	K02671	pilV; type IV pilus assembly protein PilV
PSPTO_0813	4.91652590889038	4.27214922666561	0.64437668222477	nonDEG	OG0002198	K02672	pilW; type IV pilus assembly protein PilW
PSPTO_0814	3.36589275456098	5.06385490118785	-1.69796214662687	down	OG0003097	K02673	pilX; type IV pilus assembly protein PilX
PSPTO_0815	8.01903239105056	8.63420216730432	-0.61516977625376	nonDEG	OG0003575	K02674	pilY1; type IV pilus assembly protein PilY1
PSPTO_0816	4.98791286920577	5.07671734496928	-0.08880447576351	nonDEG	OG0000298	K02655	pilE; type IV pilus assembly protein PilE
PSPTO_0817	6.93556659540022	5.81312477691062	1.1224418184896	up	OG0000136	K00285	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
PSPTO_0818	3.59954893857698	3.39713118721974	0.20241775135724	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
PSPTO_0819	5.72736154916569	4.54228247502413	1.18507907414156	up	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
PSPTO_0820	4.86170621979188	5.8854932964347	-1.02378707664282	nonDEG	OG0000459	K18303	mexK; multidrug efflux pump
PSPTO_0821	3.32326617155795	4.05346928210936	-0.73020311055141	nonDEG	OG0000177	K18302	mexJ; membrane fusion protein, multidrug efflux system
PSPTO_0822	3.46917486815614	3.86048150224796	-0.39130663409182	nonDEG	OG0001347		
PSPTO_0823	4.8127042757909	5.84752768754166	-1.03482341175076	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_0824	5.11145530271705	7.00629020159784	-1.89483489888079	down	OG0002789	K02668	pilS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
PSPTO_0825	2.74416561837019	5.10474028569798	-2.36057466732779	down	OG0003412	K06950	uncharacterized protein
PSPTO_0826	9.43600804835391	9.48482425299416	-0.04881620464025	nonDEG	OG0001427	K05807	bamD; outer membrane protein assembly factor BamD
PSPTO_0827	8.08632247169277	8.90288392485241	-0.816561453159641	nonDEG	OG0000600	K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
PSPTO_0828	5.10720363699199	5.4547650952273	-0.34756145823531	nonDEG	OG0001189	K05810	yfiH; polyphenol oxidase [EC:1.10.3.-]
PSPTO_0829	7.73541449769789	8.61473107165828	-0.879316573960391	nonDEG	OG0000118	K03695	clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
PSPTO_0831	6.14515625727242	5.94215335595236	0.20300290132006	nonDEG	OG0004966		
PSPTO_0833	2.35628921703887	4.46031855800319	-2.10402934096432	down	OG0000402		
PSPTO_0834	5.27450903975482	2.79480514839657	2.47970389135825	up	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
PSPTO_0835	5.52819955666262	2.27062590324388	3.25757365341874	up	OG0000617	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
PSPTO_0836	4.71446424778934	1.84234134008344	2.8721229077059	up	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
PSPTO_0837	2.31794629206481	-0.518016129770566	2.83596242183538	nonDEG	OG0002307	K09702	uncharacterized protein
PSPTO_0838	6.29499337558214	4.94829562041827	1.34669775516387	up	OG0002099	K02429	fucP; MFS transporter, FHS family, L-fucose permease
PSPTO_0840	6.20106776611023	7.71924636437787	-1.51817859826764	down			
PSPTO_0842	1.68760399450733	4.78321949881343	-3.0956155043061	down	OG0000174		
PSPTO_0847	2.65159228220322	2.95156732458184	-0.29997504237862	nonDEG	OG0007745		
PSPTO_0848	4.68439211598569	4.73492336627571	-0.0505312502900201	nonDEG	OG0004964		
PSPTO_0849	4.3856728558375	5.10459958076461	-0.71892672492711	nonDEG	OG0004963		
PSPTO_0850	2.66518511572361	1.88096785096034	0.78421726476327	nonDEG	OG0007744		
PSPTO_0851	5.75633249277112	7.5404370996677	-1.78410460689658	down	OG0007690	K08996	yagU; putative membrane protein
PSPTO_0852	6.83535622682556	4.60558623390553	2.22976999292003	up	OG0001579		
PSPTO_0853	3.49655091654526	5.43104564934221	-1.93449473279695	down	OG0000341	K06204	dksA; DnaK suppressor protein
PSPTO_0854	3.40060360585923	4.06546878386319	-0.66486517800396	nonDEG			
PSPTO_0855	6.34062643754086	7.20899726776869	-0.86837083022783	nonDEG	OG0000101	K03496	parA; chromosome partitioning protein
PSPTO_0856	6.86521259398955	7.33910356071223	-0.47389096672268	nonDEG	OG0004003	K07816	E2.7.6.5X; putative GTP pyrophosphokinase [EC:2.7.6.5]
PSPTO_0857	3.15158263088684	3.60508966758866	-0.45350703670182	nonDEG	OG0001875		
PSPTO_0858	1.76564940660212	4.04123922870929	-2.27558982210717	down			
PSPTO_0859	4.27255199866507	5.20067391744016	-0.928121918775091	nonDEG	OG0004962		
PSPTO_0860	2.7038217845686	1.72930657031439	0.97451521425421	nonDEG	OG0007743		
PSPTO_0861	1.89851201648314	1.0610853033467	0.83742671313644	nonDEG	OG0004961		
PSPTO_0862	1.07995584151381	1.11886978858202	-0.0389139470682101	nonDEG	OG0007742		
PSPTO_0863	1.04820618552806	1.07792533819821	-0.0297191526701499	nonDEG	OG0004960		
PSPTO_0867	2.96091332391295	2.57605814602613	0.38485517788682	nonDEG	OG0004958		
PSPTO_0869	3.0982940978571	2.68498816914891	0.41330592870819	nonDEG	OG0004957		
PSPTO_0871	4.21126264927214	5.32265896115931	-1.11139631188717	nonDEG	OG0000145	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
PSPTO_0873	7.01555651802577	4.48830261519203	2.52725390283374	up			
PSPTO_0874	6.44672559133782	4.42746427246993	2.01926131886789	up	OG0001484		
PSPTO_0875	5.41627166835454	2.98343509238734	2.4328365759672	up	OG0001484		
PSPTO_0876	7.82185751555208	6.99920642038435	0.82265109516773	nonDEG			
PSPTO_0877	6.57350890806112	5.72016187279645	0.85334703526467	nonDEG			
PSPTO_0878	2.95340673826687	5.69616965022473	-2.74276291195786	down			
PSPTO_0879	4.93982797673198	5.42000732157844	-0.48017934484646	nonDEG	OG0006524		
PSPTO_0880	3.24671909867139	3.59496755328193	-0.34824845461054	nonDEG	OG0004956		
PSPTO_0881	4.26018794552156	3.93675390970199	0.32343403581957	nonDEG	OG0004955		
PSPTO_0882	3.04331391332861	4.19820748804995	-1.15489357472134	nonDEG			
PSPTO_0883	6.73542987907916	6.44724871652522	0.28818116255394	nonDEG			
PSPTO_0884	6.06122778466944	5.44726720571367	0.61396057895577	nonDEG	OG0007706		
PSPTO_0885	4.08676797382069	3.2311975572551	0.85557041656559	nonDEG	OG0001241	K01193	INV; beta-fructofuranosidase [EC:3.2.1.26]
PSPTO_0886	6.81979952616785	3.22067718368708	3.59912234248077	up	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_0887	5.45864133820057	1.91411330575899	3.54452803244158	up	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
PSPTO_0888	4.50167863528532	1.84934693900713	2.65233169627819	up	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
PSPTO_0889	6.67444779975082	2.47427450146071	4.20017329829011	up	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
PSPTO_0890	6.81657545666298	5.29457020497995	1.52200525168303	up	OG0005788	K16077	scrY; sucrose porin
PSPTO_0891	6.37533246089144	7.60930320256958	-1.23397074167814	down			
PSPTO_0892	7.39327075566391	8.50705257265389	-1.11378181698998	down	OG0000096	K14645	serine protease [EC:3.4.21.-]
PSPTO_0893	5.94143754116159	5.73548964863674	0.20594789252485	nonDEG	OG0000626	K06076	fadL; long-chain fatty acid transport protein
PSPTO_0894	3.09319147247467	4.92381289905462	-1.83062142657995	down			
PSPTO_0895	1.64803376728165	3.70114770881976	-2.05311394153811	down			
PSPTO_0896	4.80026059978202	6.05114215668792	-1.2508815569059	down	OG0004041		
PSPTO_0897	3.92613809888521	3.75206603080336	0.17407206808185	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
PSPTO_0898	3.17813026492561	4.76933928039026	-1.59120901546465	down	OG0004041		
PSPTO_0899	3.30522587220451	3.94136482614013	-0.63613895393562	nonDEG			
PSPTO_0901	1.36317277071873	0.631534119792292	0.731638650926438	nonDEG			
PSPTO_0902	1.0769014928272	1.91483560839863	-0.83793411557143	nonDEG	OG0000179	K07481	transposase
PSPTO_0903	3.76199181872177	4.01552528704312	-0.25353346832135	nonDEG	OG0000179	K07481	transposase
PSPTO_0905	1.77133878322227	3.45110669105245	-1.67976790783018	nonDEG			
PSPTO_0906	4.2483463752727	4.47385111478493	-0.22550473951223	nonDEG			
PSPTO_0907	6.4665287579157	6.93224932674966	-0.46572056883396	nonDEG			
PSPTO_0908	3.46309780883724	3.47985950588153	-0.0167616970442896	nonDEG	OG0000358	K03412	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
PSPTO_0909	2.13623239575445	2.65739977754933	-0.52116738179488	nonDEG	OG0002831	K03411	cheD; chemotaxis protein CheD [EC:3.5.1.44]
PSPTO_0910	2.83885555280668	3.34909325541596	-0.51023770260928	nonDEG	OG0000312	K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
PSPTO_0912	5.87506699614177	4.90030396605283	0.97476303008894	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_0913	3.35018133429247	4.62096928477384	-1.27078795048137	nonDEG	OG0000357	K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
PSPTO_0915	3.0675042440666	4.00266266105771	-0.93515841699111	nonDEG	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
PSPTO_0916	5.46726645832245	5.61815517737556	-0.150888719053111	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_0917	5.30962657577201	6.83404263345518	-1.52441605768317	down	OG0000401	K03885	ndh; NADH dehydrogenase [EC:1.6.99.3]
PSPTO_0918	3.56597774514215	2.84762836736478	0.71834937777737	nonDEG	OG0003826		
PSPTO_0919	4.70518934910654	5.17145102456263	-0.46626167545609	nonDEG	OG0003135		
PSPTO_0920	6.89445667473367	7.56781615738882	-0.67335948265515	nonDEG	OG0003413		
PSPTO_0922	5.36936244330496	6.85233602233929	-1.48297357903433	down	OG0002441	K09862	uncharacterized protein
PSPTO_0923	5.00761661434753	6.7957355714713	-1.78811895712377	down	OG0000896	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]
PSPTO_0924	1.32713266693299	3.81145719123098	-2.48432452429799	down	OG0000897	K02654	pilD; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
PSPTO_0925	5.07582731961068	4.93827741505364	0.13754990455704	nonDEG	OG0000256	K02455	gspF; general secretion pathway protein F
PSPTO_0926	8.76147596115766	7.93514624599582	0.826329715161839	nonDEG	OG0000075	K02454	gspE; general secretion pathway protein E
PSPTO_0927	11.3109831351969	10.4011123851959	0.909870750001	nonDEG	OG0000298	K02655	pilE; type IV pilus assembly protein PilE
PSPTO_0928	1.44214769624453	4.29952312036971	-2.85737542412518	down	OG0000035		
PSPTO_0929	7.96584161613302	8.12541457946507	-0.15957296333205	nonDEG	OG0001474	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_0930	4.45915863313258	6.13245543814996	-1.67329680501738	down	OG0007146		
PSPTO_0931	6.21080305600698	7.42401816373514	-1.21321510772816	down	OG0007147		
PSPTO_0932	5.58148968061212	7.17810363290489	-1.59661395229277	down	OG0006361		
PSPTO_0933	5.02297564717725	5.02360682956337	-0.000631182386119811	nonDEG	OG0002821	K01955	carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
PSPTO_0934	6.65496971359043	6.11131905773908	0.54365065585135	nonDEG	OG0006362		
PSPTO_0935	4.28436565762454	5.39405858200408	-1.10969292437954	nonDEG	OG0004492		
PSPTO_0936	1.41254906789666	3.29136765222811	-1.87881858433145	nonDEG	OG0003635		
PSPTO_0937	4.9067453035592	4.66175459122895	0.244990712330249	nonDEG	OG0004028		
PSPTO_0938	6.09972212560055	6.13365733590322	-0.03393521030267	nonDEG	OG0003985		
PSPTO_0939	6.33420041600582	6.49516165780172	-0.1609612417959	nonDEG	OG0002746		
PSPTO_0940	6.90877575545196	6.05355437360138	0.85522138185058	nonDEG	OG0000440	K05791	terZ; tellurium resistance protein TerZ
PSPTO_0941	7.28115601958875	7.41752460533167	-0.13636858574292	nonDEG	OG0005175	K05792	terA; tellurite resistance protein TerA
PSPTO_0942	4.78265922961868	5.68443925770185	-0.90178002808317	nonDEG	OG0004493	K05793	terB; tellurite resistance protein TerB
PSPTO_0943	7.79677041836482	7.51505940585863	0.281711012506189	nonDEG	OG0000991	K05794	terC; tellurite resistance protein TerC
PSPTO_0944	7.73450284023916	8.33770176950833	-0.60319892926917	nonDEG	OG0000440	K05791	terZ; tellurium resistance protein TerZ
PSPTO_0945	9.23978484686518	9.97426401568045	-0.73447916881527	nonDEG	OG0000440	K05791	terZ; tellurium resistance protein TerZ
PSPTO_0946	6.20914577723264	6.52395842264618	-0.314812645413539	nonDEG	OG0004494		
PSPTO_0947	4.79413911770189	5.35416301184129	-0.5600238941394	nonDEG	OG0004016		
PSPTO_0948	6.64183841376064	6.65537788468426	-0.0135394709236198	nonDEG	OG0000898	K00767	nadC; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
PSPTO_0949	7.65478807646659	9.11597974883349	-1.4611916723669	down	OG0003002		
PSPTO_0950	6.82171399066847	6.71620621206871	0.10550777859976	nonDEG	OG0000270	K03806	ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
PSPTO_0951	5.56491590055155	5.30870238924929	0.25621351130226	nonDEG	OG0002199	K03807	ampE; AmpE protein
PSPTO_0952	2.08469582925795	2.65378281353826	-0.56908698428031	nonDEG	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
PSPTO_0953	6.4401390878295	4.07021824534907	2.36992084248043	up	OG0002442	K03435	fruR1; LacI family transcriptional regulator, fructose operon transcriptional repressor
PSPTO_0954	9.5291567408922	7.26163443778108	2.26752230311112	up	OG0000317	K08483	PTS-EI.PTSI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]
PSPTO_0955	5.67577955949655	3.94467268471525	1.7311068747813	up	OG0001305	K00882	fruK; 1-phosphofructokinase [EC:2.7.1.56]
PSPTO_0956	6.09884951972097	4.02906690432463	2.06978261539634	up	OG0001555	K02769	PTS-Fru-EIIB; PTS system, fructose-specific IIB component [EC:2.7.1.202]
PSPTO_0957	7.28514763344493	6.63153143020097	0.65361620324396	nonDEG	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
PSPTO_0958	5.01410205694327	7.27408550102878	-2.25998344408551	down	OG0002247		
PSPTO_0959	9.63286302352028	10.0723652899273	-0.43950226640702	nonDEG	OG0000938	K01810	GPI; glucose-6-phosphate isomerase [EC:5.3.1.9]
PSPTO_0960	5.53061859444446	6.27677592440227	-0.74615732995781	nonDEG	OG0001078	K01918	panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
PSPTO_0961	6.82745651779721	6.64498022040043	0.18247629739678	nonDEG	OG0001211	K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
PSPTO_0962	4.94074935390527	5.00941141279055	-0.0686620588852804	nonDEG	OG0000394	K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
PSPTO_0963	9.7224883100014	9.63232134690406	0.0901669630973405	nonDEG	OG0001702	K00970	pcnB; poly(A) polymerase [EC:2.7.7.19]
PSPTO_0964	6.87338127421388	7.25300087359793	-0.37961959938405	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_0965	6.22449576509758	8.09951030567951	-1.87501454058193	down	OG0003492		
PSPTO_0966	2.16580418683495	5.16730199794751	-3.00149781111256	down	OG0004907		
PSPTO_0967	5.52692681892496	6.26602819831594	-0.73910137939098	nonDEG	OG0001701	K01894	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]
PSPTO_0969	6.50643216531603	8.91675690828832	-2.41032474297229	down	OG0000341	K06204	dksA; DnaK suppressor protein
PSPTO_0970	7.28616443335823	8.23239942794033	-0.9462349945821	nonDEG	OG0000116	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]
PSPTO_0971	4.47887465198598	4.79269071409674	-0.31381606211076	nonDEG	OG0002736	K06206	sfsA; sugar fermentation stimulation protein A
PSPTO_0972	2.83875652980802	4.61381033231476	-1.77505380250674	down	OG0001577		
PSPTO_0973	1.41807038791583	2.08168080379943	-0.6636104158836	nonDEG	OG0002086	K01619	deoC; deoxyribose-phosphate aldolase [EC:4.1.2.4]
PSPTO_0975	9.01955703742101	8.83684621680277	0.182710820618238	nonDEG	OG0003868		
PSPTO_0976	9.03998987119449	8.59694923549436	0.443040635700129	nonDEG	OG0003490	K07028	uncharacterized protein
PSPTO_0977	5.46538590846566	7.59838499472992	-2.13299908626426	down	OG0000613	K05365	mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
PSPTO_0978	7.46333445923652	7.08693827446882	0.3763961847677	nonDEG	OG0002037		
PSPTO_0979	4.58249930438215	3.74343269092234	0.83906661345981	nonDEG	OG0002735		
PSPTO_0980	5.57229757593506	5.4698563921161	0.102441183818961	nonDEG	OG0003576		
PSPTO_0981	9.52990920687578	7.39448139921721	2.13542780765857	up	OG0000264	K01652	E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
PSPTO_0982	7.47591631894152	3.80855871160803	3.66735760733349	up	OG0001440	K01653	E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6]
PSPTO_0983	9.18587071799083	8.37731032988062	0.808560388110211	nonDEG	OG0001210	K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
PSPTO_0984	8.41037914484989	8.18716587320628	0.223213271643608	nonDEG	OG0000937	K17103	CHO1; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
PSPTO_0985	7.0652989669068	5.80601781946235	1.25928114744445	up	OG0002246	K07147	msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
PSPTO_0987	2.08237507914923	4.06490630042744	-1.98253122127821	down			
PSPTO_0988	7.11893742175887	7.28105158448718	-0.16211416272831	nonDEG	OG0003406		
PSPTO_0989	4.08819652598618	5.09583220413765	-1.00763567815147	nonDEG	OG0003407		
PSPTO_0990	5.54906712030535	6.37251322150902	-0.82344610120367	nonDEG	OG0003408		
PSPTO_0991	4.93365581508708	6.87177447940391	-1.93811866431683	down	OG0003409		
PSPTO_0992	3.75377182854455	3.76050834992405	-0.00673652137950009	nonDEG	OG0000330	K03789	rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
PSPTO_0993	8.74590655149359	6.38991710273981	2.35598944875378	up	OG0003410		
PSPTO_0994	6.02256665715521	6.14933555103632	-0.126768893881111	nonDEG	OG0000279	K01673	cynT; carbonic anhydrase [EC:4.2.1.1]
PSPTO_0995	4.00929024110133	2.74441849723238	1.26487174386895	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_0996	4.98094768299136	4.24726546364565	0.73368221934571	nonDEG	OG0002322	K06950	uncharacterized protein
PSPTO_0997	2.78245517777354	4.183640355509	-1.40118517773546	nonDEG	OG0000104	K16568	exoZ; exopolysaccharide production protein ExoZ
PSPTO_0998	1.6601036137436	7.685682161154	-6.0255785474104	down	OG0001339	K06193	phnA; protein PhnA
PSPTO_0999	4.28591669738598	6.54508776872686	-2.25917107134088	down	OG0002607	K08159	sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein
PSPTO_1000	8.04631704855433	9.08749066607914	-1.04117361752481	down	OG0003453	K01004	pcs; phosphatidylcholine synthase [EC:2.7.8.24]
PSPTO_1001	7.85929128326521	8.34804215871342	-0.48875087544821	nonDEG	OG0003543		
PSPTO_1003	3.18853050295956	1.04458913528891	2.14394136767065	nonDEG	OG0002145		
PSPTO_1004	3.77190690060355	4.96744259742929	-1.19553569682574	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1005	5.470983901637	4.25316273115361	1.21782117048339	nonDEG	OG0000595	K01711	gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
PSPTO_1007	5.7166085908354	4.46420955079106	1.25239904004434	up	OG0000595	K01711	gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
PSPTO_1008	6.31301840738212	4.20647843459521	2.10653997278691	up	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1009	7.36708368545063	3.85589557573784	3.51118810971279	up	OG0000335		
PSPTO_1010	4.69920469924621	4.29556721724745	0.40363748199876	nonDEG	OG0001678	K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]
PSPTO_1011	1.06088080943674	2.09231712956645	-1.03143632012971	nonDEG	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
PSPTO_1014	3.41351848532676	3.84271159176797	-0.42919310644121	nonDEG	OG0002375	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_1016	2.55020573335973	3.05938150255618	-0.50917576919645	nonDEG			
PSPTO_1019	5.52644683750871	6.4970218699936	-0.97057503248489	nonDEG	OG0000174		
PSPTO_1024	2.00965855300604	3.62720808929393	-1.61754953628789	nonDEG			
PSPTO_1025	5.32832983563377	5.86252628733396	-0.53419645170019	nonDEG	OG0002166	K08304	mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]
PSPTO_1026	4.9752383755611	4.1212888831001	0.853949492460999	nonDEG	OG0003034		
PSPTO_1027	4.79221251277275	5.12106920134937	-0.328856688576621	nonDEG	OG0002073	K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]
PSPTO_1028	5.94982567770265	4.31080540627878	1.63902027142387	up	OG0002827	K20541	bcsB; cellulose synthase operon protein B
PSPTO_1029	5.00198480884009	3.00033594333859	2.0016488655015	up	OG0002094	K20542	bcsZ; endoglucanase [EC:3.2.1.4]
PSPTO_1030	6.1924108484316	6.91606414482807	-0.72365329639647	nonDEG	OG0002554	K20543	bcsC; cellulose synthase operon protein C
PSPTO_1031	1.9999637900548	2.66764588352498	-0.66768209347018	nonDEG	OG0006391		
PSPTO_1032	2.52935995383838	3.59376924314889	-1.06440928931051	nonDEG	OG0006395		
PSPTO_1033	3.33913863126728	5.63190171338903	-2.29276308212175	down	OG0001561	K19294	algI; alginate O-acetyltransferase complex protein AlgI
PSPTO_1034	2.00130013070643	4.8419052146259	-2.84060508391947	down	OG0006390	K19295	algJ; alginate O-acetyltransferase complex protein AlgJ
PSPTO_1035	4.03460788025403	6.84211742358394	-2.80750954332991	down	OG0007717		
PSPTO_1037	4.52958585629245	7.09597575577591	-2.56638989948346	down	OG0002826		
PSPTO_1038	5.66689689007861	7.25269489108202	-1.58579800100341	down	OG0001415	K18842	chpS; antitoxin ChpS
PSPTO_1039	7.8203279472749	6.57492986523336	1.24539808204154	up	OG0006388		
PSPTO_1040	5.60483373443646	5.35838454864471	0.24644918579175	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_1041	7.13342270106109	7.04749134432912	0.0859313567319706	nonDEG	OG0000297	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
PSPTO_1042	5.99891074309135	5.12925150275228	0.86965924033907	nonDEG	OG0006902	K07167	chrR; putative transcriptional regulator
PSPTO_1043	7.1484301445416	6.96166238432682	0.186767760214781	nonDEG	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_1044	2.93601802105625	4.19681392229148	-1.26079590123523	nonDEG			
PSPTO_1045	4.17616789560155	4.18187616858096	-0.00570827297941001	nonDEG	OG0002526	K18828	mvpA; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
PSPTO_1046	6.08660215394637	7.71948934887153	-1.63288719492516	down	OG0003156	K18829	mvpT; antitoxin VapB
PSPTO_1047	3.21346590993065	3.29208903576805	-0.0786231258373999	nonDEG	OG0001634	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
PSPTO_1048	1.05386087747249	1.81592971135531	-0.76206883388282	nonDEG	OG0002927		
PSPTO_1049	1.60304933163401	4.52656219939582	-2.92351286776181	down	OG0001498	K21393	yiaN; TRAP-type transport system large permease protein
PSPTO_1051	6.47580723026842	3.89774469908135	2.57806253118707	up	OG0001499	K21395	yiaO; TRAP-type transport system periplasmic protein
PSPTO_1052	5.22969035632052	3.96375232698139	1.26593802933913	nonDEG	OG0000530	K14274	xylC; xylonolactonase [EC:3.1.1.-]
PSPTO_1053	5.73004747491794	3.71535574808481	2.01469172683313	up	OG0001500	K18981	udh; uronate dehydrogenase [EC:1.1.1.203]
PSPTO_1054	4.59471242329078	2.63657650154058	1.9581359217502	up	OG0000040		
PSPTO_1056	3.68001430202219	2.77756960718881	0.90244469483338	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_1057	4.9457457793956	4.91206127451946	0.0336845048761401	nonDEG	OG0004415	K07063	uncharacterized protein
PSPTO_1058	7.01329294244346	6.37167763892452	0.64161530351894	nonDEG	OG0006103		
PSPTO_1059	5.74237939075166	5.12983496699781	0.61254442375385	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1060	3.05552454209765	3.4612539958206	-0.40572945372295	nonDEG			
PSPTO_1061	5.30807685529465	6.07627620659496	-0.76819935130031	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_1062	8.0313955536014	8.14993541367553	-0.118539860074131	nonDEG			
PSPTO_1065	6.78209239271419	6.60996903971401	0.172123353000179	nonDEG	OG0005267		
PSPTO_1066	9.56208278581937	8.56126239233293	1.00082039348644	up	OG0003745	K03406	mcp; methyl-accepting chemotaxis protein
