Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K01239	2643542505 Ga0101996_1005161 purine nucleosidase/adenosylhomocysteine nucleosidase [Rhodococcus erythropolis 339MFSha3.1]	0.02042	552	25	481	13	46	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01243	2595525708 FF89DRAFT_03312 adenosylhomocysteine nucleosidase [Mycobacterium sp. UNC267MFSha1.1M11]	0.0165	433	8	410	6	15	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01246	2644634429 Ga0102231_102252 DNA-3-methyladenine glycosylase I [Mycobacterium sp. Root265]	0.09948	591	30	529	19	32	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01247	647506029 HMPREF0724_3206 DNA-3-methyladenine glycosylase II (EC 3.2.2.21) [Rhodococcus equi ATCC 33707]	0.12033	20	0	9	0	11	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01251	2645688488 Ga0102449_110501 adenosylhomocysteinase [Rhodococcus sp. Leaf233]	0.09944	592	30	530	19	32	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01252	2545977071 D892DRAFT_7109 bifunctional isochorismate lyase / aryl carrier protein [Nocardia sp. BMG51109]	0.21919	123	20	79	10	24	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01253	2520483895 G416DRAFT_02433 epoxide hydrolase [Rhodococcus sp. 29MFTsu3.1]	0.21186	29	6	21	4	2	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01255	2612187230 Ga0060260_125115 leucyl aminopeptidase [Rhodococcus fascians A22b]	0.09837	595	30	532	20	33	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01256	2595300329 FG18DRAFT_00763 aminopeptidase N [Rhodococcus sp. 164Chir2E]	0.09948	634	44	544	26	46	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01259	2563419044 BR31DRAFT_02973 hypothetical protein [Rhodococcus sp. UNC363MFTsu5.1]	0.0209	599	52	505	32	42	Y	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01265	2642656578 Ga0073242_2005 methionyl aminopeptidase [Mycobacterium sp. 88MF]	0.09948	1341	89	1148	56	104	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01266	2595525604 FF89DRAFT_03208 L-aminopeptidase DmpA. Serine peptidase. MEROPS family S58 [Mycobacterium sp. UNC267MFSha1.1M11]	0.1115	28	5	10	5	13	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01267	2612185470 Ga0060260_10642 aspartyl aminopeptidase [Rhodococcus fascians A22b]	0.21529	178	29	117	18	32	Y	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01269	2565388237 Draft03918 aminopeptidase [Nocardia jiangxiensis NBRC 101359]	0.15124	57	18	25	8	14	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01271	2521708419 H292DRAFT_00158 Xaa-Pro dipeptidase [Rhodococcus sp. 114MFTsu3.1]	0.13704	98	36	29	19	33	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01273	2644488051 Ga0102131_105490 membrane dipeptidase [Mycobacterium sp. Root135]	0.2307	105	19	79	9	7	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01274	2582207662 L840_4061 D-alanyl-D-alanine dipeptidase [Mycobacterium sp. MAC_011194_8550]	0.07153	17	0	17	0	0	N	N	Untested	Untested	N	N	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01284	2521697958 H290DRAFT_00913 peptidyl-dipeptidase Dcp [Nocardia sp. 348MFTsu5.1]	0.0995	10	1	8	1	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01286	2548694440 NONO_c21770 D-alanyl-D-alanine carboxypeptidase [Nocardia nova SH22a (NONO)]	0.22238	296	72	156	43	68	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01295	2598244682 Ga0053404_05007 glutamate carboxypeptidase [Rhodococcus erythropolis R138]	0.18001	30	8	16	4	6	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01304	2575602522 AM50_03262 pyroglutamyl-peptidase I Cysteine peptidase. MEROPS family C15 [Mycobacterium tuberculosis TKK_05SA_0012]	0.01485	398	0	396	0	2	N	N	Untested	Untested	N	Y	Y	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01322	2521598626 G361DRAFT_7547 prolyl oligopeptidase [Nocardia sp. BMG111209]	0.10018	603	31	538	18	34	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01338	2521712011 H292DRAFT_03755 ATP-dependent Lon protease [Rhodococcus sp. 114MFTsu3.1]	0.24681	163	37	94	21	32	Y	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01354	2639990865 Ga0073251_0671 oligopeptidase B [Mycobacterium sp. 365MFTsu]	0.10005	597	29	536	18	32	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01356	2644637475 Ga0102231_128177 repressor LexA [Mycobacterium sp. Root265]	0.09948	640	40	554	23	46	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01358	"2598245644 Ga0053404_05969 ATP-dependent Clp protease, protease subunit [Rhodococcus erythropolis R138]"	0.09948	1308	98	1105	58	105	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01389	2566994363 G418_15556 putative endopeptidase [Rhodococcus qingshengii BKS 20-40]	0.25202	55	9	23	7	23	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01392	2545975558 D892DRAFT_5596 thimet oligopeptidase [Nocardia sp. BMG51109]	0.10911	6	2	4	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01400	2643590868 Ga0102004_10011020 bacillolysin/thermolysin/neutral peptidase B [Mycobacterium sp. 501AMF]	0.02808	8	3	1	3	4	Y	Y	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N
KO:K01409	2645688696 Ga0102449_111183 N6-L-threonylcarbamoyladenine synthase [Rhodococcus sp. Leaf233]	0.09948	591	29	530	18	32	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01420	"2595525830 FF89DRAFT_03436 CRP/FNR family transcriptional regulator, anaerobic regulatory protein [Mycobacterium sp. UNC267MFSha1.1M11]"	0.11472	7	1	4	1	2	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01421	2520483718 G416DRAFT_02256 putative membrane protein [Rhodococcus sp. 29MFTsu3.1]	0.20288	236	49	147	31	40	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01424	2644516123 Ga0102136_108285 L-asparaginase [Nocardia sp. Root136]	0.07944	598	32	526	23	40	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01425	2598245935 Ga0053404_06260 L-glutaminase [Rhodococcus erythropolis R138]	0.23295	102	36	39	21	27	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01426	2598245658 Ga0053404_05983 amidase [Rhodococcus erythropolis R138]	0.09948	2859	160	2503	96	196	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01428	2521713164 H292DRAFT_04915 urease. Metallo peptidase. MEROPS family M38 [Rhodococcus sp. 114MFTsu3.1]	0.02702	585	36	507	22	42	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01429	2595526699 FF89DRAFT_04305 urease subunit beta [Mycobacterium sp. UNC267MFSha1.1M11]	0.02262	544	28	484	18	32	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01430	2563419174 BR31DRAFT_03103 urease subunit gamma [Rhodococcus sp. UNC363MFTsu5.1]	0.02291	545	28	485	18	32	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01432	2545973734 D892DRAFT_3772 arylformamidase [Nocardia sp. BMG51109]	0.17763	10	4	6	2	0	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01433	2521598703 G361DRAFT_7624 formyltetrahydrofolate deformylase (EC 3.5.1.10) [Nocardia sp. BMG111209]	0.07057	574	35	502	18	37	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01434	2565371804 Draft01578 penicillin amidase [Nocardia otitidiscaviarum NBRC 14405]	0.12287	12	0	9	0	3	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01436	2520484894 G416DRAFT_03434 amidohydrolase [Rhodococcus sp. 29MFTsu3.1]	0.09873	591	29	529	18	33	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01438	2520483410 G416DRAFT_01948 acetylornithine deacetylase [Rhodococcus sp. 29MFTsu3.1]	0.2133	45	17	16	10	12	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01439	2566993485 G418_11151 succinyl-diaminopimelate desuccinylase [Rhodococcus qingshengii BKS 20-40]	0.09948	614	36	542	22	36	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01442	2644490679 Ga0102131_109159 choloylglycine hydrolase [Mycobacterium sp. Root135]	0.17288	65	15	32	11	18	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01443	2645701923 Ga0102452_11342 N-acetylglucosamine-6-phosphate deacetylase [Rhodococcus sp. Leaf278]	0.0706	575	30	522	17	23	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01448	2545970124 D892DRAFT_0161 N-acetylmuramoyl-L-alanine amidase [Nocardia sp. BMG51109]	0.09948	729	62	610	40	57	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01451	2595303335 FG18DRAFT_03776 hippurate hydrolase [Rhodococcus sp. 164Chir2E]	0.1801	181	32	110	17	39	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01453	2595528008 FF89DRAFT_05618 hypothetical protein [Mycobacterium sp. UNC267MFSha1.1M11]	0.0165	453	7	427	6	19	N	N	Untested	N	N	Y	Y	Untested	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01455	2548694535 NONO_c22730 formamidase [Nocardia nova SH22a (NONO)]	0.18226	133	25	77	16	31	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01457	2645689289 Ga0102449_112475 allophanate hydrolase [Rhodococcus sp. Leaf233]	0.22258	162	29	101	16	32	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01461	2598243658 Ga0053404_03977 N-acyl-D-glutamate deacylase [Rhodococcus erythropolis R138]	0.16079	29	9	10	7	10	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01462	2563409915 BR07DRAFT_03069 peptide deformylase [Rhodococcus sp. UNC23MFCrub1.1]	0.09948	658	49	567	24	42	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01464	2521700933 H290DRAFT_03891 dihydropyrimidinase (EC 3.5.2.2) [Nocardia sp. 348MFTsu5.1]	0.21731	85	22	60	11	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01465	2644516636 Ga0102136_11042 dihydroorotase/allantoinase [Nocardia sp. Root136]	0.09983	596	34	529	21	33	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01466	2642660194 Ga0073242_5625 dihydroorotase [Mycobacterium sp. 88MF]	0.25215	84	31	29	20	24	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01467	2567130231 I545_2212 beta-lactamase class C [Mycobacterium kansasii 662]	0.1689	18	0	18	0	0	N	N	Untested	Untested	N	N	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01468	2643524962 Ga0101993_10126 imidazolonepropionase [Rhodococcus maanshanensis 259MFSha1.1]	0.19514	53	13	24	10	16	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01469	2645699857 Ga0102452_10386 5-oxoprolinase (ATP-hydrolysing)/N-methylhydantoinase A [Rhodococcus sp. Leaf278]	0.01538	416	12	397	6	7	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01470	2644639411 Ga0102231_131620 creatinine amidohydrolase [Mycobacterium sp. Root265]	0.23613	155	37	90	24	28	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01473	2643545531 Ga0101996_10187 N-methylhydantoinase A [Rhodococcus erythropolis 339MFSha3.1]	0.20623	120	33	34	14	53	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01474	2645689869 Ga0102449_114151 5-oxoprolinase (ATP-hydrolysing)/N-methylhydantoinase B [Rhodococcus sp. Leaf233]	0.1846	104	32	24	13	48	Y	Y	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01476	2644485353 Ga0102131_10158 arginase [Mycobacterium sp. Root135]	0.24644	18	3	8	3	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01477	2520481731 G416DRAFT_00268 allantoicase [Rhodococcus sp. 29MFTsu3.1]	0.21912	154	34	92	20	28	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01478	2521599059 G361DRAFT_7980 arginine deiminase [Nocardia sp. BMG111209]	0.09312	604	27	537	17	40	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01479	2563420377 BR31DRAFT_04310 formiminoglutamase [Rhodococcus sp. UNC363MFTsu5.1]	0.0961	33	9	12	6	12	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01480	2644490098 Ga0102131_107687 agmatinase [Mycobacterium sp. Root135]	0.22699	163	40	63	31	60	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01485	2644489260 Ga0102131_106578 cytosine deaminase [Mycobacterium sp. Root135]	0.24091	129	32	55	21	42	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01487	2595300120 FG18DRAFT_00554 guanine deaminase [Rhodococcus sp. 164Chir2E]	0.20515	100	16	70	9	14	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01488	2643541660 Ga0101996_1003574 adenosine deaminase [Rhodococcus erythropolis 339MFSha3.1]	0.09948	641	45	550	27	46	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01489	2645688759 Ga0102449_111247 cytidine deaminase [Rhodococcus sp. Leaf233]	0.09738	594	31	528	20	35	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01491	2643544650 Ga0101996_1011101 methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [Rhodococcus erythropolis 339MFSha3.1]	0.09948	624	44	538	24	42	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01494	2642655366 Ga0073242_0791 dCTP deaminase [Mycobacterium sp. 88MF]	0.09892	588	28	528	18	32	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01495	2521709609 H292DRAFT_01350 GTP cyclohydrolase I (EC 3.5.4.16) [Rhodococcus sp. 114MFTsu3.1]	0.09896	621	31	547	18	43	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01496	2579847436 BR68DRAFT_04603 phosphoribosyl-AMP cyclohydrolase [Mycobacterium sp. UNC280MFTsu5.1]	0.09921	585	29	524	18	32	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01497	2565390221 Draft05904 GTP cyclohydrolase II [Nocardia jiangxiensis NBRC 101359]	0.2003	18	3	8	0	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01501	2595523797 FF89DRAFT_01398 nitrilase [Mycobacterium sp. UNC267MFSha1.1M11]	0.17188	84	27	28	11	29	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01502	2645694340 Ga0102450_14570 aliphatic nitrilase [Rhodococcus sp. Leaf247]	0.25818	38	6	27	3	5	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01505	2644634748 Ga0102231_103150 1-aminocyclopropane-1-carboxylate deaminase [Mycobacterium sp. Root265]	0.01026	50	3	46	2	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01507	2521597826 G361DRAFT_6746 inorganic pyrophosphatase [Nocardia sp. BMG111209]	0.09948	609	33	541	20	35	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01512	2595300872 FG18DRAFT_01308 acylphosphatase [Rhodococcus sp. 164Chir2E]	0.02474	543	29	482	18	32	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01515	2595526939 FF89DRAFT_04547 ADP-ribose pyrophosphatase [Mycobacterium sp. UNC267MFSha1.1M11]	0.09948	606	29	545	18	32	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01520	2642656758 Ga0073242_2185 dUTP pyrophosphatase [Mycobacterium sp. 88MF]	0.09948	588	30	526	18	32	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01521	2644490286 Ga0102131_108132 CDP-diacylglycerol pyrophosphatase [Mycobacterium sp. Root135]	0.01485	405	6	396	6	3	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01523	2521708304 H292DRAFT_00042 phosphoribosyl-ATP pyrophosphatase [Rhodococcus sp. 114MFTsu3.1]	0.09983	588	29	527	18	32	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01524	"2643520525 Ga0101993_1001263 exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [Rhodococcus maanshanensis 259MFSha1.1]"	0.09948	1191	58	1066	36	67	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01531	2521592630 G361DRAFT_1548 Mg2+-importing ATPase [Nocardia sp. BMG111209]	0.2288	54	13	30	10	11	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01533	2545976197 D892DRAFT_6235 Cu2+-exporting ATPase [Nocardia sp. BMG51109]	0.22238	155	15	89	9	51	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01534	2555484732 N414DRAFT_01136 Cd2+/Zn2+-exporting ATPase [Mycobacterium sp. UM_RHS]	0.21447	24	0	20	0	4	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01535	2595300246 FG18DRAFT_00680 H+-transporting ATPase [Rhodococcus sp. 164Chir2E]	0.25184	63	4	32	2	27	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01537	2563420155 BR31DRAFT_04088 Ca2+-transporting ATPase [Rhodococcus sp. UNC363MFTsu5.1]	0.21621	68	9	36	6	23	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01546	2565389133 Draft04816 K+-transporting ATPase ATPase A chain [Nocardia jiangxiensis NBRC 101359]	0.09559	587	34	524	23	29	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01547	2548697891 NONO_c56320 K+-transporting ATPase ATPase B chain [Nocardia nova SH22a (NONO)]	0.09615	574	29	517	18	28	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01548	2545977753 D892DRAFT_7791 K+-transporting ATPase ATPase C chain [Nocardia sp. BMG51109]	0.09559	577	29	520	18	28	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01551	2595300572 FG18DRAFT_01008 arsenite efflux ATP-binding protein ArsA [Rhodococcus sp. 164Chir2E]	0.09948	674	43	567	27	64	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01555	2644514308 Ga0102136_1012767 fumarylacetoacetase [Nocardia sp. Root136]	0.20521	79	18	45	10	16	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01556	2566993960 G418_13539 Kynureninase [Rhodococcus qingshengii BKS 20-40]	0.12964	35	12	13	5	10	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01560	2548699455 NONO_c71970 2-haloacid dehalogenase [Nocardia nova SH22a (NONO)]	0.18051	227	36	151	20	40	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01561	2645696989 Ga0102451_114202 haloacetate dehalogenase [Rhodococcus sp. Leaf258]	0.22662	14	5	8	3	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01563	2639089837 Ga0073248_104154 haloalkane dehalogenase [Mycobacterium sp. 283MFTsu]	0.02016	1792	32	1730	23	30	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01569	2521596284 G361DRAFT_5203 oxalate decarboxylase [Nocardia sp. BMG111209]	0.17154	137	25	93	19	19	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01571	2612190130 Ga0060260_166131 acetyl-CoA carboxylase biotin carboxyl carrier protein [Rhodococcus fascians A22b]	0.1665	11	2	1	0	8	Y	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N
KO:K01574	2639992125 Ga0073251_1932 acetoacetate decarboxylase [Mycobacterium sp. 365MFTsu]	0.0963	61	4	48	3	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01575	2595528473 FF89DRAFT_06083 acetolactate decarboxylase [Mycobacterium sp. UNC267MFSha1.1M11]	0.08533	22	5	17	5	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01576	2545974247 D892DRAFT_4285 benzoylformate decarboxylase [Nocardia sp. BMG51109]	0.2526	49	9	22	5	18	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01577	2644489878 Ga0102131_107466 oxalyl-CoA decarboxylase [Mycobacterium sp. Root135]	0.0165	440	2	435	2	3	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01579	2645687413 Ga0102449_109409 aspartate 1-decarboxylase [Rhodococcus sp. Leaf233]	0.0984	613	34	543	21	36	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01580	2645693102 Ga0102450_121059 glutamate decarboxylase [Rhodococcus sp. Leaf247]	0.0984	596	31	531	18	34	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01581	2521699438 H290DRAFT_02394 ornithine decarboxylase [Nocardia sp. 348MFTsu5.1]	0.22694	45	10	28	6	7	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01582	2521591587 G361DRAFT_0505 lysine decarboxylase [Nocardia sp. BMG111209]	0.26505	46	3	38	1	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01584	2595527292 FF89DRAFT_04900 arginine decarboxylase [Mycobacterium sp. UNC267MFSha1.1M11]	0.01705	454	2	450	1	2	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01586	2644634571 Ga0102231_102394 diaminopimelate decarboxylase [Mycobacterium sp. Root265]	0.09948	858	75	727	45	56	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01588	2644489639 Ga0102131_107225 5-(carboxyamino)imidazole ribonucleotide mutase [Mycobacterium sp. Root135]	0.09892	588	29	528	18	31	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K01589	2639088696 Ga0073248_10280 5-(carboxyamino)imidazole ribonucleotide synthase [Mycobacterium sp. 283MFTsu]	0.09892	589	29	529	18	31	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	N	N	N	N	N	N	N
