Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K02048	2645042232 Ga0102365_101287 sulfate transport system substrate-binding protein [Xanthomonas sp. Leaf131]	0.18073	105	93	5	17	7	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02049	2555121768 XCCCN15DRAFT_01669 NitT/TauT family transport system ATP-binding protein [Xanthomonas campestris pv. campestris CN15]	0.1331	99	89	6	8	4	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02050	2643895744 Ga0102180_12521 NitT/TauT family transport system permease protein [Rhodanobacter sp. Root627]	0.13249	94	85	6	6	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02051	2625599588 Ga0076604_113529 NitT/TauT family transport system substrate-binding protein [Xanthomonas campestris pv. campestris 8004 (re-annotation)]	0.02822	80	68	8	4	4	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02056	2563182692 XALC_0942 simple sugar transport system ATP-binding protein [Xanthomonas albilineans GPE PC73]	0.34843	11	9	2	8	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02057	2595447384 FG06DRAFT_1718 simple sugar transport system permease protein [Luteibacter sp. UNCMF366Tsu5.1]	0.34843	15	11	4	9	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02058	2595559722 FG31DRAFT_3544 simple sugar transport system substrate-binding protein [Luteibacter sp. UNC138MFCol5.1]	0.34843	11	9	2	8	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02065	2625780942 Ga0076609_121914 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein [Xylella fastidiosa Temecula1 (re-annotation)]	0.22021	276	214	43	49	19	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02066	2551082889 A1EMDRAFT_00010 phospholipid/cholesterol/gamma-HCH transport system permease protein [Xanthomonas axonopodis pv. manihotis IBSBF 289]	0.22021	276	214	43	49	19	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02067	2581993584 XAR_3737 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein [Xanthomonas axonopodis pv. glycines 8ra]	0.22021	276	214	43	49	19	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02071	638353774 XfasaDRAFT_1454 ABC transporter [Xylella fastidiosa Dixon]	0.18283	128	101	22	18	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02072	2617331900 Ga0066775_1990 D-methionine transport system permease protein [Stenotrophomonas sp. YR243]	0.18283	128	101	22	18	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02073	"642732724 Smal_3526 lipoprotein, YaeC family [Stenotrophomonas maltophilia R551-3]"	0.18283	140	101	34	18	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02075	"2525557848 G467DRAFT_02220 zinc/manganese transport system permease protein [Arenimonas oryziterrae DSM 21050, YC6267]"	0.64009	6	2	3	1	1	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02077	"2525557847 G467DRAFT_02219 zinc/manganese transport system substrate-binding protein [Arenimonas oryziterrae DSM 21050, YC6267]"	0.64009	6	2	3	1	1	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02078	2595446640 FG06DRAFT_0974 acyl carrier protein [Luteibacter sp. UNCMF366Tsu5.1]	0.22021	357	261	68	82	28	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02081	"2644693520 Ga0102243_11316 DeoR family transcriptional regulator, aga operon transcriptional repressor [Lysobacter sp. Root96]"	0.25119	49	29	13	18	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02082	2644935851 Ga0102301_105354 tagatose-6-phosphate ketose/aldose isomerase [Stenotrophomonas sp. Leaf70]	0.25119	47	28	13	18	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02083	2600652333 Ga0039977_03477 allantoate deiminase [Xanthomonas citri pv. mangiferaeindicae LMG 941]	0.01521	59	57	0	0	2	Y	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02106	2643896395 Ga0102180_1364 short-chain fatty acids transporter [Rhodanobacter sp. Root627]	0.26397	48	24	17	16	7	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02108	2643914602 Ga0102184_111504 F-type H+-transporting ATPase subunit a [Pseudoxanthomonas sp. Root65]	0.22021	148	110	27	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02109	2521443620 G370DRAFT_2407 F-type H+-transporting ATPase subunit b [Stenotrophomonas maltophilia ATCC 19867]	0.22021	148	110	27	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02110	2521443621 G370DRAFT_2408 F-type H+-transporting ATPase subunit c [Stenotrophomonas maltophilia ATCC 19867]	0.22021	148	110	27	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02111	2551400491 A1GSDRAFT_03264 F-type H+-transporting ATPase subunit alpha [Xanthomonas axonopodis pv. manihotis UG44]	0.22021	148	110	27	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02112	2586005506 D934_03280 ATP synthase F1 subcomplex beta subunit [Xylella fastidiosa sandyi Ann-1]	0.22021	148	110	27	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02113	2551060365 A1CYDRAFT_03902 ATP synthase F1 subcomplex delta subunit [Xanthomonas axonopodis pv. manihotis IBSBF 2670]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02114	2625599804 Ga0076604_113747 ATP synthase F1 subcomplex epsilon subunit [Xanthomonas campestris pv. campestris 8004 (re-annotation)]	0.22021	150	112	27	26	11	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02115	2625599806 Ga0076604_113749 ATP synthase F1 subcomplex gamma subunit [Xanthomonas campestris pv. campestris 8004 (re-annotation)]	0.22021	148	110	27	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02116	2538833479 UU7_07636 ATP synthase I chain [Rhodanobacter spathiphylli B39]	0.14779	12	9	2	7	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02160	2555779514 XFF4834R_chr05300 biotin carboxyl carrier protein [Xanthomonas fuscans fuscans 4834-R]	0.22021	148	111	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02167	"2640077773 Ga0073243_1175 TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes [Stenotrophomonas sp. 92MFCol6.1]"	0.02794	16	8	7	4	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02168	2555123118 XCCCN15DRAFT_03021 choline/glycine/proline betaine transport protein [Xanthomonas campestris pv. campestris CN15]	0.02886	105	79	22	5	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02169	2595447464 FG06DRAFT_1798 malonyl-CoA O-methyltransferase [Luteibacter sp. UNCMF366Tsu5.1]	0.2192	219	173	31	30	15	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02170	2551110167 A1EUDRAFT_01440 carboxylesterase BioH (pimeloyl-CoA synthesis) [Xanthomonas axonopodis pv. manihotis IBSBF 436]	0.21748	143	110	23	26	10	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02192	642627944 xccb100_0509 ferredoxin-like protein [Xanthomonas campestris pv. campestris B100]	0.28174	105	65	29	26	11	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02193	2599214534 Ga0035122_02678 heme exporter protein A [Xanthomonas axonopodis pv. glycines CFBP 7119]	0.22043	146	109	26	26	11	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02194	2551399890 A1GSDRAFT_02662 heme exporter protein B [Xanthomonas axonopodis pv. manihotis UG44]	0.22021	148	111	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02195	2554277415 XMLX18DRAFT_02581 heme exporter protein C [Xanthomonas citri pv. malvacearum X18]	0.22021	209	170	27	26	12	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02196	2565397896 B375_03065 heme exporter protein D [Xylella fastidiosa 6c]	0.2136	192	158	22	26	12	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02197	2625776386 Ga0076607_112264 cytochrome c-type biogenesis protein CcmE [Xanthomonas oryzae pv. oryzae KACC10331 (re-annotation)]	0.22028	207	170	25	26	12	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02198	2625685795 Ga0076708_112194 cytochrome c-type biogenesis protein CcmF [Xanthomonas oryzae pv. oryzae MAFF 311018 (re-annotation)]	0.22021	210	172	26	26	12	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02199	"2643830719 Ga0102165_11249 cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE [Rhodanobacter sp. Root561]"	0.22021	210	172	26	27	12	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02200	2551315818 A1E1DRAFT_00910 cytochrome c-type biogenesis protein CcmH [Xanthomonas axonopodis pv. manihotis IBSBF 2672]	0.22021	356	282	52	51	22	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02221	2595447019 FG06DRAFT_1353 YggT family protein [Luteibacter sp. UNCMF366Tsu5.1]	0.16203	28	13	10	11	5	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02224	"2639837493 Ga0073249_2302 cobyrinic acid a,c-diamide synthase [Luteibacter sp. 329MFSha]"	0.35019	29	25	0	18	4	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02225	2595450481 FG09DRAFT_1135 L-threonine O-3-phosphate decarboxylase [Luteibacter sp. UNCMF331Sha3.1]	0.20337	70	67	0	18	3	Y	Y	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02226	2625772944 Ga0076603_133258 alpha-ribazole phosphatase [Xanthomonas axonopodis pv. citri 306 (re-annotation)]	0.14148	96	83	8	20	5	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02227	2599215403 Ga0035122_03548 adenosylcobinamide-phosphate synthase [Xanthomonas axonopodis pv. glycines CFBP 7119]	0.20272	83	79	0	18	4	Y	Y	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02231	2551096529 A1C5DRAFT_00817 adenosylcobinamide kinase /adenosylcobinamide-phosphate guanylyltransferase [Xanthomonas axonopodis pv. manihotis UA324]	0.15677	76	72	0	18	4	Y	Y	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02232	2555120619 XCCCN15DRAFT_00519 adenosylcobyric acid synthase (glutamine-hydrolysing) [Xanthomonas campestris pv. campestris CN15]	0.20272	107	102	0	19	5	Y	Y	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02233	2595449190 FG06DRAFT_3527 cobalamin-5'-phosphate synthase [Luteibacter sp. UNCMF366Tsu5.1]	0.12007	78	74	0	18	4	Y	Y	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02237	2645457411 Ga0102374_1081254 competence protein ComEA [Xanthomonas sp. Leaf148]	0.2196	141	108	23	26	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02238	2565784446 B398_09325 competence protein ComEC [Xylella fastidiosa 32]	0.21613	147	113	23	28	11	N	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02258	2644530377 Ga0102139_107310 cytochrome c oxidase assembly protein subunit 11 [Lysobacter sp. Root494]	0.14319	106	83	16	15	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02259	2644478068 Ga0102129_12675 cytochrome c oxidase assembly protein subunit 15 [Rhodanobacter sp. Root480]	0.21767	145	111	23	26	11	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02274	2599216117 Ga0035122_04264 cytochrome c oxidase subunit 1 [Xanthomonas axonopodis pv. glycines CFBP 7119]	0.21796	144	101	29	29	14	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02275	2617333353 Ga0066775_3443 cytochrome c oxidase subunit 2 [Stenotrophomonas sp. YR243]	0.21796	148	101	32	29	15	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02276	2598096636 Ga0035120_03832 cytochrome c oxidase subunit 3 [Xanthomonas alfalfae alfalfae CFBP 3836]	0.21796	135	100	23	28	12	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02278	2547613819 W7KDRAFT_02901 prepilin peptidase CpaA [Pseudomonas geniculata N1]	0.07652	21	10	8	3	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02279	2643829086 Ga0102165_101642 pilus assembly protein CpaB [Rhodanobacter sp. Root561]	0.09324	25	12	10	4	3	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02280	2584211083 BW38_00906 pilus assembly protein CpaC [Stenotrophomonas sp. RIT309]	0.09324	25	12	10	4	3	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02282	"2509819543 Fraau_0186 pilus assembly protein CpaE [Frateuria aurantia Kondo 67, DSM 6220]"	0.06836	20	10	8	3	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02283	2584211081 BW38_00904 pilus assembly protein CpaF [Stenotrophomonas sp. RIT309]	0.09324	25	12	10	4	3	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02291	2538832278 UU7_01677 phytoene synthase [Rhodanobacter spathiphylli B39]	0.13414	26	14	7	11	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02297	2625770976 Ga0076603_131289 cytochrome bo3 quinol oxidase subunit 2 [Xanthomonas axonopodis pv. citri 306 (re-annotation)]	0.17649	137	108	24	24	5	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02298	2599213265 Ga0035122_01409 cytochrome bo3 quinol oxidase subunit 1 apoprotein [Xanthomonas axonopodis pv. glycines CFBP 7119]	0.17649	139	109	24	24	6	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02299	2551395992 A1AODRAFT_03000 cytochrome bo3 quinol oxidase subunit 3 [Xanthomonas axonopodis pv. manihotis Xam1134]	0.17649	138	108	24	24	6	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02300	2551395993 A1AODRAFT_03001 cytochrome bo3 quinol oxidase subunit 4 [Xanthomonas axonopodis pv. manihotis Xam1134]	0.17649	138	108	24	24	6	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02301	2551340860 A1CQDRAFT_00602 protoheme IX farnesyltransferase [Xanthomonas axonopodis pv. manihotis IBSBF 2539]	0.21991	145	109	26	26	10	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02302	2535568098 XFEB_00585 uroporphyrinogen-III C-methyltransferase /precorrin-2 dehydrogenase [Xylella fastidiosa EB92.1]	0.18696	131	112	11	22	8	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02303	2555122489 XCCCN15DRAFT_02392 uroporphyrinogen-III C-methyltransferase [Xanthomonas campestris pv. campestris CN15]	0.02431	42	39	2	1	1	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02304	2625598283 Ga0076604_112222 precorrin-2 dehydrogenase [Xanthomonas campestris pv. campestris 8004 (re-annotation)]	0.02236	58	55	2	1	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02313	2616738657 Ga0066753_3216 chromosomal replication initiator protein [Lysobacter sp. CF310]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02314	2625771200 Ga0076603_131513 primary replicative DNA helicase [Xanthomonas axonopodis pv. citri 306 (re-annotation)]	0.22021	169	126	31	29	12	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02316	2510349535 XFFB7_00017100 DNA primase [Xylella fastidiosa Fb7]	0.21924	148	110	27	26	11	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02334	2625600102 Ga0076604_114046 DNA polymerase [Xanthomonas campestris pv. campestris 8004 (re-annotation)]	0.1753	160	136	16	16	8	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02335	2510348144 XFFB7_00003180 DNA polymerase I [Xylella fastidiosa Fb7]	0.22021	152	113	28	27	11	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02337	"2551080854 A1E9DRAFT_02241 DNA polymerase III, alpha subunit [Xanthomonas axonopodis pv. manihotis IBSBF 2816]"	0.22021	148	111	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02338	2595450826 FG09DRAFT_1480 DNA polymerase-3 subunit beta [Luteibacter sp. UNCMF331Sha3.1]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02339	"2595556218 FG31DRAFT_0028 DNA polymerase III, chi subunit [Luteibacter sp. UNC138MFCol5.1]"	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02340	"2551109278 A1EUDRAFT_00550 DNA polymerase III, delta subunit [Xanthomonas axonopodis pv. manihotis IBSBF 436]"	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02341	"2551041954 A1EKDRAFT_02486 DNA polymerase III, delta prime subunit [Xanthomonas axonopodis pv. manihotis IBSBF 285]"	0.2192	146	110	25	26	11	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02342	"638355026 XfasaDRAFT_0640 DNA polymerase III, epsilon subunit (EC 2.7.7.7) [Xylella fastidiosa Dixon]"	0.22021	165	118	35	29	12	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02343	2551394153 A1AODRAFT_01158 DNA polymerase-3 subunit gamma/tau [Xanthomonas axonopodis pv. manihotis Xam1134]	0.21899	148	111	27	25	10	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02346	2640051101 Ga0073250_4019 DNA polymerase-4 [Dyella sp. 333MFSha]	0.22105	148	109	26	36	13	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02348	2551041102 A1EKDRAFT_01634 ElaA protein [Xanthomonas axonopodis pv. manihotis IBSBF 285]	0.02423	69	68	0	9	1	Y	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02351	"2509820165 Fraau_0808 putative membrane protein [Frateuria aurantia Kondo 67, DSM 6220]"	0.13414	26	14	7	11	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02355	2643816177 Ga0102162_10753 elongation factor G [Lysobacter sp. Root559]	0.22021	248	170	55	72	23	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02356	2551098917 A1C5DRAFT_03212 translation elongation factor P (EF-P) [Xanthomonas axonopodis pv. manihotis UA324]	0.22021	294	220	52	52	22	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02357	2555781989 XFF4834R_chr30760 translation elongation factor Ts (EF-Ts) [Xanthomonas fuscans fuscans 4834-R]	0.22021	150	112	26	28	12	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02358	2600651151 Ga0039977_02294 translation elongation factor 1A (EF-1A/EF-Tu) [Xanthomonas citri pv. mangiferaeindicae LMG 941]	0.22082	348	238	72	87	38	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K02361	2587421562 EX88DRAFT_02570 isochorismate synthase [Lysobacter antibioticus 13-6]	0.06352	20	10	9	4	1	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02362	2558293629 N515DRAFT_0129 enterobactin synthetase component D [Dyella japonica UNC79MFTsu3.2]	0.22359	12	11	0	8	1	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K02363	"2643976756 Ga0102196_116219 2,3-dihydroxybenzoate-AMP ligase [Lysobacter sp. Root690]"	0.06352	20	10	9	4	1	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02364	2600579207 Ga0037364_03843 enterobactin synthetase component F [Xanthomonas hortorum pv. carotae M081]	0.12544	99	88	9	13	2	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02372	2551340579 A1CQDRAFT_00320 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [Xanthomonas axonopodis pv. manihotis IBSBF 2539]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K02377	2538834846 UU7_14410 GDP-L-fucose synthase [Rhodanobacter spathiphylli B39]	0.18869	7	3	2	2	2	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K02379	2551138006 A1G3DRAFT_03343 FdhD protein [Xanthomonas axonopodis pv. manihotis NCPPB 1159]	0.17523	111	89	15	23	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02380	642732461 Smal_3264 Tat proofreading chaperone FdhE [Stenotrophomonas maltophilia R551-3]	0.40747	20	8	9	5	3	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02386	2549903137 KWIDRAFT_03258 flagella basal body P-ring formation protein FlgA [Xanthomonas vasicola pv. vasculorum NCPPB 206]	0.15072	115	85	20	16	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02387	2551403176 A1CCDRAFT_01722 flagellar basal-body rod protein FlgB [Xanthomonas axonopodis pv. manihotis UA686]	0.15392	114	85	19	17	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02388	642639823 PXO_01012 flagellar basal-body rod protein FlgC [Xanthomonas oryzae pv. oryzae PXO99A]	0.16016	122	92	20	18	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02389	2643916413 Ga0102184_13323 flagellar basal-body rod modification protein FlgD [Pseudoxanthomonas sp. Root65]	0.16016	121	91	20	18	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02390	2645459324 Ga0102374_113173 flagellar hook protein FlgE [Xanthomonas sp. Leaf148]	0.16016	121	91	20	18	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02391	2551342009 A1CQDRAFT_01754 flagellar basal-body rod protein FlgF [Xanthomonas axonopodis pv. manihotis IBSBF 2539]	0.15134	118	88	20	15	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K02392	2596857396 IP90DRAFT_01936 flagellar basal-body rod protein FlgG [Luteimonas cucumeris CGMCC 1.10821]	0.16016	128	97	21	19	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
