Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K01060	2585971856 Q433_01915 cephalosporin-C deacetylase [Bacillus subtilis subtilis OH 131.1 (contamination screened)]	0.41318	227	71	80	31	76	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01066	2512733277 PM3016_3787 acetyl esterase [Paenibacillus mucilaginosus 3016]	0.42663	161	52	58	29	51	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01069	2644701588 Ga0102245_101188 hydroxyacylglutathione hydrolase [Bacillus sp. Root11]	0.0871	227	24	97	17	106	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01070	2644702777 Ga0102245_10415 S-formylglutathione hydrolase [Bacillus sp. Root11]	0.01676	26	5	14	5	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01071	2565641730 C162_12953 Surfactin synthase thioesterase subunit [Paenibacillus sp. FSL R7-269]	0.25492	6	0	3	0	3	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01073	2615985485 Ga0066722_102966 acyl-CoA hydrolase [Bacillus sp. OK634]	0.01729	70	8	15	7	47	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01077	2612265681 Ga0055124_106100 alkaline phosphatase [Bacillus subtilis E1]	0.28905	737	151	294	82	292	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01078	2644422657 Ga0102120_10924 acid phosphatase [Paenibacillus sp. Root444D2]	0.01789	8	3	0	3	5	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K01081	"2599829651 Ga0002164_04927 2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family [Bacillus endophyticus DSM 13796]"	0.2599	728	107	305	74	316	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01083	2581977019 P636DRAFT_02313 3-phytase [Bacillus subtilis PTS394]	0.08901	107	40	32	14	35	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01090	2639152042 Ga0073261_11249 protein phosphatase [Paenibacillus sp. CL141A]	0.28658	1009	174	403	119	432	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01091	2518130447 PPM_3808 phosphoglycolate phosphatase [Paenibacillus polymyxa M1]	0.30072	948	162	394	121	392	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01092	2553390923 D434DRAFT_00176 myo-inositol-1(or 4)-monophosphatase [Bacillus sp. WBUNB004]	0.29319	595	144	231	77	220	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01095	"2639424592 Ga0097769_112230 phosphatidylglycerophosphatase A [Bacillus licheniformis 12759 (re-annotation, Oct 2015)]"	0.08698	72	15	35	5	22	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01096	2529469183 M014DRAFT_04190 undecaprenyl-diphosphatase [Bacillus sp. UNC437CL72CviS29]	0.01736	34	4	15	4	15	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01101	2645712492 Ga0102455_107469 4-nitrophenyl phosphatase [Bacillus sp. Leaf406]	0.29215	456	96	185	54	175	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01104	2529468725 M014DRAFT_03722 protein-tyrosine phosphatase [Bacillus sp. UNC437CL72CviS29]	0.29319	1506	321	596	191	589	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01113	2587599936 HA63DRAFT_01274 alkaline phosphatase D [Bacillus amyloliquefaciens plantarum w2]	0.17065	137	35	55	12	47	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01114	2639865696 Ga0073266_11245 phospholipase C [Bacillus sp. CL96]	0.0187	337	54	116	47	167	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01117	2615981977 Ga0066720_10945 sphingomyelin phosphodiesterase [Bacillus sp. BC15]	0.01684	167	15	59	12	93	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N
KO:K01118	2616188876 Ga0066721_12716 FMN-dependent NADH-azoreductase [Bacillus sp. YR331]	0.29291	1353	298	507	190	548	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01119	"2639649751 Ga0073268_103165 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [Bacillus sp. 71MF]"	0.30439	799	121	333	87	345	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01126	2556934323 X809_09135 glycerophosphoryl diester phosphodiesterase [Paenibacillus polymyxa CR1 (Complete genome sequence)]	0.29319	1963	400	823	240	740	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01129	2639841470 Ga0073245_1011086 dGTPase [Paenibacillus sp. 181MFCol5.1]	0.25984	88	30	31	18	27	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01130	2518138191 C568DRAFT_01427 arylsulfatase [Bacillus sp. 95MFCvi2.1]	0.52167	18	6	5	5	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01133	2595317122 FG16DRAFT_02008 choline-sulfatase [Paenibacillus sp. UNCCL117]	0.22623	24	14	1	14	9	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01138	2639151843 Ga0073261_11156 uncharacterized sulfatase [Paenibacillus sp. CL141A]	0.472	97	11	49	9	37	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01142	2556936619 X809_20640 exodeoxyribonuclease-3 [Paenibacillus polymyxa CR1 (Complete genome sequence)]	0.29775	347	83	126	45	138	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01151	2639208112 Ga0073267_105169 deoxyribonuclease-4 [Bacillus sp. 491MF]	0.29319	563	133	226	76	204	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01153	"2514220161 MY9_4153 type I restriction enzyme, R subunit [Bacillus sp. JS]"	0.33707	235	50	113	24	72	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01154	"2639157145 Ga0073265_107287 type I restriction enzyme, S subunit [Paenibacillus sp. CL6Col]"	0.34096	209	45	91	24	73	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01155	2578337110 PSAB_12850 type II restriction enzyme [Paenibacillus sabinae T27]	0.57569	8	1	5	0	2	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01156	2540608940 C663_3934 type III restriction enzyme [Bacillus subtilis XF-1]	0.46927	27	1	16	0	10	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01159	2617057883 Ga0066762_4137 Holliday junction endonuclease RuvC [Paenibacillus sp. OV031]	0.30296	164	48	64	27	52	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01173	2617055064 Ga0066762_1318 hypothetical protein [Paenibacillus sp. OV031]	0.29057	21	6	8	5	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01174	2644726232 Ga0102248_133771 micrococcal nuclease [Bacillus sp. Root239]	0.29077	294	56	131	35	107	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01176	2639842168 Ga0073245_102352 alpha-amylase [Paenibacillus sp. 181MFCol5.1]	0.28767	429	89	172	49	168	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01179	2639131621 Ga0073252_1011152 endoglucanase [Paenibacillus sp. 453MF]	0.29849	507	113	192	48	202	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01181	"2617056399 Ga0066762_2653 endo-1,4-beta-xylanase [Paenibacillus sp. OV031]"	0.40649	335	99	121	39	115	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01182	"2639206659 Ga0073267_101127 oligo-1,6-glucosidase [Bacillus sp. 491MF]"	0.28417	476	99	195	53	182	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01183	2541793335 PAAL66ix_20094 chitinase [Paenibacillus alvei A6-6i-x]	0.26726	599	91	272	62	236	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01186	2563405323 BP97DRAFT_05317 BNR repeat-like domain-containing protein [Paenibacillus sp. UNC451MF]	0.26631	19	7	3	7	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01187	"2578336358 PSAB_09035 oligo-1,6-glucosidase [Paenibacillus sabinae T27]"	0.28792	494	108	195	63	191	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01190	2643703961 Ga0102056_1005180 beta-galactosidase [Paenibacillus sp. CL91]	0.47788	424	125	130	78	169	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01191	2616339733 Ga0066763_10637 alpha-mannosidase [Paenibacillus sp. YR247]	0.27307	294	97	114	70	83	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01192	2512733756 PM3016_4278 beta-mannosidase [Paenibacillus mucilaginosus 3016]	0.25754	117	34	43	20	40	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01193	2643500649 Ga0101989_1002382 beta-fructofuranosidase [Bacillus sp. 212MF]	0.29263	500	143	186	63	171	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01195	644857450 Pjdr2_0475 glycoside hydrolase family 2 sugar binding [Paenibacillus sp. JDR-2]	0.28253	77	21	25	11	31	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01197	2588565346 PPSQR21_003430 hyaluronoglucosaminidase [Paenibacillus polymyxa SQR-21]	0.16699	38	15	11	5	12	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01198	2587741459 EW81DRAFT_04241 Glycosyl hydrolases family 43 [Paenibacillus chondroitinus OK414]	0.41467	264	77	111	31	76	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01200	2521685363 H280DRAFT_01289 pullulanase (EC 3.2.1.41) [Bacillus sp. 123MFChir2]	0.27117	558	90	234	64	234	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01201	2639144872 Ga0073259_105284 glucosylceramidase [Paenibacillus sp. CL130]	0.38913	163	57	58	29	48	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01206	2563404736 BP97DRAFT_04726 alpha-L-fucosidase [Paenibacillus sp. UNC451MF]	0.26182	241	73	100	52	68	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01207	2644721886 Ga0102248_101512 beta-N-acetylhexosaminidase [Bacillus sp. Root239]	0.40738	349	91	147	53	111	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01208	2577842167 BTS2_3737 cyclomaltodextrinase [Bacillus sp. TS-2]	0.24805	8	0	8	0	0	N	N	Untested	Untested	N	N	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01209	2588568045 PPSQR21_030420 alpha-N-arabinofuranosidase [Paenibacillus polymyxa SQR-21]	0.41952	509	148	185	73	176	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01212	2643735867 Ga0102146_101421 levanase/fructan beta-fructosidase [Paenibacillus sp. Root52]	0.15257	12	3	6	2	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01215	"2639143859 Ga0073259_103307 glucan 1,6-alpha-glucosidase [Paenibacillus sp. CL130]"	0.16648	35	17	11	10	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01218	"2644427052 Ga0102120_150234 mannan endo-1,4-beta-mannosidase [Paenibacillus sp. Root444D2]"	0.4293	309	112	99	48	98	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01220	2643499931 Ga0101989_10011052 6-phospho-beta-galactosidase [Bacillus sp. 212MF]	0.00732	31	15	8	2	8	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01222	2639135418 Ga0073252_1189 6-phospho-beta-glucosidase [Paenibacillus sp. 453MF]	0.28763	538	125	211	73	202	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01223	2573217702 V752DRAFT_01698 6-phospho-beta-glucosidase [Bacillus pumilus INR7]	0.28881	1059	289	364	130	406	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01224	"644861696 Pjdr2_4730 Arabinogalactan endo-1,4-beta-galactosidase [Paenibacillus sp. JDR-2]"	0.30922	183	52	69	17	62	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01226	2626493463 Ga0077512_1098146 trehalose-6-phosphate hydrolase [Bacillus mycoides B38V]	0.28788	401	80	172	42	149	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01227	2639156831 Ga0073265_106338 mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [Paenibacillus sp. CL6Col]	0.08965	145	37	62	12	46	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01232	2543319244 D068_08080 Maltose-6-phosphate glucosidase [Bacillus atrophaeus UCMB-5137]	0.0868	112	28	51	4	33	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01233	2600784819 Ga0039097_01086 chitosanase [Paenibacillus sp. WLY78]	0.22326	82	34	24	11	24	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01234	2639856880 Ga0073255_102582 neopullulanase [Bacillus sp. CL115]	0.01309	34	4	10	3	20	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01235	2617055008 Ga0066762_1262 alpha-glucuronidase [Paenibacillus sp. OV031]	0.27492	79	19	32	11	28	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01239	2529467105 M014DRAFT_02072 purine nucleosidase [Bacillus sp. UNC437CL72CviS29]	0.28692	1355	214	508	154	633	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01240	2553392159 D434DRAFT_01428 purine nucleosidase [Bacillus sp. WBUNB004]	0.00825	54	1	43	0	10	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01243	2639145470 Ga0073259_10787 adenosylhomocysteine nucleosidase [Paenibacillus sp. CL130]	0.29303	1160	201	448	129	511	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01246	2644422698 Ga0102120_10966 DNA-3-methyladenine glycosylase I [Paenibacillus sp. Root444D2]	0.37978	62	17	25	13	20	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01247	2541790896 PAAL66ix_07761 DNA-3-methyladenine glycosylase II [Paenibacillus alvei A6-6i-x]	0.29037	673	133	271	82	269	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01250	2578335987 PSAB_07185 pyrimidine-specific ribonucleoside hydrolase [Paenibacillus sabinae T27]	0.29409	18	4	12	2	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01251	2643735761 Ga0102146_101314 adenosylhomocysteinase [Paenibacillus sp. Root52]	0.25391	104	37	33	24	34	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01252	2626489579 Ga0077512_102558 bifunctional isochorismate lyase / aryl carrier protein [Bacillus mycoides B38V]	0.26917	307	51	126	24	130	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N
KO:K01253	2524188678 H583DRAFT_02827 epoxide hydrolase [Paenibacillus pinihumi DSM 23905]	0.26015	13	3	8	1	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01255	2640253943 Ga0073263_1407 leucyl aminopeptidase [Bacillus sp. CL25]	0.28767	436	90	178	52	168	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01258	2578339215 PSAB_23280 tripeptide aminopeptidase [Paenibacillus sabinae T27]	0.29319	846	180	346	97	320	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01259	2637639632 Ga0081111_116156 proline iminopeptidase [Bacillus marisflavi LK19]	0.27655	615	104	244	72	267	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01262	2639644187 Ga0073254_102103 Xaa-Pro aminopeptidase [Bacillus sp. 166AMFTsu]	0.29126	554	102	217	60	235	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01265	"2520076708 B938_03785 methionine aminopeptidase, type I [Bacillus amyloliquefaciens plantarum AS43.3]"	0.29319	1290	282	514	169	494	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01266	2639650221 Ga0073268_104215 D-aminopeptidase [Bacillus sp. 71MF]	0.38081	45	17	20	14	8	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01269	2553396874 D434DRAFT_06209 aminopeptidase [Bacillus sp. WBUNB004]	0.01251	51	4	17	3	30	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01270	2615978059 Ga0066720_101688 dipeptidase D [Bacillus sp. BC15]	0.02028	216	34	83	29	99	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01271	2639865148 Ga0073266_109161 Xaa-Pro dipeptidase [Bacillus sp. CL96]	0.28929	704	129	290	91	285	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01273	2644723929 Ga0102248_112332 membrane dipeptidase [Bacillus sp. Root239]	0.30257	396	76	167	53	153	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01281	2644702181 Ga0102245_101790 X-Pro dipeptidyl-peptidase [Bacillus sp. Root11]	0.0188	209	20	92	17	97	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01283	2595311118 FF96DRAFT_01228 peptidyl-dipeptidase A [Paenibacillus sp. UNC499MF]	0.42951	22	6	9	5	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01286	2611771754 Ga0054570_1111146 hypothetical protein [Paenibacillus polymyxa CICC 10580]	0.29274	2692	379	1077	280	1236	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	N	Untested	N	Y	N	N	Untested	N
KO:K01295	2541794343 PAAL66ix_25120 glutamate carboxypeptidase [Paenibacillus alvei A6-6i-x]	0.40819	82	18	36	16	28	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01297	2645669049 Ga0102446_101186 muramoyltetrapeptide carboxypeptidase [Bacillus sp. Leaf75]	0.27566	393	76	163	44	154	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01299	2640245391 Ga0005698_102225 carboxypeptidase Taq [Bacillus sp. UNCCL13]	0.29286	477	111	189	64	177	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01303	2615982643 Ga0066720_11413 Dipeptidyl aminopeptidase/acylaminoacyl peptidase [Bacillus sp. BC15]	0.03888	72	23	25	19	24	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01304	2574354773 BR62DRAFT_02668 pyroglutamyl-peptidase [Bacillus sp. UNC69MF]	0.28268	356	61	152	34	143	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01305	2644719171 Ga0102247_112140 beta-aspartyl-dipeptidase (metallo-type) [Bacillus sp. Root147]	0.28528	61	13	23	9	25	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01308	2643502306 Ga0101989_100823 g-D-glutamyl-meso-diaminopimelate peptidase [Bacillus sp. 212MF]	0.37423	288	84	115	39	89	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01318	649937822 BSn5_12695 extracellular metalloprotease [Bacillus subtilis BSn5]	0.08641	66	14	30	5	22	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01322	2538300644 IIC_05896 prolyl oligopeptidase [Bacillus cereus VD021]	0.01976	27	0	14	0	13	N	N	Untested	Untested	N	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01338	648171601 PPE_03686 ATP-dependent protease La [Paenibacillus polymyxa E681]	0.29319	472	99	196	55	177	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01342	2543319467 D068_10390 subtilisin [Bacillus atrophaeus UCMB-5137]	0.28826	230	49	109	19	72	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01356	2514393900 MY7_1680 repressor LexA [Bacillus sp. 5B6]	0.29324	631	121	262	69	248	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01358	"2640282654 Ga0073247_1003236 ATP-dependent Clp protease, protease subunit [Bacillus sp. 196MF]"	0.29319	966	219	385	138	362	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01361	2640247709 Ga0005698_108150 lactocepin [Bacillus sp. UNCCL13]	0.45387	45	12	21	10	12	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01387	2639211281 Ga0073267_1553 microbial collagenase [Bacillus sp. 491MF]	0.0194	698	92	273	71	333	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01400	2579404893 AW26_0116890 bacillolysin [Bacillus amyloliquefaciens EBL11]	0.26477	125	32	59	12	34	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01401	649939194 BSn5_19435 extracellular neutral metalloprotease [Bacillus subtilis BSn5]	0.00385	15	4	7	1	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01408	2518121472 C564DRAFT_01107 insulysin [Bacillus sp. 105MF]	0.01451	46	7	6	6	33	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01409	2540180984 BAME_16510 N6-L-threonylcarbamoyladenine synthase [Bacillus sp. M 2-6]	0.2931	461	98	189	54	174	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01419	"2553391076 D434DRAFT_00333 ATP dependent peptidase CodWX, CodW component. Threonine peptidase. MEROPS family T01B [Bacillus sp. WBUNB004]"	0.29349	453	97	184	54	172	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01420	"2600785353 Ga0039097_01624 CRP/FNR family transcriptional regulator, anaerobic regulatory protein [Paenibacillus sp. WLY78]"	0.2908	770	198	286	130	286	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01421	2639150769 Ga0073261_106315 putative membrane protein [Paenibacillus sp. CL141A]	0.29182	948	167	392	106	389	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01424	2600788782 Ga0039097_05085 L-asparaginase [Paenibacillus sp. WLY78]	0.28948	712	166	295	84	251	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01425	2595324367 FF98DRAFT_03177 L-glutaminase [Paenibacillus sp. UNC496MF]	0.29048	661	139	270	71	252	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01426	2639632875 Ga0073237_1011188 amidase [Bacillus sp. 5MFCol3.1]	0.29499	896	125	385	88	386	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01428	2540722837 MUS_4030 urease subunit alpha [Bacillus amyloliquefaciens Y2]	0.298	196	50	69	22	77	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01429	2645671619 Ga0102446_11647 urease subunit beta [Bacillus sp. Leaf75]	0.29251	185	48	62	21	75	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01430	2574353523 BR62DRAFT_01404 urease subunit gamma [Bacillus sp. UNC69MF]	0.29375	187	49	62	21	76	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01433	2617057063 Ga0066762_3317 formyltetrahydrofolate deformylase [Paenibacillus sp. OV031]	0.41539	246	73	98	35	75	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01434	2615990180 Ga0066719_102375 penicillin amidase [Bacillus sp. OK061]	0.02423	233	30	106	21	97	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01436	2599826480 Ga0002164_01728 amidohydrolase [Bacillus endophyticus DSM 13796]	0.28433	896	143	340	104	413	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
