Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K00936	2581415139 U859DRAFT_04378 PAS domain S-box-containing protein [Sphingobacterium sp. H1ai]	0.66364	1433	141	1059	49	233	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00937	2587751320 EW66DRAFT_01122 polyphosphate kinase [Chryseobacterium sp. CF356]	0.66424	563	88	371	25	104	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00939	2609916992 Ga0066745_104287 adenylate kinase [Dyadobacter sp. SG02]	0.65492	451	60	323	19	68	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00940	2643694556 Ga0102053_100599 nucleoside-diphosphate kinase [Chryseobacterium sp. 312AMFChir4.1]	0.65778	405	56	289	17	60	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00941	2563781190 K392DRAFT_0651 hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [Flavobacterium sp. 40S8]	0.66648	259	45	170	17	44	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00942	2623423789 Ga0070240_11516 guanylate kinase [Pedobacter rhizosphaerae DSM 18610]	0.65409	415	56	297	17	62	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00943	2609599180 Ga0066741_102354 dTMP kinase [Chitinophaga sp. CF418]	0.75918	22	3	9	2	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00945	2585424784 EW69DRAFT_0600 cytidylate kinase [Chryseobacterium sp. OV259]	0.65409	410	56	293	17	61	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00946	2524006595 H562DRAFT_2335 thiamine-phosphate kinase [Chryseobacterium palustre DSM 21579]	0.65409	410	56	294	17	60	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00948	2645609129 Ga0102417_112379 ribose-phosphate pyrophosphokinase [Chryseobacterium sp. Leaf394]	0.65409	526	75	376	27	75	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00949	2587751430 EW66DRAFT_01232 thiamine pyrophosphokinase [Chryseobacterium sp. CF356]	0.65373	206	50	128	16	28	Y	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00950	2609600680 Ga0066741_105269 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [Chitinophaga sp. CF418]	0.73233	198	45	104	10	49	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00951	2644799459 Ga0102268_107479 GTP pyrophosphokinase [Pedobacter sp. Leaf216]	0.65409	418	57	300	17	61	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00954	2644760843 Ga0102256_106432 pantetheine-phosphate adenylyltransferase [Chryseobacterium sp. Leaf201]	0.65199	410	56	293	17	61	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00955	2623203935 Ga0070239_102397 adenylylsulfate kinase [Pedobacter soli DSM 18609]	0.71797	15	1	11	0	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00956	2587680385 EW72DRAFT_03600 sulfate adenylyltransferase subunit 1 [Chryseobacterium sp. OV705]	0.65665	365	52	257	17	56	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00957	"644964212 Cpin_2025 phosphoadenosine phosphosulfate reductase [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.655	379	52	270	17	57	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00962	2644760660 Ga0102256_10615 polyribonucleotide nucleotidyltransferase [Chryseobacterium sp. Leaf201]	0.65409	412	56	296	17	60	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00963	2623407751 Ga0070228_104190 UDP-glucose pyrophosphorylase [Spirosoma endophyticum DSM 26130]	0.32389	31	6	16	1	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00965	2644762578 Ga0102256_11123 UDPglucose--hexose-1-phosphate uridylyltransferase [Chryseobacterium sp. Leaf201]	0.618	195	32	138	14	25	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00969	2644370854 Ga0102111_10558 nicotinate-nucleotide adenylyltransferase [Flavobacterium sp. Root420]	0.65409	412	56	295	17	61	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00971	2644966978 Ga0102308_10318 mannose-1-phosphate guanylyltransferase [Flavobacterium sp. Leaf82]	0.65771	478	77	325	24	76	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00973	2585157998 EW64DRAFT_02226 glucose-1-phosphate thymidylyltransferase [Chryseobacterium sp. CF284]	0.65409	795	102	581	33	112	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00974	2520881904 FF52_19265 tRNA nucleotidyltransferase (CCA-adding enzyme) [Flavobacterium sp. F52]	0.37095	134	11	112	7	11	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00975	2513236405 PMI10_04312 glucose-1-phosphate adenylyltransferase [Flavobacterium sp. CF136]	0.66966	248	53	155	19	40	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00978	2525257310 G563DRAFT_05827 glucose-1-phosphate cytidylyltransferase [Runella zeae DSM 19591]	0.73307	56	7	32	2	17	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00979	2644760367 Ga0102256_105756 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [Chryseobacterium sp. Leaf201]	0.66021	404	56	287	17	61	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00980	2585144587 EW65DRAFT_03651 glycerol-3-phosphate cytidylyltransferase [Chryseobacterium sp. CF365]	0.57772	146	34	99	10	13	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00981	2623204574 Ga0070239_103323 phosphatidate cytidylyltransferase [Pedobacter soli DSM 18609]	0.65409	468	63	337	18	68	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00983	2644643858 Ga0102232_109289 N-acylneuraminate cytidylyltransferase [Flavobacterium sp. Root901]	0.5522	184	19	135	10	30	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00984	"2597218551 JM89DRAFT_01141 streptomycin 3""-adenylyltransferase [Myroides odoratimimus ATCC BAA-634]"	0.73087	7	0	7	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00986	2609642612 Ga0066764_122110 RNA-directed DNA polymerase [Pedobacter sp. OK626]	0.71974	69	17	33	7	19	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00991	2645547187 Ga0102402_108263 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Dyadobacter sp. Leaf189]	0.68117	129	23	58	7	48	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00995	2616190726 Ga0070133_1002 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Flavobacterium sp. FV08]	0.65139	166	42	101	11	23	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00996	2644871501 Ga0102286_109332 undecaprenyl-phosphate galactose phosphotransferase/putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase [Pedobacter sp. Leaf41]	0.66717	45	18	18	9	9	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00997	"644964064 Cpin_1876 holo-[acyl-carrier-protein] synthase [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.65993	30	6	7	4	17	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01000	2599479575 Ga0058989_02984 Phospho-N-acetylmuramoyl-pentapeptide-transferase [Mucilaginibacter sp. NFR10]	0.65409	410	56	294	17	60	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01006	"2644373017 Ga0102111_129307 pyruvate, orthophosphate dikinase [Flavobacterium sp. Root420]"	0.57941	24	1	21	1	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01007	"2609604853 Ga0066741_12326 pyruvate, water dikinase [Chitinophaga sp. CF418]"	0.73581	132	21	63	13	48	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01008	2609588516 Ga0066759_103264 selenophosphate synthase [Mucilaginibacter sp. OK098]	0.71565	60	3	33	1	24	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01011	2590609802 EW74DRAFT_0695 thiosulfate/3-mercaptopyruvate sulfurtransferase [Chryseobacterium sp. YR203]	0.60462	237	46	165	17	26	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N
KO:K01012	2563784574 K392DRAFT_4040 biotin synthase [Flavobacterium sp. 40S8]	0.64939	343	47	242	17	54	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01014	"2502683206 PonacDRAFT_0031 Sulfotransferase domain-containing protein [Pontibacter actiniarum KMM 6156, DSM 19842]"	0.82206	6	0	4	0	2	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01023	2623409309 Ga0070228_108175 arylsulfate sulfotransferase [Spirosoma endophyticum DSM 26130]	0.75836	12	1	9	0	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01026	"2639244266 Ga0097828_1020125 propionate CoA-transferase [Microscilla marina ATCC 23134 (re-annotation, Oct 2015)]"	0.78187	6	0	6	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01027	2523712803 G500DRAFT_01087 3-oxoacid CoA-transferase subunit B [Flexibacter roseolus DSM 9546]	0.75167	29	0	23	0	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01028	2643695671 Ga0102053_100972 3-oxoacid CoA-transferase subunit A [Chryseobacterium sp. 312AMFChir4.1]	0.59454	337	50	243	16	44	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01029	2588208958 EW78DRAFT_1239 3-oxoacid CoA-transferase subunit B [Chryseobacterium sp. YR477]	0.59454	337	50	243	16	44	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01042	"644968591 Cpin_6463 selenocysteine synthase (seryl- tRNASer selenium transferase)-like protein [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.77026	42	10	15	4	17	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01045	2599178848 Ga0052900_2432 arylesterase / paraoxonase [Lutibacter sp. Hel_I_33_5]	0.53944	10	0	10	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01046	2587753230 EW66DRAFT_03037 Acetyl esterase/lipase [Chryseobacterium sp. CF356]	0.84896	12	1	7	0	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01051	2563781617 K392DRAFT_1079 Acetyl esterase/lipase [Flavobacterium sp. 40S8]	0.71825	334	112	150	40	72	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01053	2525253767 G563DRAFT_02281 gluconolactonase [Runella zeae DSM 19591]	0.72535	255	55	141	13	59	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01055	2623225736 Ga0066805_101343 3-oxoadipate enol-lactonase [Mucilaginibacter polytrichastri DSM 26907]	0.73266	9	1	8	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01056	"2616191031 Ga0070133_1307 peptidyl-tRNA hydrolase, PTH1 family [Flavobacterium sp. FV08]"	0.65409	412	56	296	17	60	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01057	2609915000 Ga0066745_101329 6-phosphogluconolactonase [Dyadobacter sp. SG02]	0.70038	198	48	107	14	43	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01058	2513236166 PMI10_04072 phospholipase A1 [Flavobacterium sp. CF136]	0.39913	103	11	86	8	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01061	2644798546 Ga0102268_103243 carboxymethylenebutenolidase [Pedobacter sp. Leaf216]	0.7255	252	34	158	13	60	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01066	2587942842 EW82DRAFT_1461 acetyl esterase [Chryseobacterium sp. YR561]	0.67062	82	29	44	9	9	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01067	2587942274 EW82DRAFT_0891 succinyl-CoA:acetate CoA-transferase [Chryseobacterium sp. YR561]	0.7085	60	11	41	2	8	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01069	2623411609 Ga0070228_12540 hydroxyacylglutathione hydrolase [Spirosoma endophyticum DSM 26130]	0.73983	73	7	53	1	13	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01075	2645563216 Ga0102406_115173 4-hydroxybenzoyl-CoA thioesterase [Flavobacterium sp. Leaf359]	0.15332	19	1	13	0	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01077	2616193197 Ga0070133_3477 alkaline phosphatase [Flavobacterium sp. FV08]	0.69039	370	82	230	18	58	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01078	2635156472 Ga0074836_1084 acid phosphatase [Pseudarcicella hirudinis DSM 25647]	0.87558	7	0	2	0	5	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01079	2644370868 Ga0102111_1066 phosphoserine phosphatase [Flavobacterium sp. Root420]	0.40247	58	10	42	7	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01081	2645560097 Ga0102406_101197 5'-nucleotidase [Flavobacterium sp. Leaf359]	0.6118	425	46	335	15	44	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01082	"2609601502 Ga0066741_107314 3'(2'),5'-bisphosphate nucleotidase [Chitinophaga sp. CF418]"	0.60735	107	3	91	1	13	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01083	2590601082 EW76DRAFT_1001 3-phytase [Chryseobacterium sp. YR221]	0.6586	196	40	129	15	27	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01085	2540342982 HMPREF1321_2068 glucose-1-phosphatase [Capnocytophaga sp. oral taxon 412 F0487]	0.00605	6	0	6	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01089	2609916476 Ga0066745_103368 imidazoleglycerol-phosphate dehydratase [Dyadobacter sp. SG02]	0.67152	373	54	260	17	59	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01090	2609916378 Ga0066745_103270 protein phosphatase [Dyadobacter sp. SG02]	0.7654	41	5	21	1	15	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01091	2588445062 EW68DRAFT_1619 phosphoglycolate phosphatase [Chryseobacterium sp. OV279]	0.68874	140	33	81	15	26	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01092	2609604783 Ga0066741_12269 myo-inositol-1(or 4)-monophosphatase [Chitinophaga sp. CF418]	0.68439	147	27	68	8	52	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01095	2623207242 Ga0070239_11485 phosphatidylglycerophosphatase [Pedobacter soli DSM 18609]	0.68234	41	14	12	5	15	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01104	2590613764 EW74DRAFT_4663 protein-tyrosine phosphatase [Chryseobacterium sp. YR203]	0.62409	549	93	389	26	67	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01113	2609834400 Ga0070134_11964 alkaline phosphatase D [Flavobacterium sp. OV086]	0.60849	246	23	192	8	31	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01114	"644963494 Cpin_1336 phospholipase C, phosphocholine-specific [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.70447	230	58	105	20	67	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01117	2588225667 EW75DRAFT_3978 sphingomyelin phosphodiesterase [Chryseobacterium sp. YR459]	0.57974	10	3	5	1	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01118	2599476915 Ga0058989_00319 FMN-dependent NADH-azoreductase [Mucilaginibacter sp. NFR10]	0.68732	208	91	77	31	40	Y	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	N	N
KO:K01120	"2623229601 Ga0066805_11633 3',5'-cyclic-nucleotide phosphodiesterase [Mucilaginibacter polytrichastri DSM 26907]"	0.74134	58	22	21	11	15	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01126	2609638134 Ga0066764_102105 glycerophosphoryl diester phosphodiesterase [Pedobacter sp. OK626]	0.66941	854	161	531	44	162	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01129	2644800766 Ga0102268_11575 dGTPase [Pedobacter sp. Leaf216]	0.57911	376	54	284	15	38	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01130	2520878905 FF52_04315 arylsulfatase [Flavobacterium sp. F52]	0.71591	470	109	216	62	145	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01132	2636636128 Ga0077698_10442 Sulfatase [Tamlana sedimentorum JCM 19808]	0.35095	15	0	15	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01133	2609832578 Ga0070134_107119 choline-sulfatase [Flavobacterium sp. OV086]	0.67514	21	4	11	2	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01134	2522548835 H144DRAFT_1234 arylsulfatase A [Dyadobacter beijingensis DSM 21582]	0.691	47	3	38	1	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01136	2609915975 Ga0066745_102532 iduronate 2-sulfatase [Dyadobacter sp. SG02]	0.58805	45	1	36	1	8	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01137	2525257918 G563DRAFT_06436 N-acetylglucosamine-6-sulfatase [Runella zeae DSM 19591]	0.68191	7	2	2	0	3	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01138	2609919876 Ga0066745_112189 uncharacterized sulfatase [Dyadobacter sp. SG02]	0.65478	163	7	133	1	23	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01139	"2644011453 Ga0102203_113373 guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Flavobacterium sp. Root186]"	0.85916	17	5	8	2	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01142	2645507217 Ga0102387_15205 exodeoxyribonuclease-3 [Pedobacter sp. Leaf176]	0.65409	559	104	354	30	101	N	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01144	2520879465 FF52_07120 Endonuclease V [Flavobacterium sp. F52]	0.60758	273	44	200	16	29	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K01153	"2525257684 G563DRAFT_06202 type I restriction enzyme, R subunit [Runella zeae DSM 19591]"	0.63233	573	44	455	10	74	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01154	"2588212718 EW77DRAFT_0405 type I restriction enzyme, S subunit [Chryseobacterium sp. YR485]"	0.63062	643	58	509	12	76	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01155	2644641296 Ga0102232_105495 type II restriction enzyme [Flavobacterium sp. Root901]	0.65365	111	7	93	4	11	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01156	2581414459 U859DRAFT_03698 type III restriction enzyme [Sphingobacterium sp. H1ai]	0.73789	106	9	80	2	17	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01159	2645115607 Ga0102423_10586 crossover junction endodeoxyribonuclease RuvC [Chryseobacterium sp. Leaf405]	0.65468	408	56	292	17	60	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01167	"2509855758 FlemaDRAFT_1929 Guanyl-specific ribonuclease Sa [Flectobacillus major VKMB-859, DSM 103]"	0.68439	6	0	6	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01173	2513232914 PMI10_00815 endonuclease G [Flavobacterium sp. CF136]	0.66662	371	37	261	15	73	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01174	2524005442 H562DRAFT_1179 micrococcal nuclease [Chryseobacterium palustre DSM 21579]	0.69994	49	5	33	1	11	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01176	2645529999 Ga0102393_10824 alpha-amylase [Chryseobacterium sp. Leaf180]	0.6096	339	82	219	23	38	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01179	2522552093 H144DRAFT_4495 non-processive endocellulase [Dyadobacter beijingensis DSM 21582]	0.7387	304	34	192	19	78	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01181	"2623229781 Ga0066805_11815 endo-1,4-beta-xylanase [Mucilaginibacter polytrichastri DSM 26907]"	0.72564	275	61	154	28	60	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01182	"644964758 Cpin_2575 alpha amylase catalytic region [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.75549	47	5	30	3	12	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01183	"644964368 Cpin_2184 Chitinase [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.7238	164	37	82	14	45	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01185	2587867788 EW71DRAFT_2863 lysozyme [Chryseobacterium sp. YR005]	0.74533	35	18	10	4	7	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01186	2645544456 Ga0102402_104316 sialidase-1 [Dyadobacter sp. Leaf189]	0.70923	177	23	84	7	70	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01187	2645553007 Ga0102404_101335 alpha-glucosidase [Pedobacter sp. Leaf194]	0.67942	665	125	381	70	159	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01190	2644799554 Ga0102268_10847 beta-galactosidase [Pedobacter sp. Leaf216]	0.68949	934	176	574	93	184	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01191	2609919157 Ga0066745_109281 alpha-mannosidase [Dyadobacter sp. SG02]	0.73908	38	4	21	1	13	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01192	"644969188 Cpin_7055 beta-mannosidase (EC 3.2.1.25) [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.59003	131	34	78	8	19	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01193	2520882449 FF52_21989 beta-fructofuranosidase [Flavobacterium sp. F52]	0.69026	58	16	30	10	12	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01194	"2599477651 Ga0058989_01055 alpha,alpha-trehalase [Mucilaginibacter sp. NFR10]"	0.72553	198	40	119	14	39	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01195	2520881531 FF52_17398 beta-glucuronidase [Flavobacterium sp. F52]	0.71551	143	41	62	17	40	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01197	"644967850 Cpin_5708 Beta-N-acetylhexosaminidase [Chitinophaga pinensis UQM 2034, DSM 2588]"	0.70002	9	2	7	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01198	"2513234075 PMI10_01979 xylan 1,4-beta-xylosidase [Flavobacterium sp. CF136]"	0.72896	124	36	53	20	35	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
