Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K01081	2612026163 Ga0055106_1004211 5'-nucleotidase [Burkholderia grimmiae R27]	0.48854	438	207	164	132	67	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01082	"2509129016 BurW2232DRAFT_00027230 3'(2'),5'-bisphosphate nucleotidase [Burkholderia sp. WSM2232]"	0.49132	18	7	8	3	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01083	2616361763 Ga0066774_103120 3-phytase [Roseateles sp. YR242]	0.13584	25	10	7	8	8	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01086	"2643547086 Ga0101997_1003177 fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [Variovorax paradoxus 349MFTsu5.1]"	0.40135	48	18	23	15	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01087	2558852954 N511DRAFT_1888 trehalose 6-phosphatase (EC 3.1.3.12) [Ralstonia sp. UNC404CL21Col]	0.3422	307	140	114	68	53	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01090	2609797778 Ga0070538_101469 protein phosphatase [Collimonas sp. OK307]	0.4491	252	136	71	89	45	Y	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K01091	"641652611 Bcenmc03_5521 HAD-superfamily hydrolase, subfamily IA, variant 3 [Burkholderia cenocepacia MC0-3]"	0.45087	1556	596	732	308	228	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01092	2583268926 BAC01SDRAFT_00745 myo-inositol-1(or 4)-monophosphatase [Burkholderia acidipaludis NBRC 101816]	0.45087	545	197	268	113	80	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01093	646258623 OFAG_00600 phosphoanhydride phosphorylase [Oxalobacter formigenes HOxBLS]	0.51964	11	0	6	0	5	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01095	2585294536 EX20DRAFT_04737 phosphatidylglycerophosphatase [Burkholderia sp. WP42]	0.45307	403	146	199	76	58	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01104	2616375581 Ga0008009_1298 protein-tyrosine phosphatase [Burkholderia vietnamiensis WPB]	0.45509	836	326	353	179	157	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01113	644750755 RALTA_B0704 similar to phoD; Phosphodiesterase/alkaline phosphatase Domain [Cupriavidus taiwanensis LMG 19424]	0.46182	312	157	107	101	48	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01114	2518904638 BUPH_01276 phospholipase C [Burkholderia phenoliruptrix BR3459]	0.41504	1137	418	528	202	191	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01115	644750805 RALTA_B0755 putative Phospholipase D/Transphosphatidylase [Cupriavidus taiwanensis LMG 19424]	0.26907	40	26	6	15	8	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01118	2522926650 H960DRAFT_02357 FMN-dependent NADH-azoreductase [Burkholderia sp. URHA0054]	0.43321	775	369	267	209	139	Y	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01119	"2644910400 Ga0102294_133100 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [Duganella sp. Leaf61]"	0.38589	238	96	106	45	36	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01120	"2644474276 Ga0102128_13324 3',5'-cyclic-nucleotide phosphodiesterase [Massilia sp. Root133]"	0.30147	28	12	14	6	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01126	2548500086 ARADN35DRAFT_03241 glycerophosphoryl diester phosphodiesterase [Acidovorax radicis N35]	0.44166	870	365	367	205	138	N	Y	Y	Untested	Y	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01129	2644293310 Ga0102096_11343 dGTPase [Acidovorax sp. Root402]	0.44743	468	182	214	93	72	N	Y	Y	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01130	2645517908 Ga0102389_124387 arylsulfatase [Burkholderia sp. Leaf177]	0.43074	265	97	107	70	61	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01133	2616216218 Ga0066711_103355 choline-sulfatase [Albidiferax sp. OV413]	0.10777	198	50	115	26	33	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01138	2644993331 Ga0102327_123181 uncharacterized sulfatase [Pseudorhodoferax sp. Leaf265]	0.31926	28	12	8	9	8	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01139	"2644139551 Ga0102068_104120 GTP pyrophosphokinase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Rhizobacter sp. Root29]"	0.43622	96	30	48	18	18	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01141	2643537190 Ga0101995_1011181 exodeoxyribonuclease-1 [Variovorax paradoxus 295MFChir4.1]	0.47508	194	104	68	55	22	Y	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K01142	2644260089 Ga0102090_118412 exodeoxyribonuclease-3 [Pelomonas sp. Root1237]	0.45087	979	390	438	215	151	N	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01143	2609772094 Ga0066744_1011354 YqaJ-like recombinase domain-containing protein [Duganella sp. OV458]	0.50533	9	2	6	1	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01147	2583269843 BAC01SDRAFT_01663 exoribonuclease-2 [Burkholderia acidipaludis NBRC 101816]	0.44841	458	171	221	94	66	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01150	651191844 BPTD_2526 putative exported endonulease [Bordetella pertussis CS]	0.00638	25	0	25	0	0	N	N	Untested	Untested	N	Y	Y	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01153	"2644028568 Ga0102206_1197 type I restriction enzyme, R subunit [Noviherbaspirillum sp. Root189]"	0.48627	376	132	188	53	56	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01154	2562610631 RCFBP_20620 18 : Unknown function [Ralstonia solanacearum CFBP2957]	0.49446	307	97	158	48	52	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01155	2547289174 AASARDRAFT_03559 type II restriction enzyme [Acidovorax avenae avenae RS-1]	0.51021	49	11	29	7	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01156	2632691957 Ga0078624_118256 type III restriction enzyme [Acidovorax citrulli pslbtw65]	0.43247	195	44	126	13	25	N	N	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01158	643203079 BUC_6985 putative deoxyribonuclease-2 [Burkholderia pseudomallei 576]	0.00605	41	0	36	0	5	N	N	Untested	Untested	N	Y	Y	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01159	2579498436 BW39_02529 Holliday junction endonuclease RuvC [Delftia sp. RIT313]	0.45051	434	159	211	86	64	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01160	2609826651 Ga0066765_102193 crossover junction endodeoxyribonuclease RusA [Polaromonas sp. OV174]	0.52725	28	4	16	3	8	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01163	2644030231 Ga0102206_14315 hypothetical protein [Noviherbaspirillum sp. Root189]	0.51869	6	4	2	2	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01166	2616772601 Ga0066743_0501 ribonuclease T2 [Duganella sp. CF402]	0.07949	98	26	54	11	18	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01167	2616215199 Ga0066711_102178 ribonuclease T1 [Albidiferax sp. OV413]	0.37353	355	161	133	83	61	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01169	2616373845 Ga0008009_113151 ribonuclease T2 [Burkholderia vietnamiensis WPB]	0.01876	6	3	2	1	1	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01173	2518560263 RsoFQY_00750 endonuclease G [Ralstonia solanacearum FQY_4]	0.43652	288	129	101	66	58	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01174	2609811856 Ga0070535_101122 micrococcal nuclease [Collimonas sp. OK607]	0.17415	11	7	3	6	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01176	2645057943 Ga0102368_124134 alpha-amylase [Massilia sp. Leaf139]	0.20368	57	28	20	21	9	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01178	2643530846 Ga0101994_1007100 glucoamylase [Variovorax sp. 278MFTsu5.1]	0.08686	73	18	44	16	11	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01179	2616365077 Ga0066774_12211 endoglucanase [Roseateles sp. YR242]	0.34675	364	211	107	124	46	Y	Y	Untested	Y	N	N	N	Untested	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01181	"2515684643 B020DRAFT_05738 endo-1,4-beta-xylanase [Burkholderia sp. JPY251]"	0.38677	61	53	4	41	4	Y	Y	Y	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N
KO:K01183	2609597864 Ga0066750_12511 chitinase [Janthinobacterium sp. OK676]	0.32509	205	82	85	44	38	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01184	2616776304 Ga0066743_4204 Pectin methylesterase [Duganella sp. CF402]	0.28532	49	37	6	11	6	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01185	2644358655 Ga0102108_121375 lysozyme [Massilia sp. Root418]	0.43422	292	98	151	42	43	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01187	641650468 Bcenmc03_3358 Alpha-glucosidase [Burkholderia cenocepacia MC0-3]	0.37746	279	187	61	128	31	Y	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N
KO:K01190	2644222589 Ga0102082_129286 beta-galactosidase [Pelomonas sp. Root1217]	0.37759	109	79	19	69	11	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01192	2513961013 A3ACDRAFT_02930 beta-mannosidase [Burkholderia sp. WSM2230]	0.09804	168	54	85	33	29	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01193	2598969574 Ga0059251_04026 beta-fructofuranosidase [Ralstonia solanacearum NCPPB 282]	0.24514	23	19	1	3	3	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01194	"2518903620 BUPH_00245 alpha,alpha-trehalase [Burkholderia phenoliruptrix BR3459]"	0.12207	221	117	70	50	34	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01195	2644218558 Ga0102082_1011433 beta-glucuronidase [Pelomonas sp. Root1217]	0.13108	22	10	6	9	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01198	"2644250222 Ga0102089_10267 xylan 1,4-beta-xylosidase [Massilia sp. Root351]"	0.36496	87	69	9	63	9	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01201	2644252001 Ga0102089_112267 glucosylceramidase [Massilia sp. Root351]	0.49467	14	9	4	9	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01206	2643746776 Ga0102147_13325 alpha-L-fucosidase [Pelomonas sp. Root1444]	0.49874	47	44	0	43	3	Y	Y	Untested	Untested	N	N	N	Untested	Untested	N	Y	N	N	N	N	N	N	N	N	N
KO:K01207	651229328 RSPO_c02298 beta-hexosaminidase [Ralstonia solanacearum Po82]	0.45087	606	227	295	118	84	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01209	2645400578 Ga0102355_112315 alpha-N-arabinofuranosidase [Duganella sp. Leaf126]	0.37239	83	60	14	56	9	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01210	2616777032 Ga0066743_4932 Cellulase (glycosyl hydrolase family 5) [Duganella sp. CF402]	0.46166	13	6	4	6	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01218	"2645399201 Ga0102355_101523 mannan endo-1,4-beta-mannosidase [Duganella sp. Leaf126]"	0.13522	13	10	2	8	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01224	"638154173 Bamb_6329 Arabinogalactan endo-1,4-beta-galactosidase [Burkholderia cepacia AMMD]"	0.35787	50	34	10	17	6	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01233	2587736716 EX18DRAFT_05703 chitosanase [Methylibium sp. CF468]	0.47492	22	9	11	6	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01235	2643933954 Ga0102188_11191 alpha-glucuronidase [Pelomonas sp. Root662]	0.13064	19	12	4	10	3	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01236	2644468813 Ga0102127_1171882 maltooligosyltrehalose trehalohydrolase [Variovorax sp. Root473]	0.34192	261	126	101	54	34	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01239	651231005 RSPO_m00626 putative ribonucleoside hydrolase [Ralstonia solanacearum Po82]	0.48327	92	58	21	34	13	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01241	2644072428 Ga0102214_110310 AMP nucleosidase [Acidovorax sp. Root219]	0.44157	400	152	185	79	63	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01243	2511245326 PMI15_02874 adenosylhomocysteine nucleosidase [Polaromonas sp. CF318]	0.44073	441	191	184	111	66	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01246	2643492675 Ga0101987_1009158 DNA-3-methyladenine glycosylase I [Variovorax sp. 160MFSha2.1]	0.43157	415	175	173	97	67	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01247	2609828067 Ga0066765_10933 DNA-3-methyladenine glycosylase II [Polaromonas sp. OV174]	0.4424	663	242	319	122	102	N	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01251	2633954243 Ga0078621_119287 hypothetical protein [Acidovorax citrulli tw6]	0.44684	442	172	206	88	64	N	N	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01252	2598941030 Ga0059242_02842 bifunctional isochorismate lyase / aryl carrier protein [Burkholderia pyrrocinia Lyc2]	0.47728	24	5	12	1	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01253	2616332105 Ga0066730_104174 epoxide hydrolase [Burkholderia sp. YR520]	0.09482	31	19	9	10	3	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01255	2547287347 AASARDRAFT_01730 aminopeptidase A. Metallo peptidase. MEROPS family M17 [Acidovorax avenae avenae RS-1]	0.44818	457	176	213	94	68	N	N	Y	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01256	643879998 bglu_1g08440 alanyl aminopeptidase. Metallo peptidase. MEROPS family M01 [Burkholderia glumae BGR1]	0.45087	638	242	305	126	91	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01258	2534116180 HMPREF9465_01721 tripeptide aminopeptidase [Sutterella wadsworthensis 2_1_59BFAA]	0.34249	10	0	10	0	0	N	N	Untested	Untested	N	Y	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01259	2644030832 Ga0102206_156201 proline iminopeptidase [Noviherbaspirillum sp. Root189]	0.42067	435	176	194	110	65	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01262	2644465770 Ga0102127_113216 Xaa-Pro aminopeptidase [Variovorax sp. Root473]	0.45087	773	264	389	144	120	N	N	N	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01265	"2583268988 BAC01SDRAFT_00807 methionine aminopeptidase, type I [Burkholderia acidipaludis NBRC 101816]"	0.45087	768	297	347	165	124	N	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01266	2582262921 BCA01SDRAFT_01358 D-aminopeptidase [Burkholderia caledonica NBRC 102488]	0.41836	376	123	196	62	57	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01270	2644360016 Ga0102108_124303 dipeptidase D [Massilia sp. Root418]	0.27828	26	7	14	6	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01271	2644256263 Ga0102090_101807 Xaa-Pro dipeptidase [Pelomonas sp. Root1237]	0.36307	66	32	19	25	15	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01273	2644160134 Ga0102071_10650 membrane dipeptidase [Variovorax sp. Root318D1]	0.26258	234	94	100	57	40	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01278	2616775892 Ga0066743_3792 dipeptidyl-peptidase-4 [Duganella sp. CF402]	0.12729	33	18	9	14	6	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01281	2540308237 Burce_3954 dipeptidyl-peptidase IV Serine peptidase. MEROPS family S15 [Burkholderia cepacia Bu72]	0.04342	121	21	88	10	12	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01283	2644253749 Ga0102089_1325 peptidyl-dipeptidase A [Massilia sp. Root351]	0.0979	13	9	2	9	2	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01284	2645403157 Ga0102355_136115 peptidyl-dipeptidase Dcp [Duganella sp. Leaf126]	0.49792	92	50	26	35	16	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01286	2645515170 Ga0102389_112420 D-alanyl-D-alanine carboxypeptidase [Burkholderia sp. Leaf177]	0.38886	70	37	20	27	13	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01295	2609826377 Ga0066765_101268 glutamate carboxypeptidase [Polaromonas sp. OV174]	0.49631	348	197	109	124	42	Y	Y	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N
KO:K01297	2598967948 Ga0059251_02399 muramoyltetrapeptide carboxypeptidase [Ralstonia solanacearum NCPPB 282]	0.44867	520	191	253	110	76	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01299	2643969663 Ga0102195_112518 carboxypeptidase Taq [Rhizobacter sp. Root16D2]	0.19789	18	11	4	11	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01304	2643528733 Ga0101994_1003346 pyroglutamyl-peptidase [Variovorax sp. 278MFTsu5.1]	0.47682	194	118	54	68	22	Y	Y	Y	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N
KO:K01305	648924732 HMPREF0189_01652 beta-aspartyl peptidase [Burkholderiales bacterium 1_1_47]	0.34249	9	0	9	0	0	N	N	Untested	Untested	N	Y	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01322	2587726456 EX26DRAFT_01611 prolyl oligopeptidase [Methylibium sp. YR605]	0.37876	277	110	119	73	48	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01338	642423232 BgramDRAFT_2370 ATP-dependent proteinase. Serine peptidase. MEROPS family S16 [Burkholderia graminis C4D1M]	0.45069	736	256	372	132	108	N	N	N	Untested	N	Y	N	Y	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01341	2644071608 Ga0102214_10598 kexin [Acidovorax sp. Root219]	0.50077	6	2	4	2	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01342	2522930186 H960DRAFT_05899 subtilisin [Burkholderia sp. URHA0054]	0.38237	19	16	2	13	1	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01354	2609798087 Ga0070538_10227 oligopeptidase B [Collimonas sp. OK307]	0.22196	29	15	8	12	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01356	2521558029 GWL_14990 repressor LexA [Herbaspirillum sp. GW103]	0.44541	441	166	210	92	65	N	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01358	2558855195 N511DRAFT_4130 ATP-dependent Clp protease proteolytic subunit ClpP [Ralstonia sp. UNC404CL21Col]	0.45095	610	264	254	156	92	N	N	Y	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K01387	2643789808 Ga0102157_112493 microbial collagenase [Duganella sp. Root1480D1]	0.0088	96	4	82	4	10	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01392	2644337932 Ga0102104_101628 thimet oligopeptidase [Methylibium sp. Root1272]	0.49218	26	18	6	15	2	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01399	651046040 CFU_1540 Neutral protease [Collimonas fungivorans Ter331]	0.48812	7	4	1	3	2	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01406	2643553133 Ga0101998_101586 Hemolysin-type calcium-binding repeat-containing protein [Variovorax sp. 350MFTsu5.1]	0.52299	11	2	4	1	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01409	2640390221 Ga0073238_101508 N6-L-threonylcarbamoyladenine synthase [Ralstonia sp. 25MFCol4.1]	0.45011	452	161	227	86	64	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01414	2587755785 EX17DRAFT_01763 oligopeptidase A [Methylibium sp. CF059]	0.45087	477	161	247	86	69	N	N	N	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01415	2643797056 Ga0102159_103422 endothelin-converting enzyme/putative endopeptidase [Massilia sp. Root1485]	0.13378	22	15	3	14	4	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01419	2600763525 Ga0056708_06781 HslV component of HslUV peptidase. Threonine peptidase. MEROPS family T01B [Burkholderia gladioli NBRC 13700]	0.4427	429	163	199	90	67	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01420	"2635305464 Ga0074840_105106 CRP/FNR family transcriptional regulator, anaerobic regulatory protein [Acidovorax citrulli DSM 17060]"	0.44765	895	341	409	193	145	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01421	2643526663 Ga0101994_10011177 putative membrane protein [Variovorax sp. 278MFTsu5.1]	0.15566	13	9	3	8	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01424	2643968900 Ga0102195_1107 L-asparaginase [Rhizobacter sp. Root16D2]	0.45034	623	240	289	132	94	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01425	2585292533 EX20DRAFT_02732 L-glutaminase [Burkholderia sp. WP42]	0.28016	216	94	91	51	31	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01426	2513555034 A19SDRAFT_03763 hypothetical protein [Burkholderia mimosarum STM3621]	0.44475	1415	512	668	301	235	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01428	638148574 Bamb_0779 urease. Metallo peptidase. MEROPS family M38 [Burkholderia cepacia AMMD]	0.4273	367	156	156	84	55	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01429	2644648390 Ga0102233_130119 urease subunit beta [Acidovorax sp. Root267]	0.427	370	158	156	85	56	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01430	2643556989 Ga0101998_109162 urease subunit gamma [Variovorax sp. 350MFTsu5.1]	0.4273	365	155	155	82	55	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01432	2645304207 Ga0102334_101404 arylformamidase [Pseudorhodoferax sp. Leaf274]	0.45655	251	99	102	63	50	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01433	651045936 CFU_1437 formyltetrahydrofolate deformylase [Collimonas fungivorans Ter331]	0.44476	625	234	288	122	103	N	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01434	2644980693 Ga0102310_127130 penicillin amidase [Acidovorax sp. Leaf84]	0.44411	388	118	210	78	60	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
