Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K01252	2510292321 PsK12I2DRAFT_00009060 bifunctional isochorismate lyase / aryl carrier protein [Pseudomonas sp. MOIL14HWK12:I2]	0.14031	15	4	8	2	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01253	2628630333 Ga0077675_108160 epoxide hydrolase [Pseudomonas syringae pv. coryli str. NCPPB 4273]	0.00821	22	19	3	0	0	Y	Y	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K01255	2505494132 PgyLN10_0028.00000130 aminopeptidase A. Metallo peptidase. MEROPS family M17 [Pseudomonas syringae PgyLN10 (Psy15)]	0.12382	353	172	138	62	43	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01256	2521899771 D884DRAFT_03830 aminopeptidase N [Pseudomonas sp. URMO17WK12:I10]	0.12382	353	169	141	61	43	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01259	2505565540 Pta6606_0002.00001880 prolyl aminopeptidase Serine peptidase. MEROPS family S33 [Pseudomonas syringae Pta6606 (Psy83)]	0.12341	411	205	156	73	50	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01262	2505506450 PlaYM7902_0003.00002330 aminopeptidase P Metallo peptidase. MEROPS family M24B [Pseudomonas syringae PlaYM7902 (Psy27)]	0.12382	596	330	195	119	71	Y	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01264	"2554814429 PGPR2DRAFT_02095 Zn-dependent amino- or carboxypeptidase, M28 family [Pseudomonas aeruginosa PGPR2]"	0.00605	41	2	33	0	6	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01265	"643088709 PSPTOT1_3263 methionine aminopeptidase, type I (EC 3.4.11.18) [Pseudomonas syringae pv. tomato T1]"	0.12382	629	305	247	101	77	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01266	2586044367 EY04_16130 D-aminopeptidase [Pseudomonas chlororaphis PA23]	0.13149	183	65	93	30	25	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01267	2555671398 PFLCHA0_c44540 aspartyl aminopeptidase [Pseudomonas fluorescens CHA0]	0.12382	350	170	137	61	43	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01271	2574417805 DQ20_05253 Xaa-Pro dipeptidase [Pseudomonas aeruginosa PUPa3]	0.05336	85	8	64	3	13	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N
KO:K01273	2645417027 Ga0102359_101704 membrane dipeptidase [Pseudomonas sp. Leaf127]	0.11252	372	193	138	67	41	N	Y	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01295	2505400980 Pci0788_9_0040.00007040 glutamate carboxypeptidase [Pseudomonas syringae Pci0788_9]	0.12497	401	268	108	45	25	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01297	2505518817 PmaES4326_0037.00001140 muramoyltetrapeptide carboxypeptidase [Pseudomonas syringae PmaES4326 (Psy34)]	0.11011	317	167	114	61	36	N	Y	Y	Y	N	N	N	N	N	N	N	Y	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01304	2521895421 F587DRAFT_05889 pyroglutamyl-peptidase I (EC:3.4.19.3). Cysteine peptidase. MEROPS family C15 [Pseudomonas sp. LAMO17WK12:I1]	0.02394	46	17	22	5	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01338	643090711 PSPTOT1_5618 ATP dependent PIM1 peptidase. Serine peptidase. MEROPS family S16 [Pseudomonas syringae pv. tomato T1]	0.12382	731	340	295	122	96	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01354	2518984011 F476DRAFT_02429 oligopeptidase B Serine peptidase. MEROPS family S09A [Pseudomonas sp. URIL14HWK12:I5]	0.12341	350	170	137	62	43	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01356	"2556982010 N519DRAFT_01434 SOS-response transcriptional repressor, LexA [Pseudomonas umsongensis UNC430CL58Col]"	0.12333	578	321	189	116	68	Y	N	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01358	2505536390 PmaKN91_0020.00000420 ATP-dependent Clp protease proteolytic subunit ClpP [Pseudomonas syringae PmaKN91 (Psy41)]	0.12405	414	177	187	64	50	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01399	2535005012 PAE2_1158 pseudolysin [Pseudomonas aeruginosa E2]	0.0066	60	4	50	0	6	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01406	2508858192 Pphimg_00032440 serralysin [Pseudomonas syringae Pph1448A (1448A gold standard)]	0.07978	372	255	100	69	17	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
KO:K01409	2510310595 PsoK12DRAFT_00016000 N6-L-threonylcarbamoyladenine synthase [Pseudomonas oleovorans MOIL14HWK12]	0.12382	349	169	137	61	43	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01414	2525055821 D907DRAFT_00830 oligopeptidase A [Pseudomonas sp. LAIL14HWK12:I6]	0.12353	432	216	158	86	58	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01419	2534176106 PsgB076_24809 HslV component of HslUV peptidase. Threonine peptidase. MEROPS family T01B [Pseudomonas syringae pv. glycinea B076]	0.12382	349	169	137	61	43	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01420	"2521791953 H160DRAFT_05002 transcriptional regulator, Crp/Fnr family [Pseudomonas sp. LAMO17WK12:I9]"	0.12382	507	253	182	106	72	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01424	650145912 PFWH6_5845 L-asparaginase [Pseudomonas fluorescens WH6]	0.12306	403	186	159	67	58	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01425	2597851445 Ga0036900_02126 L-glutaminase [Pseudomonas fluorescens Q2-87]	0.12419	316	156	123	55	37	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01426	2550654909 Q79DRAFT_05101 amidase [Pseudomonas fuscovaginae UPB0736]	0.11847	1090	512	460	191	118	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01428	2585213957 EW80DRAFT_04103 urease. Metallo peptidase. MEROPS family M38 [Pseudomonas sp. PTA1]	0.12052	392	205	142	58	45	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01429	2643841145 Ga0102168_101469 urease subunit beta [Pseudomonas sp. Root562]	0.12052	347	166	137	58	44	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01430	2505506935 PlaYM7902_0003.00007090 urease subunit gamma [Pseudomonas syringae PlaYM7902 (Psy27)]	0.12052	345	165	136	57	44	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01432	2518945130 F469DRAFT_01119 arylformamidase [Pseudomonas sp. URMO17WK12:I2]	0.14861	15	5	8	1	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01433	2565249690 Draft03014 formyltetrahydrofolate deformylase [Pseudomonas syringae pv. tabaci 6605]	0.12382	830	433	295	150	102	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01434	2644884119 Ga0102289_132249 penicillin amidase [Pseudomonas sp. Leaf48]	0.11023	387	165	178	54	44	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01436	2644621899 Ga0102229_112307 amidohydrolase [Pseudomonas sp. Root9]	0.05789	49	27	18	10	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01438	650143875 PFWH6_3808 acetylornithine deacetylase [Pseudomonas fluorescens WH6]	0.12341	728	392	258	137	78	Y	N	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01439	2549666601 NZ4DRAFT_01342 succinyl-diaminopimelate desuccinylase [Pseudomonas syringae ICMP 18804]	0.12341	394	209	141	65	44	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01442	2597849065 Ga0036898_06103 choloylglycine hydrolase [Pseudomonas chlororaphis O6]	0.05399	10	4	3	1	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01443	2580809924 U724_25175 N-acetylglucosamine-6-phosphate deacetylase [Pseudomonas chlororaphis aurantiaca PB-St2]	0.07049	162	70	76	31	16	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01447	2535008065 PAE2_4177 N-acetylmuramoyl-L-alanine amidase [Pseudomonas aeruginosa E2]	0.08988	90	34	46	9	10	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01448	2609825159 Ga0007974_11240 N-acetylmuramoyl-L-alanine amidase [Pseudomonas sp. Snoq117.2]	0.12382	576	290	227	94	59	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01451	2518985936 F476DRAFT_04355 hippurate hydrolase [Pseudomonas sp. URIL14HWK12:I5]	0.11104	379	155	173	54	51	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01452	2574417089 DQ20_04537 putative urate catabolism protein [Pseudomonas aeruginosa PUPa3]	0.05568	16	3	8	0	5	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01453	2580307785 BW43_05240 hypothetical protein [Pseudomonas sp. RIT357]	0.09802	104	42	51	23	11	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01455	2571438282 V476DRAFT_03422 formamidase [Pseudomonas syringae KCTC 12500]	0.07369	113	75	32	3	6	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01457	2505588354 PphHB10Y_0029.00003320 allophanate hydrolase [Pseudomonas syringae PphHB10Y (Psy102)]	0.10121	301	215	68	37	18	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01458	2643587644 Ga0102003_105284 N-formylglutamate deformylase/formiminoglutamase [Pseudomonas sp. 397MF]	0.05701	6	4	1	1	1	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01461	2643584985 Ga0102003_10237 N-acyl-D-glutamate deacylase/N-acyl-D-amino-acid deacylase [Pseudomonas sp. 397MF]	0.01222	62	54	7	2	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01462	2510295411 PsK12I2DRAFT_00039980 peptide deformylase [Pseudomonas sp. MOIL14HWK12:I2]	0.12382	650	326	249	116	75	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01464	2583793001 P637DRAFT_03491 dihydropyrimidinase [Pseudomonas chlororaphis YL-1]	0.11616	240	104	103	56	33	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01465	648416895 PsyrptM_010100017760 dihydroorotase (EC 3.5.2.3) [Pseudomonas syringae pv. tomato Max13]	0.12405	857	396	359	150	102	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01467	2518985777 F476DRAFT_04195 beta-lactamase class C [Pseudomonas sp. URIL14HWK12:I5]	0.1099	323	169	116	60	38	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01468	2644186057 Ga0102076_10830 imidazolonepropionase [Pseudomonas sp. Root329]	0.11238	324	165	120	61	39	N	Y	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01470	2511337011 PMI32_01314 creatinine amidohydrolase [Pseudomonas sp. GM60]	0.16879	47	13	22	5	12	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01473	2521841924 F632DRAFT_02542 N-methylhydantoinase A [Pseudomonas sp. LAIL14HWK12:I10]	0.10733	67	27	29	21	11	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01474	2625564954 Ga0076511_112800 N-methylhydantoinase B [Pseudomonas protegens Pf-5 (re-annotation)]	0.10759	71	29	29	22	13	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01476	649636699 PFLU3261 putative arginase [Pseudomonas fluorescens SBW25]	0.07043	39	31	6	9	2	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01477	2609746452 Ga0066769_110194 allantoicase [Pseudomonas sp. OK602]	0.08734	269	141	105	42	23	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01478	2596992175 Pmed_03097 arginine deiminase [Pseudomonas mediterranea CFBP5447 (CFBP5447 re-assembly)]	0.12682	281	110	132	54	39	N	N	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01479	2523570529 D882DRAFT_01664 formiminoglutamase [Pseudomonas sp. URMO17WK12:I12]	0.11261	395	176	169	62	50	N	Y	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01480	2525059669 D907DRAFT_04685 agmatinase [Pseudomonas sp. LAIL14HWK12:I6]	0.10558	139	67	47	48	25	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01482	2554816536 PGPR2DRAFT_04205 dimethylargininase [Pseudomonas aeruginosa PGPR2]	0.0066	61	4	49	0	8	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	N	Y	N	Untested	Untested	N
KO:K01483	2581299604 PCH70_15940 ureidoglycolate lyase [Pseudomonas cichorii JBC1]	0.12007	351	167	137	57	47	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01484	2609821378 Ga0007974_101518 succinylarginine dihydrolase [Pseudomonas sp. Snoq117.2]	0.11206	328	167	122	61	39	N	Y	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01485	2586030606 PS417_09800 cytosine deaminase [Pseudomonas simiae WCS417]	0.12353	418	199	163	83	56	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01487	2597857071 Ga0036899_01883 guanine deaminase [Pseudomonas chlororaphis aureofaciens 30-84]	0.12277	405	176	180	62	49	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01488	2523742045 H619DRAFT_03673 adenosine deaminase [Pseudomonas parafulva DSM 17004]	0.12309	359	175	141	64	43	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01489	2505543794 PmeN6801_0056.00002370 Dephospho-CoA kinase [Pseudomonas syringae PmeN6801 (Psy44)]	0.08404	36	24	9	2	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01491	"648877931 PSA3335_1693 methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)/5,10-methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) [Pseudomonas savastanoi pv. savastanoi NCPPB 3335]"	0.12382	507	274	172	100	61	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01494	2639086653 Ga0073240_11559 dCTP deaminase [Pseudomonas sp. 48MFCvi1.1]	0.12382	414	231	140	61	43	Y	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01495	2505608520 PavISPaVe037_0020.00000770 GTP cyclohydrolase I [Pseudomonas syringae PavISPaVe037 (Psy119)]	0.12382	681	333	267	120	81	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01496	2639082693 Ga0073240_102215 phosphoribosyl-AMP cyclohydrolase [Pseudomonas sp. 48MFCvi1.1]	0.12382	395	189	160	65	46	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01497	2563179385 N033DRAFT_03195 GTP cyclohydrolase II [Pseudomonas syringae pv. syringae 1212]	0.12382	361	175	142	63	44	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01501	2609645689 Ga0066767_106111 nitrilase [Pseudomonas sp. OK266]	0.07058	186	96	72	48	18	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K01502	2511304758 PMI26_05932 aliphatic nitrilase [Pseudomonas sp. GM33]	0.07734	61	35	21	12	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01505	2606198871 Ga0006985_1183 1-aminocyclopropane-1-carboxylate deaminase [Pseudomonas fluorescens A2-S9]	0.12181	432	243	144	78	45	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01507	2562292652 PflA506_4741 inorganic pyrophosphatase [Pseudomonas fluorescens A506]	0.12343	428	228	152	68	48	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	N	N	N	N	Untested	N
KO:K01512	2523661421 H042DRAFT_03520 acylphosphatase [Pseudomonas sp. URMO17WK12:I4]	0.05389	83	10	63	5	10	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01515	2505491013 PgyUnB647_0071.00000300 ADP-ribose pyrophosphatase [Pseudomonas syringae PgyUnB647 (Psy14)]	0.12382	427	237	146	65	44	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01520	2521748253 H155DRAFT_04116 deoxyuridine 5'-triphosphate nucleotidohydrolase [Pseudomonas sp. LAMO17WK12:I5]	0.12382	355	172	140	61	43	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01521	2510312529 PsoK12DRAFT_00035380 CDP-diacylglycerol pyrophosphatase [Pseudomonas oleovorans MOIL14HWK12]	0.24283	15	3	10	2	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01523	2586885943 K659DRAFT_03909 phosphoribosyl-ATP pyrophosphatase [Pseudomonas corrugata CFBP 5454]	0.12382	349	169	137	61	43	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01524	2580302929 BW43_00383 Ppx/GppA phosphatase [Pseudomonas sp. RIT357]	0.12382	404	207	147	84	50	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01525	"2508795850 Pmp_00040460 Bis(5'nucleosyl)-tetraphosphatase, ApaH [Pseudomonas syringae pv. morsprunorum M302280PT (Morsprunorum)]"	0.12403	349	170	137	61	42	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01531	2644620295 Ga0102229_10399 Mg2+-importing ATPase [Pseudomonas sp. Root9]	0.12473	250	105	115	44	30	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01533	2625564115 Ga0076511_111960 Cu2+-exporting ATPase [Pseudomonas protegens Pf-5 (re-annotation)]	0.12168	357	165	150	59	42	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01534	2518993825 F474DRAFT_02273 Cd2+/Zn2+-exporting ATPase [Pseudomonas sp. URIL14HWK12:I12]	0.11645	410	175	181	63	54	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01545	"2525055947 D907DRAFT_00956 K+-transporting ATPase, KdpF subunit [Pseudomonas sp. LAIL14HWK12:I6]"	0.08174	172	117	37	53	18	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K01546	2511324161 PMI30_00684 K+-transporting ATPase ATPase A chain [Pseudomonas sp. GM50]	0.11131	344	170	132	60	42	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01547	2549668597 NZ4DRAFT_03340 K+-transporting ATPase ATPase B chain [Pseudomonas syringae ICMP 18804]	0.11131	356	179	135	62	42	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01548	2505519508 PmaES4326_0042.00000870 K+-transporting ATPase ATPase C chain [Pseudomonas syringae PmaES4326 (Psy34)]	0.11131	346	172	132	60	42	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01551	640486331 PST_0375 arsenite efflux ATP-binding protein ArsA (TC 3.A.4.1.1) [Pseudomonas stutzeri A1501]	0.1251	36	5	25	1	6	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01555	2566248047 CD58_04885 fumarylacetoacetate hydrolase [Pseudomonas brassicacearum DF41]	0.1078	317	161	118	57	38	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01556	2625562937 Ga0076511_11782 Kynureninase [Pseudomonas protegens Pf-5 (re-annotation)]	0.17788	135	48	72	17	15	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01560	2543183045 A988_00515 2-haloacid dehalogenase [Pseudomonas syringae BRIP39023]	0.08331	373	236	112	48	25	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01561	2550629859 OQMDRAFT_03897 haloacetate dehalogenase [Pseudomonas sp. R81]	0.14655	126	39	74	14	13	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01571	"2644976194 Ga0102309_139439 oxaloacetate decarboxylase, alpha subunit [Pseudomonas sp. Leaf83]"	0.11938	30	3	20	0	7	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01572	"2644976195 Ga0102309_139440 oxaloacetate decarboxylase, beta subunit [Pseudomonas sp. Leaf83]"	0.11938	29	3	20	0	6	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01573	"2644976193 Ga0102309_139438 oxaloacetate decarboxylase, gamma subunit [Pseudomonas sp. Leaf83]"	0.11943	26	2	18	0	6	N	N	N	N	N	Y	Y	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K01574	2596993547 Pmed_04470 acetoacetate decarboxylase [Pseudomonas mediterranea CFBP5447 (CFBP5447 re-assembly)]	0.06221	6	4	1	1	1	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K01576	2643584732 Ga0102003_1011155 benzoylformate decarboxylase [Pseudomonas sp. 397MF]	0.06784	90	25	55	7	10	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01579	2527290992 Pchs_06189 L-aspartate 1-decarboxylase [Pseudomonas chlororaphis HT66]	0.16725	156	58	81	31	17	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01580	2527287556 Pchs_02749 glutamate decarboxylase [Pseudomonas chlororaphis HT66]	0.0479	9	1	5	0	3	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01581	2523693873 H618DRAFT_04125 ornithine decarboxylase (EC 4.1.1.17) [Pseudomonas cremoricolorata DSM 17059]	0.12382	403	211	147	68	45	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01582	2644188273 Ga0102076_12741 lysine decarboxylase/arginine decarboxylase [Pseudomonas sp. Root329]	0.04798	17	10	4	6	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K01584	2511351558 PMI34_03788 ornithine decarboxylase [Pseudomonas sp. GM74]	0.13192	281	104	137	55	40	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N
KO:K01585	643087610 PSPTOT1_4625 arginine decarboxylase (EC 4.1.1.19) [Pseudomonas syringae pv. tomato T1]	0.12382	350	170	137	61	43	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K01586	2609823070 Ga0007974_103310 diaminopimelate decarboxylase [Pseudomonas sp. Snoq117.2]	0.12382	530	289	180	90	61	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K01588	2508795642 Pmp_00038380 5-(carboxyamino)imidazole ribonucleotide mutase [Pseudomonas syringae pv. morsprunorum M302280PT (Morsprunorum)]	0.12382	351	169	138	61	44	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
