	WP_id	cds	OG	KO id	KO description
Root935|682	WP_057115375.1	cds664			
Root935|683	WP_057115376.1	cds665			
Root935|684	WP_057115377.1	cds666	OG0004663		
Root935|685	WP_057115378.1	cds667	OG0000239	K06867	uncharacterized protein
Root935|686	WP_057115379.1	cds668	OG0000239	K06867	uncharacterized protein
Root935|687	WP_057115380.1	cds669			
Root935|688	WP_057115381.1	cds670	OG0000789	K07146	UPF0176 protein
Root935|689	WP_057115383.1	cds672	OG0000023	K18138	acrB; multidrug efflux pump
Root935|690	WP_057115384.1	cds673	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
Root935|691	WP_057115385.1	cds674	OG0003719		
Root935|692	WP_057115386.1	cds675	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
Root935|693	WP_057115387.1	cds676	OG0006408	K06443	lcyB; lycopene beta-cyclase [EC:5.5.1.19]
Root935|694	WP_057115388.1	cds677	OG0007536		
Root935|695	WP_057115389.1	cds678	OG0000316	K16092	btuB; vitamin B12 transporter
Root935|696	WP_057115390.1	cds679	OG0003132		
Root935|697	WP_057115391.1	cds680			
Root935|698	WP_057115392.1	cds681	OG0001667	K09823	zur; Fur family transcriptional regulator, zinc uptake regulator
Root935|699	WP_057115393.1	cds682	OG0001309	K03322	mntH; manganese transport protein
Root935|700	WP_057115394.1	cds683	OG0001890	K03709	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
Root935|701	WP_057115395.1	cds684			
Root935|702	WP_057115396.1	cds685	OG0001985		
Root935|703	WP_057115397.1	cds686	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Root935|704	WP_057115398.1	cds687	OG0000202	K07708	glnL; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
Root935|705	WP_057115399.1	cds688	OG0001520	K08973	putative membrane protein
Root935|706	WP_057115400.1	cds689			
Root935|707	WP_057115401.1	cds690	OG0000734	K01772	hemH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]
Root935|708	WP_057115402.1	cds691	OG0002825		
Root935|709	WP_057115403.1	cds693	OG0000841	K01749	hemC; hydroxymethylbilane synthase [EC:2.5.1.61]
Root935|710	WP_057115404.1	cds694	OG0007518	K01719	hemD; uroporphyrinogen-III synthase [EC:4.2.1.75]
Root935|711	WP_057115405.1	cds695	OG0000925	K01599	hemE; uroporphyrinogen decarboxylase [EC:4.1.1.37]
Root935|712	WP_057115406.1	cds696			
Root935|713	WP_057115407.1	cds697	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
Root935|714	WP_057115408.1	cds698	OG0001536	K00228	CPOX; coproporphyrinogen III oxidase [EC:1.3.3.3]
Root935|715	WP_057115409.1	cds699	OG0003205	K07491	putative transposase
Root935|716	WP_057115410.1	cds700			
Root935|717	WP_057115411.1	cds702	OG0005554		
Root935|718	WP_057115412.1	cds703	OG0005574		
Root935|719	WP_057115413.1	cds704	OG0000645	K01698	hemB; porphobilinogen synthase [EC:4.2.1.24]
Root935|720	WP_057115414.1	cds705	OG0002774	K08738	CYC; cytochrome c
Root935|721	WP_057115415.1	cds706	OG0001469	K07386	pepO; putative endopeptidase [EC:3.4.24.-]
Root935|722	WP_057115416.1	cds707	OG0000223	K07152	SCO1_2; protein SCO1/2
Root935|723	WP_057115417.1	cds709	OG0003168	K04759	feoB; ferrous iron transport protein B
Root935|724	WP_057115418.1	cds710			
Root935|725	WP_057115419.1	cds711	OG0002322	K06950	uncharacterized protein
Root935|726	WP_057115420.1	cds712	OG0004689	K03921	FAB2; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
Root935|727	WP_057115421.1	cds713	OG0000252	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
Root935|728	WP_057115422.1	cds714	OG0001029	K03536	rnpA; ribonuclease P protein component [EC:3.1.26.5]
Root935|729	WP_057115423.1	cds715	OG0004679		
Root935|730	WP_057115424.1	cds716	OG0001069	K03797	E3.4.21.102; carboxyl-terminal processing protease [EC:3.4.21.102]
Root935|731	WP_057115425.1	cds717	OG0000195	K02348	elaA; ElaA protein
Root935|732	WP_057115426.1	cds718	OG0007006		
Root935|733	WP_057115427.1	cds719			
Root935|734	WP_057115428.1	cds721	OG0000826	K00927	PGK; phosphoglycerate kinase [EC:2.7.2.3]
Root935|735	WP_057115429.1	cds723	OG0000329		
Root935|736	WP_057115430.1	cds725			
Root935|737	WP_057115431.1	cds726			
Root935|738	WP_057115432.1	cds727	OG0003186		
Root935|739	WP_057115433.1	cds728			
Root935|740	WP_057115434.1	cds729	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
Root935|741	WP_057115435.1	cds730			
Root935|742	WP_057115436.1	cds731	OG0000200	K10806	yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]
Root935|743	WP_057115437.1	cds732	OG0000742	K03553	recA; recombination protein RecA
Root935|744	WP_057115438.1	cds733	OG0000252	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
Root935|745	WP_057115439.1	cds734	OG0005589		
Root935|746	WP_057115440.1	cds735	OG0000736	K01867	WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
Root935|747	WP_057115441.1	cds736	OG0000860	K04096	smf; DNA processing protein
Root935|748	WP_057115442.1	cds737	OG0007015		
Root935|749	WP_057115443.1	cds738			
Root935|750	WP_057115444.1	cds739	OG0007570		
Root935|751	WP_057115445.1	cds740	OG0003607		
Root935|752	WP_057115446.1	cds741	OG0002577	K06142	hlpA; outer membrane protein
Root935|753	WP_057115447.1	cds742	OG0001655		
Root935|754	WP_057115448.1	cds743	OG0001168	K03495	gidA; tRNA uridine 5-carboxymethylaminomethyl modification enzyme
Root935|755	WP_057115449.1	cds744	OG0000949	K07042	ybeY; probable rRNA maturation factor
Root935|756	WP_057115450.1	cds745	OG0006981		
Root935|757	WP_057115451.1	cds747	OG0000548	K07192	FLOT; flotillin
Root935|758	WP_057115452.1	cds748			
Root935|759	WP_057115453.1	cds749	OG0007044		
Root935|760	WP_057115454.1	cds750	OG0003715		
Root935|761	WP_057115455.1	cds751			
Root935|762	WP_057115456.1	cds752	OG0001636	K01886	QARS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
Root935|763	WP_057115457.1	cds753	OG0000641	K01633	folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]
Root935|764	WP_057115458.1	cds754			
Root935|765	WP_057115459.1	cds755	OG0001395	K06895	lysE; L-lysine exporter family protein LysE/ArgO
Root935|766	WP_057115460.1	cds756	OG0003200		
Root935|767	WP_057115461.1	cds757	OG0000751	K12573	rnr; ribonuclease R [EC:3.1.-.-]
Root935|768	WP_057115462.1	cds758	OG0005287		
Root935|769	WP_057115463.1	cds759	OG0001887	K01808	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
Root935|770	WP_057115464.1	cds760	OG0001519		
Root935|771	WP_057115465.1	cds761	OG0001120	K06959	tex; protein Tex
Root935|772	WP_057115466.1	cds762	OG0002094	K20542	bcsZ; endoglucanase [EC:3.2.1.4]
Root935|773	WP_057115468.1	cds765	OG0006781		
Root935|774	WP_057115469.1	cds767	OG0001775		
Root935|775	WP_057115470.1	cds768	OG0001775		
Root935|776	WP_057115471.1	cds769	OG0001775		
Root935|777	WP_057115472.1	cds770			
Root935|778	WP_057115473.1	cds771	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA
Root935|779	WP_057115474.1	cds772			
Root935|780	WP_057115475.1	cds773	OG0002845		
Root935|781	WP_057115476.1	cds774			
Root935|782	WP_057115477.1	cds775	OG0007529		
Root935|783	WP_057115478.1	cds776			
Root935|784	WP_057115479.1	cds777			
Root935|785	WP_057115480.1	cds778			
Root935|786	WP_057115481.1	cds779			
Root935|787	WP_057115483.1	cds781	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
Root935|788	WP_057115484.1	cds782	OG0002296		
Root935|789	WP_057115485.1	cds783	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
Root935|790	WP_057115486.1	cds784	OG0001609	K03208	wcaI; colanic acid biosynthesis glycosyl transferase WcaI
Root935|791	WP_057115487.1	cds785	OG0001065	K01791	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]
Root935|792	WP_057115488.1	cds786	OG0005474		
Root935|793	WP_057115489.1	cds788	OG0000934	K01945	purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]
Root935|794	WP_057115490.1	cds790			
Root935|795	WP_057115491.1	cds791	OG0000903	K00761	upp; uracil phosphoribosyltransferase [EC:2.4.2.9]
Root935|796	WP_057115492.1	cds792	OG0005525		
Root935|797	WP_057115493.1	cds793	OG0001075	K02843	waaF; heptosyltransferase II [EC:2.4.-.-]
Root935|798	WP_057115494.1	cds794			
Root935|799	WP_057115495.1	cds795	OG0000133	K02613	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
Root935|800	WP_057115496.1	cds796	OG0005455		
Root935|801	WP_057115497.1	cds797	OG0005456	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein
Root935|802	WP_057115498.1	cds798	OG0006967		
Root935|803	WP_057115499.1	cds799	OG0004621		
Root935|804	WP_057115500.1	cds800	OG0006968		
Root935|805	WP_057115501.1	cds801			
Root935|806	WP_057115502.1	cds802	OG0000855	K02108	ATPF0A; F-type H+-transporting ATPase subunit a
Root935|807	WP_057115503.1	cds804	OG0001027	K02109	ATPF0B; F-type H+-transporting ATPase subunit b
Root935|808	WP_057115504.1	cds805	OG0000854	K02113	ATPF1D; F-type H+-transporting ATPase subunit delta
Root935|809	WP_057115505.1	cds806	OG0000853	K02111	ATPF1A; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
Root935|810	WP_057115506.1	cds807	OG0000852	K02115	ATPF1G; F-type H+-transporting ATPase subunit gamma
Root935|811	WP_057115507.1	cds808	OG0003663		
Root935|812	WP_057115508.1	cds809	OG0005651		
Root935|813	WP_057115509.1	cds810	OG0001281	K01520	dut; dUTP pyrophosphatase [EC:3.6.1.23]
Root935|814	WP_057115510.1	cds811	OG0005753	K00973	E2.7.7.24; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
Root935|815	WP_057115511.1	cds812	OG0000217	K02656	pilF; type IV pilus assembly protein PilF
Root935|816	WP_057115512.1	cds813	OG0005482		
Root935|817	WP_057115513.1	cds814	OG0001832	K22719	envC; murein hydrolase activator
Root935|818	WP_057115514.1	cds815	OG0000940	K02834	rbfA; ribosome-binding factor A
Root935|819	WP_057115515.1	cds816	OG0000375	K09808	lolC_E; lipoprotein-releasing system permease protein
Root935|820	WP_057115516.1	cds817	OG0001066		
Root935|821	WP_057115517.1	cds819	OG0001346	K01912	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
Root935|822	WP_057115518.1	cds820	OG0004767	K19200	IAL; isopenicillin-N N-acyltransferase like protein
Root935|823	WP_057115519.1	cds821	OG0002075	K09516	RETSAT; all-trans-retinol 13,14-reductase [EC:1.3.99.23]
Root935|824	WP_057115520.1	cds822	OG0002025		
Root935|825	WP_057115521.1	cds823	OG0000511	K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
Root935|826	WP_057115522.1	cds824	OG0005493		
Root935|827	WP_057115523.1	cds825	OG0002026	K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Root935|828	WP_057115524.1	cds826	OG0001740		
Root935|829	WP_057115525.1	cds827	OG0001740		
Root935|830	WP_057115526.1	cds828	OG0007510		
Root935|831	WP_057115527.1	cds829	OG0001504	K03634	lolA; outer membrane lipoprotein carrier protein
Root935|832	WP_057115528.1	cds830	OG0000201	K22278	pdgA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]
Root935|833	WP_057115529.1	cds831	OG0007509		
Root935|834	WP_057115530.1	cds832	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
Root935|835	WP_057115531.1	cds834	OG0007508		
Root935|836	WP_057115532.1	cds835			
Root935|837	WP_057115533.1	cds836	OG0007507	K00647	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
Root935|838	WP_057115534.1	cds837	OG0002223	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
Root935|839	WP_057115535.1	cds838	OG0001410	K01992	ABC-2.P; ABC-2 type transport system permease protein
Root935|840	WP_057115536.1	cds839	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Root935|841	WP_057115537.1	cds840	OG0007506		
Root935|842	WP_057115538.1	cds841	OG0007505		
Root935|843	WP_057115539.1	cds842			
Root935|844	WP_057115540.1	cds843	OG0001836		
Root935|845	WP_057115541.1	cds844	OG0001836		
Root935|846	WP_057115542.1	cds845	OG0007504	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
Root935|847	WP_057115543.1	cds846	OG0007503		
Root935|848	WP_057115544.1	cds847	OG0002224		
Root935|849	WP_057115545.1	cds848	OG0002225	K02078	acpP; acyl carrier protein
Root935|850	WP_057115546.1	cds849	OG0001674	K00647	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
Root935|851	WP_057115547.1	cds850	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Root935|852	WP_057115548.1	cds851	OG0004769		
Root935|853	WP_057115549.1	cds852	OG0007511	K01745	hutH; histidine ammonia-lyase [EC:4.3.1.3]
Root935|854	WP_057115550.1	cds853	OG0002222	K21401	menJ; menaquinone-9 beta-reductase [EC:1.3.99.38]
Root935|855	WP_057115551.1	cds854	OG0007512		
Root935|856	WP_057115552.1	cds855			
Root935|857	WP_057115553.1	cds856	OG0003688	K03534	rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
Root935|858	WP_057115554.1	cds857	OG0000111	K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
Root935|859	WP_057115555.1	cds858	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Root935|860	WP_057115556.1	cds860	OG0000022	K13653	AraC family transcriptional regulator
Root935|861	WP_057115557.1	cds861	OG0004157	K18333	L-fucose dehydrogenase
Root935|862	WP_057115558.1	cds862	OG0000122	K14393	actP; cation/acetate symporter
Root935|863	WP_057115559.1	cds863	OG0003953	K00965	galT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
Root935|864	WP_057115560.1	cds864	OG0002812	K00849	galK; galactokinase [EC:2.7.1.6]
Root935|865	WP_057115561.1	cds865	OG0000743	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
Root935|866	WP_057115562.1	cds866	OG0000057	K03710	GntR family transcriptional regulator
Root935|867	WP_057115563.1	cds867	OG0000608	K03207	wcaH; colanic acid biosynthesis protein WcaH [EC:3.6.1.-]
Root935|868	WP_057115564.1	cds868	OG0003112	K01209	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]
Root935|869	WP_057115565.1	cds869	OG0002088	K00853	araB; L-ribulokinase [EC:2.7.1.16]
Root935|870	WP_057115566.1	cds870	OG0000491	K08964	mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
Root935|871	WP_057115567.1	cds871	OG0003126	K01804	araA; L-arabinose isomerase [EC:5.3.1.4]
Root935|872	WP_057115568.1	cds872	OG0000743	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
Root935|873	WP_057115569.1	cds873	OG0002087		
Root935|874	WP_057115570.1	cds875	OG0001048	K02897	RP-L25; large subunit ribosomal protein L25
Root935|875	WP_057115571.1	cds878	OG0000891	K01056	PTH1; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
Root935|876	WP_057115572.1	cds879	OG0000345	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
Root935|877	WP_057115573.1	cds880	OG0000794	K00764	purF; amidophosphoribosyltransferase [EC:2.4.2.14]
Root935|878	WP_057115574.1	cds883			
Root935|879	WP_057115575.1	cds884	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Root935|880	WP_057115576.1	cds886	OG0000558	K03469	rnhA; ribonuclease HI [EC:3.1.26.4]
Root935|881	WP_057115577.1	cds887	OG0000785	K11175	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
Root935|882	WP_057115578.1	cds889	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
Root935|883	WP_057115579.1	cds890	OG0001059	K03685	rnc; ribonuclease III [EC:3.1.26.3]
Root935|884	WP_057115580.1	cds891	OG0006962		
Root935|885	WP_057115581.1	cds892	OG0000471	K00873	PK; pyruvate kinase [EC:2.7.1.40]
Root935|886	WP_057115582.1	cds893	OG0003585	K01130	E3.1.6.1; arylsulfatase [EC:3.1.6.1]
Root935|887	WP_057115584.1	cds895			
Root935|888	WP_057115585.1	cds898	OG0003677		
Root935|889	WP_057115586.1	cds899	OG0002240		
Root935|890	WP_057115587.1	cds900	OG0001271		
Root935|891	WP_057115588.1	cds901	OG0001517		
Root935|892	WP_057115589.1	cds902			
Root935|893	WP_057115591.1	cds903			
Root935|894	WP_057115593.1	cds904	OG0002105		
Root935|895	WP_057115595.1	cds906	OG0000871	K11749	rseP; regulator of sigma E protease [EC:3.4.24.-]
Root935|896	WP_057115598.1	cds907			
Root935|897	WP_057115600.1	cds908	OG0001911	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein
Root935|898	WP_057115601.1	cds909	OG0000300	K00354	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]
Root935|899	WP_057115603.1	cds910	OG0001067	K03810	mviM; virulence factor
Root935|900	WP_057115605.1	cds912	OG0007622		
Root935|901	WP_057115607.1	cds913	OG0007621		
Root935|902	WP_057115609.1	cds914			
Root935|903	WP_057115612.1	cds915	OG0000928	K03665	hflX; GTPase
Root935|904	WP_057115614.1	cds916	OG0004662		
Root935|905	WP_057115616.1	cds917	OG0005511		
Root935|906	WP_057115618.1	cds919	OG0001417	K02426	sufE; cysteine desulfuration protein SufE
Root935|907	WP_057115620.1	cds920	OG0007629		
Root935|908	WP_057115622.1	cds921	OG0000866	K11717	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
Root935|909	WP_057115624.1	cds922	OG0000653		
Root935|910	WP_057115626.1	cds923	OG0002808	K09015	sufD; Fe-S cluster assembly protein SufD
Root935|911	WP_057115629.1	cds924			
Root935|912	WP_057115631.1	cds926	OG0002290	K09014	sufB; Fe-S cluster assembly protein SufB
Root935|913	WP_057115632.1	cds928	OG0005470		
Root935|914	WP_057115635.1	cds929	OG0000774		
Root935|915	WP_057115637.1	cds930			
Root935|916	WP_057115639.1	cds931	OG0000096	K14645	serine protease [EC:3.4.21.-]
Root935|917	WP_057115641.1	cds932	OG0002854		
Root935|918	WP_057115643.1	cds933	OG0002530	K22025	denD; D-erythronate 2-dehydrogenase [EC:1.1.1.410]
Root935|919	WP_057115646.1	cds935	OG0000654	K03723	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
Root935|920	WP_057115649.1	cds936	OG0004724		
Root935|921	WP_057115651.1	cds937	OG0002829		
Root935|922	WP_057115654.1	cds939	OG0001568	K16147	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]
Root935|923	WP_057115657.1	cds940	OG0004682	K21571	susE_F; starch-binding outer membrane protein SusE/F
Root935|924	WP_057115659.1	cds941	OG0007021	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
Root935|925	WP_057115662.1	cds942	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
Root935|926	WP_057115664.1	cds943	OG0000043	K07165	fecR; transmembrane sensor
Root935|927	WP_057115666.1	cds944	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Root935|928	WP_057115668.1	cds946	OG0001055	K07460	yraN; putative endonuclease
Root935|929	WP_057115670.1	cds949	OG0003926	K00452	HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]
Root935|930	WP_057115672.1	cds950	OG0007582		
Root935|931	WP_057115674.1	cds951	OG0001729		
Root935|932	WP_057115677.1	cds952	OG0002294	K12574	rnj; ribonuclease J [EC:3.1.-.-]
Root935|933	WP_057115679.1	cds953	OG0001698	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
Root935|934	WP_057115682.1	cds954	OG0007580		
Root935|935	WP_057115684.1	cds955	OG0003118		
Root935|936	WP_057115686.1	cds956	OG0001375	K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
Root935|937	WP_057115689.1	cds957	OG0001376	K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
Root935|938	WP_057115692.1	cds958	OG0001260	K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
Root935|939	WP_057115695.1	cds960	OG0001378	K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
Root935|940	WP_057115699.1	cds961	OG0001261	K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
Root935|941	WP_057115702.1	cds962	OG0001379	K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
Root935|942	WP_057115704.1	cds963	OG0001380	K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
Root935|943	WP_057115706.1	cds964	OG0001381	K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
Root935|944	WP_057115709.1	cds965	OG0000799	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
Root935|945	WP_057115711.1	cds966	OG0001382	K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]
Root935|946	WP_057115713.1	cds967	OG0003185	K00332	nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
Root935|947	WP_057115716.1	cds969	OG0001384	K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
Root935|948	WP_057115718.1	cds971	OG0001110	K01876	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
Root935|949	WP_057115720.1	cds972	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
Root935|950	WP_057115722.1	cds973	OG0000442	K03832	tonB; periplasmic protein TonB
Root935|951	WP_057115724.1	cds974	OG0000932		
Root935|952	WP_057115726.1	cds975	OG0001823		
Root935|953	WP_057115728.1	cds976	OG0002451		
Root935|954	WP_057115731.1	cds977			
Root935|955	WP_057115734.1	cds978	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Root935|956	WP_057115736.1	cds979	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
Root935|957	WP_057115738.1	cds980	OG0000886	K00164	OGDH; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
Root935|958	WP_057115741.1	cds981			
Root935|959	WP_057115743.1	cds982			
Root935|960	WP_057115747.1	cds983			
Root935|961	WP_057115750.1	cds984	OG0000686	K02523	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]
Root935|962	WP_057115752.1	cds985	OG0000311		
Root935|963	WP_057115754.1	cds987	OG0000314	K12340	tolC; outer membrane protein
Root935|964	WP_057115756.1	cds988	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
Root935|965	WP_057115758.1	cds989	OG0000023	K18138	acrB; multidrug efflux pump
Root935|966	WP_057115761.1	cds990	OG0000248	K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
Root935|967	WP_057115763.1	cds991	OG0007041		
Root935|968	WP_057115768.1	cds993			
Root935|969	WP_057115771.1	cds994	OG0007608		
Root935|970	WP_057115773.1	cds996	OG0007019		
Root935|971	WP_057115775.1	cds997			
Root935|972	WP_057115778.1	cds998	OG0002333		
Root935|973	WP_057115781.1	cds999	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
Root935|974	WP_057115783.1	cds1000	OG0003006		
Root935|975	WP_057115785.1	cds1001	OG0000361	K01424	E3.5.1.1; L-asparaginase [EC:3.5.1.1]
Root935|976	WP_057115787.1	cds1002	OG0000145	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
Root935|977	WP_057115790.1	cds1003	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
Root935|978	WP_057115793.1	cds1004	OG0002276	K01611	speD; S-adenosylmethionine decarboxylase [EC:4.1.1.50]
Root935|979	WP_057115796.1	cds1005			
Root935|980	WP_057115798.1	cds1006			
Root935|981	WP_057115800.1	cds1007			
Root935|982	WP_057115804.1	cds1008	OG0001603	K00797	speE; spermidine synthase [EC:2.5.1.16]
Root935|983	WP_057115806.1	cds1010			
Root935|984	WP_057115809.1	cds1011	OG0004174		
Root935|985	WP_057115811.1	cds1012	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]
Root935|986	WP_057115813.1	cds1014	OG0004594		
Root935|987	WP_057115815.1	cds1015	OG0003899		
Root935|988	WP_057115817.1	cds1016	OG0001286	K00252	GCDH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
Root935|989	WP_057115820.1	cds1017	OG0001271		
Root935|990	WP_057115822.1	cds1018	OG0007517		
Root935|991	WP_057115824.1	cds1019			
Root935|992	WP_057115826.1	cds1020			
Root935|993	WP_057115829.1	cds1022	OG0005754	K13408	raxA; membrane fusion protein
Root935|994	WP_057115831.1	cds1024	OG0007047		
Root935|995	WP_057115833.1	cds1025	OG0000973	K02860	rimM; 16S rRNA processing protein RimM
Root935|996	WP_057115836.1	cds1026	OG0001114	K02959	RP-S16; small subunit ribosomal protein S16
Root935|997	WP_057115838.1	cds1027			
Root935|998	WP_057115840.1	cds1028	OG0002515		
Root935|999	WP_057115842.1	cds1029	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
Root935|1000	WP_057115844.1	cds1030	OG0000682	K01649	leuA; 2-isopropylmalate synthase [EC:2.3.3.13]
Root935|1001	WP_057115845.1	cds1031	OG0000574	K01704	leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
Root935|1002	WP_057115846.1	cds1032	OG0000485	K01703	leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
Root935|1003	WP_057115847.1	cds1033	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Root935|1004	WP_057115848.1	cds1034	OG0000150		
Root935|1005	WP_057115849.1	cds1035	OG0000225	K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
Root935|1006	WP_057115850.1	cds1036			
Root935|1007	WP_057115851.1	cds1037	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
Root935|1008	WP_057115852.1	cds1038	OG0000731	K01354	ptrB; oligopeptidase B [EC:3.4.21.83]
