	WP_id	cds	OG	KO id	KO description
Leaf404|727	WP_056028131.1	cds745	OG0000421	K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
Leaf404|728	WP_056028134.1	cds746	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf404|729	WP_056028137.1	cds747	OG0005480		
Leaf404|730	WP_056028140.1	cds748	OG0003713	K00384	trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]
Leaf404|731	WP_056028142.1	cds749	OG0001457	K04755	fdx; ferredoxin, 2Fe-2S
Leaf404|732	WP_056028144.1	cds750	OG0001509	K06889	uncharacterized protein
Leaf404|733	WP_056028146.1	cds751	OG0005638		
Leaf404|734	WP_056028149.1	cds752	OG0005637		
Leaf404|735	WP_056028152.1	cds753	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
Leaf404|736	WP_056028155.1	cds754	OG0000653		
Leaf404|737	WP_056028158.1	cds756			
Leaf404|738	WP_056028161.1	cds757	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
Leaf404|739	WP_056028165.1	cds758	OG0007535		
Leaf404|740	WP_056028168.1	cds759	OG0000231	K03657	uvrD; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
Leaf404|741	WP_056028171.1	cds760			
Leaf404|742	WP_056028174.1	cds761	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
Leaf404|743	WP_056028177.1	cds762	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
Leaf404|744	WP_056028180.1	cds763	OG0001472	K03075	secG; preprotein translocase subunit SecG
Leaf404|745	WP_056028183.1	cds764	OG0001466		
Leaf404|746	WP_056028186.1	cds765	OG0000784	K06187	recR; recombination protein RecR
Leaf404|747	WP_056028189.1	cds766			
Leaf404|748	WP_056028193.1	cds767			
Leaf404|749	WP_056028196.1	cds768	OG0004080	K01270	pepD; dipeptidase D [EC:3.4.13.-]
Leaf404|750	WP_056028199.1	cds769	OG0005254	K07448	mrr; restriction system protein
Leaf404|751	WP_056028202.1	cds770	OG0001221		
Leaf404|752	WP_056028205.1	cds771	OG0003204		
Leaf404|753	WP_056028208.1	cds772	OG0002448	K01555	FAH; fumarylacetoacetase [EC:3.7.1.2]
Leaf404|754	WP_056028210.1	cds773			
Leaf404|755	WP_056028213.1	cds774	OG0000541	K00457	HPD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
Leaf404|756	WP_056028216.1	cds775			
Leaf404|757	WP_056028219.1	cds776	OG0001803	K18118	aarC; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]
Leaf404|758	WP_056028222.1	cds777	OG0001821	K00451	HGD; homogentisate 1,2-dioxygenase [EC:1.13.11.5]
Leaf404|759	WP_056028227.1	cds778	OG0000316	K16092	btuB; vitamin B12 transporter
Leaf404|760	WP_056028230.1	cds779	OG0007536		
Leaf404|761	WP_056028233.1	cds780	OG0005756	K03455	TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family
Leaf404|762	WP_056028236.1	cds781			
Leaf404|763	WP_056028241.1	cds782	OG0000187		
Leaf404|764	WP_056028245.1	cds783	OG0000848	K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
Leaf404|765	WP_056028248.1	cds784	OG0000384		
Leaf404|766	WP_056028254.1	cds785	OG0000384		
Leaf404|767	WP_056028256.1	cds786	OG0000384		
Leaf404|768	WP_056028258.1	cds787			
Leaf404|769	WP_056028260.1	cds788	OG0004590		
Leaf404|770	WP_056028263.1	cds789	OG0001404	K01251	E3.3.1.1; adenosylhomocysteinase [EC:3.3.1.1]
Leaf404|771	WP_056028267.1	cds790	OG0001899	K06133	LYS5; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
Leaf404|772	WP_056028270.1	cds791	OG0000714		
Leaf404|773	WP_056028273.1	cds792	OG0005510		
Leaf404|774	WP_056028276.1	cds793	OG0007537		
Leaf404|775	WP_056028279.1	cds794	OG0005475		
Leaf404|776	WP_056028282.1	cds795	OG0000739	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
Leaf404|777	WP_056028285.1	cds796	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
Leaf404|778	WP_056028288.1	cds797	OG0005533		
Leaf404|779	WP_056028291.1	cds798	OG0001158	K09001	anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
Leaf404|780	WP_056028294.1	cds799	OG0005650		
Leaf404|781	WP_056028297.1	cds800	OG0004726		
Leaf404|782	WP_056028300.1	cds801	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
Leaf404|783	WP_056028303.1	cds802			
Leaf404|784	WP_056028306.1	cds804			
Leaf404|785	WP_056028309.1	cds805	OG0000454		
Leaf404|786	WP_056028312.1	cds806	OG0002560		
Leaf404|787	WP_056028315.1	cds807	OG0000117	K03543	emrA; membrane fusion protein, multidrug efflux system
Leaf404|788	WP_056028319.1	cds808	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
Leaf404|789	WP_056028322.1	cds809	OG0000035		
Leaf404|790	WP_056028325.1	cds810	OG0000263	K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Leaf404|791	WP_056028328.1	cds811	OG0000363	K05786	rarD; chloramphenicol-sensitive protein RarD
Leaf404|792	WP_056028329.1	cds812	OG0000810	K01246	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
Leaf404|793	WP_056028332.1	cds813	OG0007538		
Leaf404|794	WP_056028335.1	cds814			
Leaf404|795	WP_056028338.1	cds815			
Leaf404|796	WP_056028341.1	cds816	OG0004770	K07001	NTE family protein
Leaf404|797	WP_056028344.1	cds817			
Leaf404|798	WP_056028347.1	cds818			
Leaf404|799	WP_056028349.1	cds819			
Leaf404|800	WP_056028352.1	cds820			
Leaf404|801	WP_056028355.1	cds821			
Leaf404|802	WP_056028358.1	cds822	OG0000072	K03286	TC.OOP; OmpA-OmpF porin, OOP family
Leaf404|803	WP_056028361.1	cds823			
Leaf404|804	WP_056028363.1	cds824			
Leaf404|805	WP_056028366.1	cds825	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf404|806	WP_056028369.1	cds826			
Leaf404|807	WP_056028372.1	cds827	OG0000386	K03284	corA; magnesium transporter
Leaf404|808	WP_056028375.1	cds828	OG0000180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
Leaf404|809	WP_056028378.1	cds829	OG0004441		
Leaf404|810	WP_056028381.1	cds830	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
Leaf404|811	WP_056028384.1	cds831	OG0000237	K00600	glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]
Leaf404|812	WP_056028387.1	cds755	OG0001212	K06200	cstA; carbon starvation protein
Leaf404|813	WP_056028390.1	cds832	OG0000916	K03565	recX; regulatory protein
Leaf404|814	WP_056028394.1	cds833			
Leaf404|815	WP_056028397.1	cds834			
Leaf404|816	WP_056028399.1	cds835			
Leaf404|817	WP_056028402.1	cds836			
Leaf404|818	WP_056028405.1	cds837			
Leaf404|819	WP_056028408.1	cds838			
Leaf404|820	WP_056028412.1	cds839			
Leaf404|821	WP_056028415.1	cds840			
Leaf404|822	WP_056028418.1	cds842	OG0000196	K01356	lexA; repressor LexA [EC:3.4.21.88]
Leaf404|823	WP_056028421.1	cds843	OG0001773	K03502	umuC; DNA polymerase V
Leaf404|824	WP_056028424.1	cds844	OG0000738		
Leaf404|825	WP_056028427.1	cds845			
Leaf404|826	WP_056028433.1	cds848	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
Leaf404|827	WP_056028435.1	cds849			
Leaf404|828	WP_056028438.1	cds850	OG0000460	K01525	apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
Leaf404|829	WP_056028441.1	cds851	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
Leaf404|830	WP_056028443.1	cds852			
Leaf404|831	WP_056028449.1	cds853			
Leaf404|832	WP_056028452.1	cds854	OG0001117	K03169	topB; DNA topoisomerase III [EC:5.99.1.2]
Leaf404|833	WP_056028455.1	cds855	OG0005616		
Leaf404|834	WP_056028458.1	cds857	OG0005306		
Leaf404|835	WP_056028461.1	cds858	OG0000263	K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Leaf404|836	WP_056028464.1	cds859	OG0007539		
Leaf404|837	WP_056028467.1	cds860	OG0005757		
Leaf404|838	WP_056028472.1	cds866	OG0002050		
Leaf404|839	WP_056028475.1	cds867	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
Leaf404|840	WP_056028478.1	cds868	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Leaf404|841	WP_056028481.1	cds869	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Leaf404|842	WP_056028484.1	cds870	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf404|843	WP_056028487.1	cds871	OG0000150		
Leaf404|844	WP_056028490.1	cds872	OG0000417	K09017	rutR; TetR/AcrR family transcriptional regulator
Leaf404|845	WP_056028493.1	cds873	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
Leaf404|846	WP_056028496.1	cds874	OG0000023	K18138	acrB; multidrug efflux pump
Leaf404|847	WP_056028500.1	cds875	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
Leaf404|848	WP_056028506.1	cds877	OG0000401	K03885	ndh; NADH dehydrogenase [EC:1.6.99.3]
Leaf404|849	WP_056028509.1	cds878	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Leaf404|850	WP_056028512.1	cds879	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Leaf404|851	WP_056028515.1	cds880	OG0000108	K20938	ladA; long-chain alkane monooxygenase [EC:1.14.14.28]
Leaf404|852	WP_056028518.1	cds881	OG0000343		
Leaf404|853	WP_056028521.1	cds882	OG0000035		
Leaf404|854	WP_056028524.1	cds883	OG0001341		
Leaf404|855	WP_056028527.1	cds884	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf404|856	WP_056028530.1	cds885	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf404|857	WP_056028533.1	cds886	OG0000268	K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Leaf404|858	WP_056028536.1	cds888	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf404|859	WP_056028539.1	cds890	OG0005758		
Leaf404|860	WP_056028542.1	cds891	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf404|861	WP_056028545.1	cds892	OG0000035		
Leaf404|862	WP_056028550.1	cds893			
Leaf404|863	WP_056028553.1	cds894	OG0000525	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
Leaf404|864	WP_056028556.1	cds895	OG0000192	K10679	nfnB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]
Leaf404|865	WP_056028559.1	cds896	OG0002136		
Leaf404|866	WP_056028562.1	cds897	OG0000401	K03885	ndh; NADH dehydrogenase [EC:1.6.99.3]
Leaf404|867	WP_056028565.1	cds898	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf404|868	WP_056028568.1	cds899	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf404|869	WP_056028570.1	cds900	OG0005344	K01992	ABC-2.P; ABC-2 type transport system permease protein
Leaf404|870	WP_056028577.1	cds902	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf404|871	WP_056028579.1	cds903	OG0003322		
Leaf404|872	WP_056028582.1	cds904	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf404|873	WP_056028585.1	cds905	OG0000275	K02072	metI; D-methionine transport system permease protein
Leaf404|874	WP_056028588.1	cds906	OG0000156	K02073	metQ; D-methionine transport system substrate-binding protein
Leaf404|875	WP_056028591.1	cds907	OG0000929	K01939	purA; adenylosuccinate synthase [EC:6.3.4.4]
Leaf404|876	WP_056028594.1	cds908			
Leaf404|877	WP_056028597.1	cds909	OG0007540	K06926	uncharacterized protein
Leaf404|878	WP_056028600.1	cds910	OG0000904	K00760	hprT; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
Leaf404|879	WP_056028606.1	cds911	OG0001032	K00939	adk; adenylate kinase [EC:2.7.4.3]
Leaf404|880	WP_056028609.1	cds912	OG0000983	K03979	obgE; GTPase [EC:3.6.5.-]
Leaf404|881	WP_056028612.1	cds913	OG0001740		
Leaf404|882	WP_056028615.1	cds915	OG0006564		
Leaf404|883	WP_056028618.1	cds916	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
Leaf404|884	WP_056028621.1	cds919	OG0005428		
Leaf404|885	WP_056028624.1	cds922	OG0000398	K03306	TC.PIT; inorganic phosphate transporter, PiT family
Leaf404|886	WP_056028627.1	cds923	OG0002329	K07220	uncharacterized protein
Leaf404|887	WP_056028630.1	cds924	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
Leaf404|888	WP_056028633.1	cds925	OG0003178		
Leaf404|889	WP_056028636.1	cds926	OG0002527		
Leaf404|890	WP_056028639.1	cds927	OG0007541		
Leaf404|891	WP_056028642.1	cds928			
Leaf404|892	WP_056028645.1	cds929	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
Leaf404|893	WP_056028648.1	cds930	OG0000270	K03806	ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
Leaf404|894	WP_056028654.1	cds932			
Leaf404|895	WP_056028657.1	cds841	OG0001692	K01174	nuc; micrococcal nuclease [EC:3.1.31.1]
Leaf404|896	WP_056028660.1	cds847	OG0001917	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
Leaf404|897	WP_056028663.1	cds861	OG0000403		
Leaf404|898	WP_056028669.1	cds887	OG0002541		
Leaf404|899	WP_056028672.1	cds889	OG0000567		
Leaf404|900	WP_056028673.1	cds914	OG0001726		
Leaf404|901	WP_056028676.1	cds918	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
Leaf404|902	WP_056028679.1	cds920	OG0005251		
Leaf404|903	WP_056028682.1	cds921	OG0001320	K00795	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
Leaf404|904	WP_056028686.1	cds935	OG0001519		
Leaf404|905	WP_056028688.1	cds936			
Leaf404|906	WP_056028691.1	cds937	OG0002568		
Leaf404|907	WP_056028694.1	cds938	OG0003193		
Leaf404|908	WP_056028697.1	cds939			
Leaf404|909	WP_056028700.1	cds940	OG0007542		
Leaf404|910	WP_056028703.1	cds941	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
Leaf404|911	WP_056028705.1	cds942	OG0000035		
Leaf404|912	WP_056028708.1	cds943	OG0004118		
Leaf404|913	WP_056028711.1	cds944	OG0004118		
Leaf404|914	WP_056028714.1	cds945	OG0003699		
Leaf404|915	WP_056028717.1	cds946	OG0000300	K00354	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]
Leaf404|916	WP_056028720.1	cds947	OG0001734	K01489	cdd; cytidine deaminase [EC:3.5.4.5]
Leaf404|917	WP_056028724.1	cds949	OG0007543		
Leaf404|918	WP_056028726.1	cds950	OG0001019	K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
Leaf404|919	WP_056028729.1	cds951	OG0000278	K07566	tsaC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
Leaf404|920	WP_056028732.1	cds952	OG0003205	K07491	putative transposase
Leaf404|921	WP_056028736.1	cds953	OG0004147		
Leaf404|922	WP_056028739.1	cds954	OG0001849		
Leaf404|923	WP_056028742.1	cds955	OG0004633		
Leaf404|924	WP_056028745.1	cds956	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
Leaf404|925	WP_056028746.1	cds957	OG0005555		
Leaf404|926	WP_056028747.1	cds959	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
Leaf404|927	WP_056028749.1	cds960	OG0000510	K01916	nadE; NAD+ synthase [EC:6.3.1.5]
Leaf404|928	WP_056028752.1	cds961	OG0007544		
Leaf404|929	WP_056028754.1	cds962	OG0007545	K06974	amzA; archaemetzincin [EC:3.4.-.-]
Leaf404|930	WP_056028756.1	cds963	OG0007546	K03623	yhcO; ribonuclease inhibitor
Leaf404|931	WP_056028759.1	cds964	OG0005542		
Leaf404|932	WP_056028761.1	cds965	OG0004771		
Leaf404|933	WP_056028763.1	cds966	OG0000325	K03711	fur; Fur family transcriptional regulator, ferric uptake regulator
Leaf404|934	WP_056028765.1	cds967	OG0003132		
Leaf404|935	WP_056028767.1	cds968	OG0000993		
Leaf404|936	WP_056028769.1	cds969	OG0000993		
Leaf404|937	WP_056028771.1	cds970			
Leaf404|938	WP_056028773.1	cds971			
Leaf404|939	WP_056028775.1	cds972	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf404|940	WP_056028777.1	cds973	OG0001610	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
Leaf404|941	WP_056028779.1	cds974	OG0001454	K07215	pigA; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
Leaf404|942	WP_056028781.1	cds975	OG0000382		
Leaf404|943	WP_056028783.1	cds976	OG0004698		
Leaf404|944	WP_056028785.1	cds977			
Leaf404|945	WP_056028787.1	cds978	OG0000573	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
Leaf404|946	WP_056028789.1	cds979	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
Leaf404|947	WP_056028791.1	cds980	OG0004201		
Leaf404|948	WP_056028793.1	cds981	OG0003729	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
Leaf404|949	WP_056028795.1	cds982	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
Leaf404|950	WP_056028797.1	cds983	OG0000149	K06149	uspA; universal stress protein A
Leaf404|951	WP_056028799.1	cds984	OG0000330	K03789	rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
Leaf404|952	WP_056028801.1	cds985			
Leaf404|953	WP_056028803.1	cds986	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf404|954	WP_056028805.1	cds987	OG0000348	K04043	dnaK; molecular chaperone DnaK
Leaf404|955	WP_056028807.1	cds988	OG0000721	K00937	ppk; polyphosphate kinase [EC:2.7.4.1]
Leaf404|956	WP_056028809.1	cds989	OG0000549	K01524	ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
Leaf404|957	WP_056028811.1	cds990	OG0002270	K05526	astE; succinylglutamate desuccinylase [EC:3.5.1.96]
Leaf404|958	WP_056028813.1	cds991			
Leaf404|959	WP_056028815.1	cds992			
Leaf404|960	WP_056028817.1	cds993	OG0005640		
Leaf404|961	WP_056028819.1	cds994			
Leaf404|962	WP_056028821.1	cds995	OG0000918	K07400	nfuA; Fe/S biogenesis protein NfuA
Leaf404|963	WP_056028823.1	cds996	OG0000915	K03593	mrp; ATP-binding protein involved in chromosome partitioning
Leaf404|964	WP_056028825.1	cds997			
Leaf404|965	WP_056028827.1	cds998	OG0007547		
Leaf404|966	WP_056028829.1	cds999	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf404|967	WP_056028831.1	cds1000	OG0000711	K01866	YARS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
Leaf404|968	WP_056028833.1	cds1001			
Leaf404|969	WP_056028835.1	cds1002	OG0000346	K06999	phospholipase/carboxylesterase
Leaf404|970	WP_056028837.1	cds1003	OG0004666		
Leaf404|971	WP_056028839.1	cds1004			
Leaf404|972	WP_056028841.1	cds1005	OG0004583		
Leaf404|973	WP_056028843.1	cds1006	OG0001920		
Leaf404|974	WP_056028845.1	cds1007			
Leaf404|975	WP_056028847.1	cds1008	OG0002857		
Leaf404|976	WP_056028849.1	cds1009			
Leaf404|977	WP_056028852.1	cds1010	OG0000384		
Leaf404|978	WP_056028854.1	cds1011	OG0001154		
Leaf404|979	WP_056028856.1	cds1012			
Leaf404|980	WP_056028858.1	cds1013			
Leaf404|981	WP_056028859.1	cds1014	OG0003255		
Leaf404|982	WP_056028861.1	cds1015			
Leaf404|983	WP_056028867.1	cds958	OG0005490		
Leaf404|984	WP_056028869.1	cds1016	OG0000737	K05808	yhbH; putative sigma-54 modulation protein
Leaf404|985	WP_056028871.1	cds1017	OG0000148	K03733	xerC; integrase/recombinase XerC
Leaf404|986	WP_056028873.1	cds1018	OG0001243	K02970	RP-S21; small subunit ribosomal protein S21
Leaf404|987	WP_056028875.1	cds1019	OG0002109	K03733	xerC; integrase/recombinase XerC
Leaf404|988	WP_056028877.1	cds1020			
Leaf404|989	WP_056028880.1	cds1021			
Leaf404|990	WP_056028882.1	cds1022			
Leaf404|991	WP_056028884.1	cds1023			
Leaf404|992	WP_056028888.1	cds1025			
Leaf404|993	WP_056028890.1	cds1026			
Leaf404|994	WP_056028892.1	cds1027			
Leaf404|995	WP_056028894.1	cds1028			
Leaf404|996	WP_056028896.1	cds1029			
Leaf404|997	WP_056028898.1	cds1030	OG0005429		
Leaf404|998	WP_056028902.1	cds1032			
Leaf404|999	WP_056028904.1	cds1033			
Leaf404|1000	WP_056028906.1	cds1034			
Leaf404|1001	WP_056028908.1	cds1035			
Leaf404|1002	WP_056028910.1	cds1036			
Leaf404|1003	WP_056028912.1	cds1037			
Leaf404|1004	WP_056028914.1	cds1038			
Leaf404|1005	WP_056028916.1	cds1041	OG0000016	K07729	putative transcriptional regulator
Leaf404|1006	WP_056028918.1	cds1042			
Leaf404|1007	WP_056028920.1	cds1043			
Leaf404|1008	WP_056028922.1	cds1044			
Leaf404|1009	WP_056028924.1	cds1045			
Leaf404|1010	WP_056028926.1	cds1046	OG0000521	K04095	fic; cell filamentation protein
Leaf404|1011	WP_056028928.1	cds1048	OG0002335		
Leaf404|1012	WP_056028930.1	cds1049	OG0002309		
Leaf404|1013	WP_056028932.1	cds1051	OG0005622		
Leaf404|1014	WP_056028934.1	cds1052	OG0000085	K01533	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
Leaf404|1015	WP_056028936.1	cds1054	OG0000016	K07729	putative transcriptional regulator
Leaf404|1016	WP_056028938.1	cds1055	OG0007101	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf404|1017	WP_056028940.1	cds1057	OG0000085	K01533	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
Leaf404|1018	WP_056028942.1	cds1058	OG0000598	K15727	czcB; membrane fusion protein, cobalt-zinc-cadmium efflux system
Leaf404|1019	WP_056028948.1	cds1061			
Leaf404|1020	WP_056028950.1	cds1064	OG0007110		
Leaf404|1021	WP_056028952.1	cds1065	OG0004019	K06919	putative DNA primase/helicase
Leaf404|1022	WP_056028954.1	cds1067			
Leaf404|1023	WP_056028957.1	cds1068	OG0002109	K03733	xerC; integrase/recombinase XerC
Leaf404|1024	WP_056028959.1	cds1069	OG0002334	K19789	radD; DNA repair protein RadD
Leaf404|1025	WP_056028961.1	cds1071	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
Leaf404|1026	WP_056028962.1	cds1072	OG0001059	K03685	rnc; ribonuclease III [EC:3.1.26.3]
Leaf404|1027	WP_056028964.1	cds1073			
Leaf404|1028	WP_056028966.1	cds1074	OG0000471	K00873	PK; pyruvate kinase [EC:2.7.1.40]
Leaf404|1029	WP_056028968.1	cds1053	OG0000429	K14588	cueO; blue copper oxidase
Leaf404|1030	WP_056028970.1	cds1056	OG0005648		
Leaf404|1031	WP_056028972.1	cds1063			
Leaf404|1032	WP_056028974.1	cds1077	OG0000329		
Leaf404|1033	WP_056028975.1	cds1078	OG0000329		
Leaf404|1034	WP_056028977.1	cds1079	OG0002573		
Leaf404|1035	WP_056028979.1	cds1080			
Leaf404|1036	WP_056028981.1	cds1081	OG0001022	K03439	trmB; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
Leaf404|1037	WP_056028983.1	cds1082			
Leaf404|1038	WP_056028985.1	cds1083	OG0002856		
Leaf404|1039	WP_056028987.1	cds1084	OG0002566		
Leaf404|1040	WP_056028989.1	cds1085			
Leaf404|1041	WP_056028991.1	cds1086	OG0006978		
Leaf404|1042	WP_056028993.1	cds1087	OG0000867	K02967	RP-S2; small subunit ribosomal protein S2
Leaf404|1043	WP_056028995.1	cds1088	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
Leaf404|1044	WP_056028997.1	cds1090			
Leaf404|1045	WP_056028999.1	cds1091	OG0004163	K11942	icmF; isobutyryl-CoA mutase [EC:5.4.99.13]
Leaf404|1046	WP_056029001.1	cds1092	OG0002220	K02441	glpG; GlpG protein
Leaf404|1047	WP_056029003.1	cds1093	OG0004081		
Leaf404|1048	WP_056029005.1	cds1094	OG0004660		
Leaf404|1049	WP_056029007.1	cds1095	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
Leaf404|1050	WP_056029009.1	cds1096	OG0001220	K01159	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
Leaf404|1051	WP_056029011.1	cds1097	OG0007548		
Leaf404|1052	WP_056029013.1	cds1098	OG0004675		
Leaf404|1053	WP_056029015.1	cds1099	OG0000976	K00088	IMPDH; IMP dehydrogenase [EC:1.1.1.205]
Leaf404|1054	WP_056029017.1	cds1100	OG0003200		
Leaf404|1055	WP_056029019.1	cds1102	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf404|1056	WP_056029021.1	cds1103	OG0004530		
Leaf404|1057	WP_056029023.1	cds1104	OG0000559	K02909	RP-L31; large subunit ribosomal protein L31
Leaf404|1058	WP_056029025.1	cds1105	OG0005481		
Leaf404|1059	WP_056029027.1	cds1106	OG0003708		
Leaf404|1060	WP_056029029.1	cds1107			
Leaf404|1061	WP_056029031.1	cds1108	OG0000297	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
Leaf404|1062	WP_056029033.1	cds1109	OG0003208		
Leaf404|1063	WP_056029035.1	cds1111	OG0000150		
Leaf404|1064	WP_056029037.1	cds1112			
Leaf404|1065	WP_056029039.1	cds1113	OG0007549		
Leaf404|1066	WP_056029041.1	cds1076	OG0000329		
Leaf404|1067	WP_056029043.1	cds1101			
Leaf404|1068	WP_056029045.1	cds1110	OG0003208		
Leaf404|1069	WP_056029047.1	cds1114			
Leaf404|1070	WP_056029050.1	cds1115			
Leaf404|1071	WP_056029052.1	cds1116	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
