	WP_id	cds	OG	KO id	KO description
Leaf177|1390	WP_056354968.1	cds1472	OG0000580	K02001	proW; glycine betaine/proline transport system permease protein
Leaf177|1391	WP_056354971.1	cds1473	OG0004526	K02002	proX; glycine betaine/proline transport system substrate-binding protein
Leaf177|1392	WP_056354973.1	cds1474	OG0001451		
Leaf177|1393	WP_056354976.1	cds1476	OG0000968	K03641	tolB; TolB protein
Leaf177|1394	WP_056354979.1	cds1478	OG0000089	K03559	exbD; biopolymer transport protein ExbD
Leaf177|1395	WP_056354982.1	cds1479	OG0000224	K03562	tolQ; biopolymer transport protein TolQ
Leaf177|1396	WP_056354986.1	cds1480	OG0001328	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
Leaf177|1397	WP_056354988.1	cds1481	OG0000323	K05886	sdh; serine 3-dehydrogenase (NADP+) [EC:1.1.1.276]
Leaf177|1398	WP_056354991.1	cds1482	OG0000237	K00600	glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]
Leaf177|1399	WP_056354994.1	cds1483	OG0001445	K07738	nrdR; transcriptional repressor NrdR
Leaf177|1400	WP_056354996.1	cds1484	OG0000298	K02655	pilE; type IV pilus assembly protein PilE
Leaf177|1401	WP_056354999.1	cds1486	OG0002198	K02672	pilW; type IV pilus assembly protein PilW
Leaf177|1402	WP_056355002.1	cds1487			
Leaf177|1403	WP_056355005.1	cds1488	OG0000298	K02655	pilE; type IV pilus assembly protein PilE
Leaf177|1404	WP_056355008.1	cds1489			
Leaf177|1405	WP_056355011.1	cds1490	OG0002685		
Leaf177|1406	WP_056355014.1	cds1491	OG0000656		
Leaf177|1407	WP_056355017.1	cds1492			
Leaf177|1408	WP_056355020.1	cds1493	OG0001408		
Leaf177|1409	WP_056355024.1	cds1495	OG0004075		
Leaf177|1410	WP_056355026.1	cds1498	OG0000360	K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
Leaf177|1411	WP_056355029.1	cds1500	OG0000725	K00574	cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
Leaf177|1412	WP_056355032.1	cds1501	OG0001177	K00275	pdxH; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
Leaf177|1413	WP_056355033.1	cds1503	OG0000092	K03671	trxA; thioredoxin 1
Leaf177|1414	WP_056355036.1	cds1504	OG0000290	K06911	uncharacterized protein
Leaf177|1415	WP_056355039.1	cds1505			
Leaf177|1416	WP_056355042.1	cds1506	OG0001132	K15268	eamA; O-acetylserine/cysteine efflux transporter
Leaf177|1417	WP_056355045.1	cds1507	OG0000318	K01448	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
Leaf177|1418	WP_056355048.1	cds1508	OG0000926	K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Leaf177|1419	WP_056355052.1	cds1509	OG0001207	K18979	queG; epoxyqueuosine reductase [EC:1.17.99.6]
Leaf177|1420	WP_056355055.1	cds1511	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
Leaf177|1421	WP_056355058.1	cds1514	OG0001648	K08591	plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
Leaf177|1422	WP_056355061.1	cds1515	OG0001329	K09767	yajQ; cyclic-di-GMP-binding protein
Leaf177|1423	WP_056355064.1	cds1516	OG0000804	K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
Leaf177|1424	WP_056355066.1	cds1517	OG0001060	K01940	argG; argininosuccinate synthase [EC:6.3.4.5]
Leaf177|1425	WP_056355069.1	cds1518	OG0000664	K00611	OTC; ornithine carbamoyltransferase [EC:2.1.3.3]
Leaf177|1426	WP_056355072.1	cds1519			
Leaf177|1427	WP_056355075.1	cds1521	OG0001304	K03980	murJ; putative peptidoglycan lipid II flippase
Leaf177|1428	WP_056355078.1	cds1522	OG0002012		
Leaf177|1429	WP_056355080.1	cds1523	OG0001779		
Leaf177|1430	WP_056355083.1	cds1524	OG0001032	K00939	adk; adenylate kinase [EC:2.7.4.3]
Leaf177|1431	WP_056355085.1	cds1525	OG0000708	K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
Leaf177|1432	WP_056355089.1	cds1526	OG0002141	K09791	uncharacterized protein
Leaf177|1433	WP_056355091.1	cds1527	OG0001388	K00912	lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
Leaf177|1434	WP_056355093.1	cds1528	OG0001224	K03601	xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
Leaf177|1435	WP_056355096.1	cds1529	OG0000345	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
Leaf177|1436	WP_056355098.1	cds1530	OG0001259	K08482	kaiC; circadian clock protein KaiC
Leaf177|1437	WP_056355103.1	cds1532	OG0001337	K21973	bluF; blue light- and temperature-responsive anti-repressor
Leaf177|1438	WP_056355107.1	cds1534	OG0004346		
Leaf177|1439	WP_056355110.1	cds1535	OG0000057	K03710	GntR family transcriptional regulator
Leaf177|1440	WP_056355114.1	cds1536	OG0000494		
Leaf177|1441	WP_056355118.1	cds1537	OG0000170		
Leaf177|1442	WP_056355121.1	cds1538	OG0004420		
Leaf177|1443	WP_056355124.1	cds1539			
Leaf177|1444	WP_056355126.1	cds1540	OG0000603	K04065	osmY; hyperosmotically inducible periplasmic protein
Leaf177|1445	WP_056355128.1	cds1542	OG0002601		
Leaf177|1446	WP_056355131.1	cds1543	OG0003156	K18829	mvpT; antitoxin VapB
Leaf177|1447	WP_056355133.1	cds1546	OG0000764	K04077	groEL; chaperonin GroEL
Leaf177|1448	WP_056355135.1	cds1547	OG0007131		
Leaf177|1449	WP_056355138.1	cds1548	OG0000334		
Leaf177|1450	WP_056355140.1	cds1549	OG0000758	K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
Leaf177|1451	WP_056355146.1	cds1551			
Leaf177|1452	WP_056355148.1	cds1552	OG0000894	K01669	phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
Leaf177|1453	WP_056355151.1	cds1553	OG0001405	K07735	algH; putative transcriptional regulator
Leaf177|1454	WP_056355154.1	cds1554	OG0000830	K07447	ruvX; putative holliday junction resolvase [EC:3.1.-.-]
Leaf177|1455	WP_056355156.1	cds1555	OG0001278	K02825	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
Leaf177|1456	WP_056355157.1	cds1557	OG0000258	K01465	URA4; dihydroorotase [EC:3.5.2.3]
Leaf177|1457	WP_056355160.1	cds1558	OG0001984	K22617	olsA; lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]
Leaf177|1458	WP_056355170.1	cds1559	OG0000768	K01790	rfbC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
Leaf177|1459	WP_056355173.1	cds1561	OG0000460	K01525	apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
Leaf177|1460	WP_056355176.1	cds1562			
Leaf177|1461	WP_056355180.1	cds1566	OG0002527		
Leaf177|1462	WP_056355182.1	cds1567	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf177|1463	WP_056355183.1	cds1568	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
Leaf177|1464	WP_056355184.1	cds1569	OG0000313	K20534	gtrB; polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]
Leaf177|1465	WP_056355185.1	cds1570	OG0003562		
Leaf177|1466	WP_056355188.1	cds1572	OG0000359	K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
Leaf177|1467	WP_056355189.1	cds1573	OG0001064	K01710	E4.2.1.46; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
Leaf177|1468	WP_056355192.1	cds1574	OG0001335	K00973	E2.7.7.24; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
Leaf177|1469	WP_056355196.1	cds1575	OG0003147		
Leaf177|1470	WP_056355199.1	cds1576	OG0000511	K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
Leaf177|1471	WP_056355202.1	cds1577	OG0003916	K12995	wbdC; N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / rhamnosyltransferase [EC:2.4.1.348 2.4.1.-]
Leaf177|1472	WP_056355205.1	cds1578	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
Leaf177|1473	WP_056355208.1	cds1579			
Leaf177|1474	WP_056355220.1	cds1581			
Leaf177|1475	WP_056355223.1	cds1582	OG0000474	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein
Leaf177|1476	WP_056355225.1	cds1583	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
Leaf177|1477	WP_056355228.1	cds1584			
Leaf177|1478	WP_056355231.1	cds1585	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf177|1479	WP_056355234.1	cds1586	OG0001181		
Leaf177|1480	WP_056355238.1	cds1587	OG0000596	K13007	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]
Leaf177|1481	WP_056355241.1	cds1588	OG0001295		
Leaf177|1482	WP_056355243.1	cds1589			
Leaf177|1483	WP_056355249.1	cds1591	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
Leaf177|1484	WP_056355252.1	cds1592	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
Leaf177|1485	WP_056355255.1	cds1593	OG0000364	K00012	UGDH; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
Leaf177|1486	WP_056355258.1	cds1594	OG0000390	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
Leaf177|1487	WP_056355262.1	cds1595	OG0000327	K01991	wza; polysaccharide biosynthesis/export protein
Leaf177|1488	WP_056355265.1	cds1596	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
Leaf177|1489	WP_056355268.1	cds1599			
Leaf177|1490	WP_056355270.1	cds1600	OG0002723	K02844	waaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]
Leaf177|1491	WP_056355273.1	cds1601	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf177|1492	WP_056355277.1	cds1603	OG0000595	K01711	gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
Leaf177|1493	WP_056355279.1	cds1605	OG0007132		
Leaf177|1494	WP_056355284.1	cds1606	OG0002296		
Leaf177|1495	WP_056355297.1	cds1392	OG0001606		
Leaf177|1496	WP_056355300.1	cds1396	OG0000983	K03979	obgE; GTPase [EC:3.6.5.-]
Leaf177|1497	WP_056355303.1	cds1397	OG0000982	K00931	proB; glutamate 5-kinase [EC:2.7.2.11]
Leaf177|1498	WP_056355309.1	cds1414			
Leaf177|1499	WP_056355316.1	cds1437	OG0000084	K10440	rbsC; ribose transport system permease protein
Leaf177|1500	WP_056355319.1	cds1452			
Leaf177|1501	WP_056355322.1	cds1458	OG0000291	K00108	betA; choline dehydrogenase [EC:1.1.99.1]
Leaf177|1502	WP_056355323.1	cds1477			
Leaf177|1503	WP_056355326.1	cds1485			
Leaf177|1504	WP_056355329.1	cds1494	OG0001286	K00252	GCDH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
Leaf177|1505	WP_056355332.1	cds1497	OG0000274	K09024	rutF; flavin reductase [EC:1.5.1.-]
Leaf177|1506	WP_056355338.1	cds1502	OG0001288	K22132	tcdA; tRNA threonylcarbamoyladenosine dehydratase
Leaf177|1507	WP_056355343.1	cds1512	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
Leaf177|1508	WP_056355346.1	cds1513	OG0001434	K03976	ybaK; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]
Leaf177|1509	WP_056355352.1	cds1541	OG0007133	K07518	E3.1.1.22; hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]
Leaf177|1510	WP_056355358.1	cds1556	OG0000716	K00609	pyrB; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
Leaf177|1511	WP_056355363.1	cds1560	OG0000769	K00067	rfbD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
Leaf177|1512	WP_056355369.1	cds1565	OG0000595	K01711	gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
Leaf177|1513	WP_056355375.1	cds1597	OG0004430		
Leaf177|1514	WP_056355380.1	cds1604			
Leaf177|1515	WP_056355385.1	cds1608	OG0001323	K03073	secE; preprotein translocase subunit SecE
Leaf177|1516	WP_056355388.1	cds1610	OG0001108	K02867	RP-L11; large subunit ribosomal protein L11
Leaf177|1517	WP_056355390.1	cds1611	OG0000965	K02863	RP-L1; large subunit ribosomal protein L1
Leaf177|1518	WP_056355392.1	cds1612	OG0001107	K02864	RP-L10; large subunit ribosomal protein L10
Leaf177|1519	WP_056355393.1	cds1613	OG0001106	K02935	RP-L7; large subunit ribosomal protein L7/L12
Leaf177|1520	WP_056355397.1	cds1614	OG0000964	K03043	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
Leaf177|1521	WP_056355400.1	cds1615	OG0000963	K03046	rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
Leaf177|1522	WP_056355401.1	cds1619	OG0000680	K02355	fusA; elongation factor G
Leaf177|1523	WP_056355405.1	cds1622	OG0001103	K02946	RP-S10; small subunit ribosomal protein S10
Leaf177|1524	WP_056355407.1	cds1624	OG0001101	K02926	RP-L4; large subunit ribosomal protein L4
Leaf177|1525	WP_056355410.1	cds1626	OG0001100	K02886	RP-L2; large subunit ribosomal protein L2
Leaf177|1526	WP_056355412.1	cds1629	OG0001098	K02982	RP-S3; small subunit ribosomal protein S3
Leaf177|1527	WP_056355415.1	cds1632	OG0001097	K02961	RP-S17; small subunit ribosomal protein S17
Leaf177|1528	WP_056355419.1	cds1634	OG0001095	K02895	RP-L24; large subunit ribosomal protein L24
Leaf177|1529	WP_056355422.1	cds1638	OG0001091	K02933	RP-L6; large subunit ribosomal protein L6
Leaf177|1530	WP_056355425.1	cds1639	OG0000958	K02881	RP-L18; large subunit ribosomal protein L18
Leaf177|1531	WP_056355429.1	cds1641	OG0001090	K02907	RP-L30; large subunit ribosomal protein L30
Leaf177|1532	WP_056355432.1	cds1642	OG0000956	K02876	RP-L15; large subunit ribosomal protein L15
Leaf177|1533	WP_056355435.1	cds1643	OG0001089	K03076	secY; preprotein translocase subunit SecY
Leaf177|1534	WP_056355438.1	cds1647	OG0001086	K02986	RP-S4; small subunit ribosomal protein S4
Leaf177|1535	WP_056355441.1	cds1649	OG0000954	K02879	RP-L17; large subunit ribosomal protein L17
Leaf177|1536	WP_056355444.1	cds1650	OG0005383	K03926	cutA; periplasmic divalent cation tolerance protein
Leaf177|1537	WP_056355447.1	cds1652	OG0000645	K01698	hemB; porphobilinogen synthase [EC:4.2.1.24]
Leaf177|1538	WP_056355450.1	cds1653	OG0001172	K03978	engB; GTP-binding protein
Leaf177|1539	WP_056355452.1	cds1654	OG0001030		
Leaf177|1540	WP_056355455.1	cds1655	OG0003962	K07399	resB; cytochrome c biogenesis protein
Leaf177|1541	WP_056355458.1	cds1656	OG0003125		
Leaf177|1542	WP_056355461.1	cds1658	OG0002245	K17247	msrQ; methionine sulfoxide reductase heme-binding subunit
Leaf177|1543	WP_056355464.1	cds1659	OG0000463	K01586	lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
Leaf177|1544	WP_056355467.1	cds1660	OG0002404		
Leaf177|1545	WP_056355470.1	cds1661	OG0002959	K06202	cyaY; CyaY protein
Leaf177|1546	WP_056355473.1	cds1662	OG0001073	K05366	mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
Leaf177|1547	WP_056355475.1	cds1663			
Leaf177|1548	WP_056355480.1	cds1664			
Leaf177|1549	WP_056355483.1	cds1665	OG0002784	K02664	pilO; type IV pilus assembly protein PilO
Leaf177|1550	WP_056355489.1	cds1667	OG0000750	K00891	E2.7.1.71; shikimate kinase [EC:2.7.1.71]
Leaf177|1551	WP_056355492.1	cds1670	OG0001467	K05813	ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein
Leaf177|1552	WP_056355496.1	cds1671	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf177|1553	WP_056355499.1	cds1672	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf177|1554	WP_056355501.1	cds1673	OG0005281		
Leaf177|1555	WP_056355504.1	cds1674	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf177|1556	WP_056355507.1	cds1675	OG0000152	K01126	E3.1.4.46; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
Leaf177|1557	WP_056355510.1	cds1676	OG0000656		
Leaf177|1558	WP_056355512.1	cds1677	OG0001321	K07275	ompW; outer membrane protein
Leaf177|1559	WP_056355514.1	cds1678	OG0000790	K07491	putative transposase
Leaf177|1560	WP_056355516.1	cds1679	OG0000924	K00265	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]
Leaf177|1561	WP_056355519.1	cds1680	OG0001074	K00266	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
Leaf177|1562	WP_056355522.1	cds1681	OG0007134		
Leaf177|1563	WP_056355525.1	cds1682	OG0002436	K03427	hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
Leaf177|1564	WP_056355528.1	cds1683	OG0004186	K01154	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]
Leaf177|1565	WP_056355531.1	cds1684	OG0007135		
Leaf177|1566	WP_056355535.1	cds1685	OG0003733	K01153	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
Leaf177|1567	WP_056355541.1	cds1687	OG0000061	K08369	ydjE; MFS transporter, putative metabolite:H+ symporter
Leaf177|1568	WP_056355545.1	cds1688	OG0001506	K02471	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
Leaf177|1569	WP_056355548.1	cds1690	OG0001280	K03154	thiS; sulfur carrier protein
Leaf177|1570	WP_056355552.1	cds1691	OG0001279	K03149	thiG; thiazole synthase [EC:2.8.1.10]
Leaf177|1571	WP_056355555.1	cds1693	OG0002010	K02065	mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
Leaf177|1572	WP_056355557.1	cds1694	OG0000469	K02066	mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
Leaf177|1573	WP_056355559.1	cds1695	OG0001428	K02067	mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
Leaf177|1574	WP_056355561.1	cds1696	OG0000732	K04754	mlaA; phospholipid-binding lipoprotein MlaA
Leaf177|1575	WP_056355564.1	cds1697	OG0001818	K07323	mlaC; phospholipid transport system substrate-binding protein
Leaf177|1576	WP_056355567.1	cds1699	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf177|1577	WP_056355569.1	cds1700	OG0000733	K01992	ABC-2.P; ABC-2 type transport system permease protein
Leaf177|1578	WP_056355573.1	cds1703	OG0000902	K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
Leaf177|1579	WP_056355576.1	cds1704	OG0000661	K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]
Leaf177|1580	WP_056355577.1	cds1705	OG0000245	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
Leaf177|1581	WP_056355581.1	cds1706	OG0000919	K01693	hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
Leaf177|1582	WP_056355584.1	cds1707	OG0000933	K05595	marC; multiple antibiotic resistance protein
Leaf177|1583	WP_056355587.1	cds1708	OG0000666	K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
Leaf177|1584	WP_056355590.1	cds1709	OG0000920	K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
Leaf177|1585	WP_056355593.1	cds1711	OG0000342	K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
Leaf177|1586	WP_056355597.1	cds1712	OG0000342	K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
Leaf177|1587	WP_056355600.1	cds1713	OG0006529		
Leaf177|1588	WP_056355601.1	cds1714	OG0000579	K02503	HINT1; histidine triad (HIT) family protein
Leaf177|1589	WP_056355605.1	cds1715	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA
Leaf177|1590	WP_056355608.1	cds1716	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA
Leaf177|1591	WP_056355610.1	cds1717	OG0000612	K03118	tatC; sec-independent protein translocase protein TatC
Leaf177|1592	WP_056355612.1	cds1718	OG0000163	K04771	degP; serine protease Do [EC:3.4.21.107]
Leaf177|1593	WP_056355614.1	cds1719	OG0001999		
Leaf177|1594	WP_056355616.1	cds1720	OG0002001	K00411	UQCRFS1; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
Leaf177|1595	WP_056355618.1	cds1721	OG0001557	K00412	CYTB; ubiquinol-cytochrome c reductase cytochrome b subunit
Leaf177|1596	WP_056355620.1	cds1722	OG0002444	K00413	CYC1; ubiquinol-cytochrome c reductase cytochrome c1 subunit
Leaf177|1597	WP_056355622.1	cds1724	OG0002003	K03600	sspB; stringent starvation protein B
Leaf177|1598	WP_056355624.1	cds1616	OG0000285	K03654	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
Leaf177|1599	WP_056355628.1	cds1623	OG0001102	K02906	RP-L3; large subunit ribosomal protein L3
Leaf177|1600	WP_056355632.1	cds1657	OG0002246	K07147	msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
Leaf177|1601	WP_056355634.1	cds1668	OG0000923	K01735	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]
Leaf177|1602	WP_056355635.1	cds1669	OG0001043	K01129	dgt; dGTPase [EC:3.1.5.1]
Leaf177|1603	WP_056355636.1	cds1689	OG0004636	K03153	thiO; glycine oxidase [EC:1.4.3.19]
Leaf177|1604	WP_056355641.1	cds1702	OG0000602	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
Leaf177|1605	WP_056355643.1	cds1710	OG0000744	K02500	hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
Leaf177|1606	WP_056355647.1	cds1726	OG0000311		
Leaf177|1607	WP_056355650.1	cds1727	OG0000333	K12262	cybB; cytochrome b561
Leaf177|1608	WP_056355652.1	cds1728			
Leaf177|1609	WP_056355654.1	cds1729	OG0003568	K03808	pqiA; paraquat-inducible protein A
Leaf177|1610	WP_056355656.1	cds1731	OG0002780	K06192	pqiB; paraquat-inducible protein B
Leaf177|1611	WP_056355658.1	cds1732	OG0002779	K09857	uncharacterized protein
Leaf177|1612	WP_056355660.1	cds1733	OG0002163	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
Leaf177|1613	WP_056355661.1	cds1734	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
Leaf177|1614	WP_056355663.1	cds1736	OG0000800	K00566	mnmA; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
Leaf177|1615	WP_056355665.1	cds1737	OG0001149	K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]
Leaf177|1616	WP_056355667.1	cds1738			
Leaf177|1617	WP_056355669.1	cds1740	OG0002180	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
Leaf177|1618	WP_056355672.1	cds1741	OG0001541	K00325	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
Leaf177|1619	WP_056355674.1	cds1743	OG0002516	K07726	putative transcriptional regulator
Leaf177|1620	WP_056355676.1	cds1744	OG0007136		
Leaf177|1621	WP_056355678.1	cds1745	OG0001249	K12297	rlmL; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
Leaf177|1622	WP_056355680.1	cds1746	OG0000371	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
Leaf177|1623	WP_056355682.1	cds1747	OG0000426	K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
Leaf177|1624	WP_056355684.1	cds1748	OG0000331	K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]
Leaf177|1625	WP_056355686.1	cds1749	OG0001844	K03557	fis; Fis family transcriptional regulator, factor for inversion stimulation protein
Leaf177|1626	WP_056355688.1	cds1750	OG0000935	K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
Leaf177|1627	WP_056355690.1	cds1751	OG0001220	K01159	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
Leaf177|1628	WP_056355692.1	cds1752	OG0000969	K03550	ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12]
Leaf177|1629	WP_056355694.1	cds1753	OG0000763	K03551	ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]
Leaf177|1630	WP_056355695.1	cds1754	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
Leaf177|1631	WP_056355697.1	cds1755	OG0001314	K07560	dtd; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
Leaf177|1632	WP_056355699.1	cds1756	OG0000711	K01866	YARS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
Leaf177|1633	WP_056355701.1	cds1759	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
Leaf177|1634	WP_056355704.1	cds1761	OG0001275	K07397	yhfA; putative redox protein
Leaf177|1635	WP_056355706.1	cds1762	OG0007137		
Leaf177|1636	WP_056355708.1	cds1763	OG0002213	K01465	URA4; dihydroorotase [EC:3.5.2.3]
Leaf177|1637	WP_056355710.1	cds1765	OG0002280	K09946	uncharacterized protein
Leaf177|1638	WP_056355711.1	cds1766	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf177|1639	WP_056355714.1	cds1767	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
Leaf177|1640	WP_056355716.1	cds1768	OG0002211	K10003	gltJ; glutamate/aspartate transport system permease protein
Leaf177|1641	WP_056355718.1	cds1769	OG0001365	K10001	gltI; glutamate/aspartate transport system substrate-binding protein
Leaf177|1642	WP_056355720.1	cds1770	OG0000757	K00262	E1.4.1.4; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
Leaf177|1643	WP_056355722.1	cds1771	OG0002174	K21645	hypT; LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
Leaf177|1644	WP_056355724.1	cds1773	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
Leaf177|1645	WP_056355727.1	cds1776	OG0007040		
Leaf177|1646	WP_056355728.1	cds1777	OG0001458	K02379	fdhD; FdhD protein
