KO	category-1	category-2	category-3	category-4	N of genes
K01154	Brite Hierarchies	Prokaryotic defense system [BR:ko02048]	Prokaryotic defense system [BR:ko02048]	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]	1
K01159	Genetic Information Processing	Homologous recombination	Homologous recombination	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1
K01159	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1
K01174	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	nuc; micrococcal nuclease [EC:3.1.31.1]	1
K01176	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	1
K01176	Organismal Systems	Carbohydrate digestion and absorption	Carbohydrate digestion and absorption	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	1
K01181	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]	1
K01184	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	E3.2.1.15; polygalacturonase [EC:3.2.1.15]	2
K01190	Metabolism	Galactose metabolism	Galactose metabolism	lacZ; beta-galactosidase [EC:3.2.1.23]	1
K01190	Metabolism	Sphingolipid metabolism	Sphingolipid metabolism	lacZ; beta-galactosidase [EC:3.2.1.23]	1
K01190	Metabolism	Other glycan degradation	Other glycan degradation	lacZ; beta-galactosidase [EC:3.2.1.23]	1
K01192	Metabolism	Other glycan degradation	Other glycan degradation	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	1
K01192	Cellular Processes	Lysosome	Lysosome	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	1
K01193	Metabolism	Galactose metabolism	Galactose metabolism	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	2
K01193	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	2
K01198	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]	3
K01201	Metabolism	Sphingolipid metabolism	Sphingolipid metabolism	GBA, srfJ; glucosylceramidase [EC:3.2.1.45]	1
K01201	Metabolism	Other glycan degradation	Other glycan degradation	GBA, srfJ; glucosylceramidase [EC:3.2.1.45]	1
K01201	Cellular Processes	Lysosome	Lysosome	GBA, srfJ; glucosylceramidase [EC:3.2.1.45]	1
K01206	Metabolism	Other glycan degradation	Other glycan degradation	FUCA; alpha-L-fucosidase [EC:3.2.1.51]	1
K01206	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	FUCA; alpha-L-fucosidase [EC:3.2.1.51]	1
K01207	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01207	Metabolism	Glycosaminoglycan degradation	Glycosaminoglycan degradation	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01207	Human Diseases	beta-Lactam resistance	beta-Lactam resistance	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01233	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	csn; chitosanase [EC:3.2.1.132]	1
K01235	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	aguA; alpha-glucuronidase [EC:3.2.1.139]	1
K01243	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]	1
K01246	Genetic Information Processing	Base excision repair	Base excision repair	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1
K01246	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1
K01251	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	1
K01251	Brite Hierarchies	Protein phosphatases and associated proteins [BR:ko01009]	Protein phosphatases and associated proteins [BR:ko01009]	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	1
K01251	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	1
K01255	Metabolism	Glutathione metabolism	Glutathione metabolism	CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	1
K01255	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	1
K01256	Metabolism	Glutathione metabolism	Glutathione metabolism	pepN; aminopeptidase N [EC:3.4.11.2]	1
K01256	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pepN; aminopeptidase N [EC:3.4.11.2]	1
K01258	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pepT; tripeptide aminopeptidase [EC:3.4.11.4]	1
K01262	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	1
K01265	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	map; methionyl aminopeptidase [EC:3.4.11.18]	2
K01270	Metabolism	Glutathione metabolism	Glutathione metabolism	pepD; dipeptidase D [EC:3.4.13.-]	1
K01270	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pepD; dipeptidase D [EC:3.4.13.-]	1
K01273	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	DPEP; membrane dipeptidase [EC:3.4.13.19]	1
K01273	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	DPEP; membrane dipeptidase [EC:3.4.13.19]	1
K01273	Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	DPEP; membrane dipeptidase [EC:3.4.13.19]	1
K01278	Organismal Systems	Protein digestion and absorption	Protein digestion and absorption	DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]	2
K01278	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]	2
K01278	Brite Hierarchies	CD molecules [BR:ko04090]	CD molecules [BR:ko04090]	DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]	2
K01278	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]	2
K01297	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	1
K01297	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	1
K01338	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	lon; ATP-dependent Lon protease [EC:3.4.21.53]	1
K01338	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lon; ATP-dependent Lon protease [EC:3.4.21.53]	1
K01354	Human Diseases	African trypanosomiasis	African trypanosomiasis	ptrB; oligopeptidase B [EC:3.4.21.83]	3
K01354	Human Diseases	Chagas disease (American trypanosomiasis)	Chagas disease (American trypanosomiasis)	ptrB; oligopeptidase B [EC:3.4.21.83]	3
K01354	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	ptrB; oligopeptidase B [EC:3.4.21.83]	3
K01356	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lexA; repressor LexA [EC:3.4.21.88]	1
K01356	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	lexA; repressor LexA [EC:3.4.21.88]	1
K01358	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	1
K01358	Organismal Systems	Longevity regulating pathway - worm	Longevity regulating pathway - worm	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	1
K01358	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	1
K01400	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	nprE; bacillolysin [EC:3.4.24.28]	1
K01409	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	1
K01414	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	prlC; oligopeptidase A [EC:3.4.24.70]	2
K01420	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein	6
K01423	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	bepA; beta-barrel assembly-enhancing protease [EC:3.4.-.-]	2
K01424	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	1
K01424	Metabolism	Cyanoamino acid metabolism	Cyanoamino acid metabolism	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	1
K01444	Metabolism	Other glycan degradation	Other glycan degradation	AGA, aspG; N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	1
K01444	Cellular Processes	Lysosome	Lysosome	AGA, aspG; N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	1
K01448	Human Diseases	Cationic antimicrobial peptide (CAMP) resistance	Cationic antimicrobial peptide (CAMP) resistance	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	2
K01448	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	2
K01448	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	2
K01462	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	PDF, def; peptide deformylase [EC:3.5.1.88]	2
K01463	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	bshB1; N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]	2
K01465	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	URA4, pyrC; dihydroorotase [EC:3.5.2.3]	1
K01467	Environmental Information Processing	Two-component system	Two-component system	ampC; beta-lactamase class C [EC:3.5.2.6]	5
K01467	Human Diseases	beta-Lactam resistance	beta-Lactam resistance	ampC; beta-lactamase class C [EC:3.5.2.6]	5
K01468	Metabolism	Histidine metabolism	Histidine metabolism	hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]	1
K01478	Metabolism	Arginine biosynthesis	Arginine biosynthesis	arcA; arginine deiminase [EC:3.5.3.6]	1
K01486	Metabolism	Purine metabolism	Purine metabolism	ade; adenine deaminase [EC:3.5.4.2]	1
K01489	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	cdd, CDA; cytidine deaminase [EC:3.5.4.5]	1
K01489	Metabolism	Drug metabolism - other enzymes	Drug metabolism - other enzymes	cdd, CDA; cytidine deaminase [EC:3.5.4.5]	1
K01491	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	1
K01491	Metabolism	One carbon pool by folate	One carbon pool by folate	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	1
K01495	Metabolism	Folate biosynthesis	Folate biosynthesis	GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]	1
K01505	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]	1
K01507	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	ppa; inorganic pyrophosphatase [EC:3.6.1.1]	1
K01524	Metabolism	Purine metabolism	Purine metabolism	ppx-gppA; exopolyphosphatase / guanosine-5-triphosphate,3-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	1
K01525	Metabolism	Purine metabolism	Purine metabolism	apaH; bis(5-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]	1
K01546	Environmental Information Processing	Two-component system	Two-component system	kdpA; K+-transporting ATPase ATPase A chain [EC:3.6.3.12]	1
K01547	Environmental Information Processing	Two-component system	Two-component system	kdpB; K+-transporting ATPase ATPase B chain [EC:3.6.3.12]	1
K01548	Environmental Information Processing	Two-component system	Two-component system	kdpC; K+-transporting ATPase ATPase C chain [EC:3.6.3.12]	1
K01555	Metabolism	Tyrosine metabolism	Tyrosine metabolism	FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]	1
K01555	Metabolism	Styrene degradation	Styrene degradation	FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]	1
K01555	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]	1
K01569	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	oxdD; oxalate decarboxylase [EC:4.1.1.2]	1
K01579	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	panD; aspartate 1-decarboxylase [EC:4.1.1.11]	1
K01579	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	panD; aspartate 1-decarboxylase [EC:4.1.1.11]	1
K01585	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	speA; arginine decarboxylase [EC:4.1.1.19]	1
K01586	Metabolism	Lysine biosynthesis	Lysine biosynthesis	lysA; diaminopimelate decarboxylase [EC:4.1.1.20]	1
K01588	Metabolism	Purine metabolism	Purine metabolism	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	1
K01589	Metabolism	Purine metabolism	Purine metabolism	purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	1
K01595	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	1
K01595	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	1
K01595	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	1
K01595	Metabolism	Methane metabolism	Methane metabolism	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	1
K01597	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]	1
K01599	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]	1
K01609	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]	1
K01610	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	1
K01610	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	1
K01610	Metabolism	Pyruvate metabolism	Pyruvate metabolism	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	1
K01610	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	1
K01613	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]	1
K01619	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]	1
K01620	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	ltaE; threonine aldolase [EC:4.1.2.48]	1
K01624	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01624	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01624	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01624	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01624	Metabolism	Methane metabolism	Methane metabolism	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01625	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	1
K01625	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	1
K01627	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	1
K01627	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	1
K01633	Metabolism	Folate biosynthesis	Folate biosynthesis	folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]	1
K01640	Metabolism	Butanoate metabolism	Butanoate metabolism	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	1
K01640	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	1
K01640	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	1
K01640	Metabolism	Geraniol degradation	Geraniol degradation	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	1
K01640	Cellular Processes	Peroxisome	Peroxisome	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	1
K01641	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	1
K01641	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	1
K01641	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	1
K01641	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	1
K01647	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	CS, gltA; citrate synthase [EC:2.3.3.1]	1
K01647	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	CS, gltA; citrate synthase [EC:2.3.3.1]	1
K01657	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	trpE; anthranilate synthase component I [EC:4.1.3.27]	3
K01657	Metabolism	Phenazine biosynthesis	Phenazine biosynthesis	trpE; anthranilate synthase component I [EC:4.1.3.27]	3
K01657	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	trpE; anthranilate synthase component I [EC:4.1.3.27]	3
K01657	Cellular Processes	Quorum sensing	Quorum sensing	trpE; anthranilate synthase component I [EC:4.1.3.27]	3
K01658	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01658	Metabolism	Phenazine biosynthesis	Phenazine biosynthesis	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01658	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01658	Cellular Processes	Quorum sensing	Quorum sensing	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01669	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	3
K01673	Metabolism	Nitrogen metabolism	Nitrogen metabolism	cynT, can; carbonic anhydrase [EC:4.2.1.1]	1
K01676	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]	1
K01676	Metabolism	Pyruvate metabolism	Pyruvate metabolism	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]	1
K01676	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]	1
K01679	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Metabolism	Pyruvate metabolism	Pyruvate metabolism	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Human Diseases	Pathways in cancer	Pathways in cancer	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Human Diseases	Renal cell carcinoma	Renal cell carcinoma	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Human Diseases	Cushing syndrome	Cushing syndrome	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01681	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	ACO, acnA; aconitate hydratase [EC:4.2.1.3]	1
K01681	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	ACO, acnA; aconitate hydratase [EC:4.2.1.3]	1
K01681	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	ACO, acnA; aconitate hydratase [EC:4.2.1.3]	1
K01682	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	1
K01682	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	1
K01682	Metabolism	Propanoate metabolism	Propanoate metabolism	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	1
K01682	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	1
K01684	Metabolism	Galactose metabolism	Galactose metabolism	dgoD; galactonate dehydratase [EC:4.2.1.6]	1
K01686	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	uxuA; mannonate dehydratase [EC:4.2.1.8]	1
K01689	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Metabolism	Methane metabolism	Methane metabolism	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Genetic Information Processing	RNA degradation	RNA degradation	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	ENO, eno; enolase [EC:4.2.1.11]	1
K01692	Metabolism	Butanoate metabolism	Butanoate metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Propanoate metabolism	Propanoate metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Fatty acid degradation	Fatty acid degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Lysine degradation	Lysine degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Tryptophan metabolism	Tryptophan metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Geraniol degradation	Geraniol degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Limonene and pinene degradation	Limonene and pinene degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
K01692	Metabolism	Aminobenzoate degradation	Aminobenzoate degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	3
