KO	category-1	category-2	category-3	category-4	N of genes
K00790	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	2
K00790	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	2
K00791	Metabolism	Zeatin biosynthesis	Zeatin biosynthesis	miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]	1
K00791	Brite Hierarchies	Prenyltransferases [BR:ko01006]	Prenyltransferases [BR:ko01006]	miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]	1
K00791	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]	1
K00793	Metabolism	Riboflavin metabolism	Riboflavin metabolism	ribE, RIB5; riboflavin synthase [EC:2.5.1.9]	1
K00794	Metabolism	Riboflavin metabolism	Riboflavin metabolism	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	1
K00796	Metabolism	Folate biosynthesis	Folate biosynthesis	folP; dihydropteroate synthase [EC:2.5.1.15]	2
K00797	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	speE, SRM; spermidine synthase [EC:2.5.1.16]	2
K00797	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	speE, SRM; spermidine synthase [EC:2.5.1.16]	2
K00797	Metabolism	Glutathione metabolism	Glutathione metabolism	speE, SRM; spermidine synthase [EC:2.5.1.16]	2
K00797	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	speE, SRM; spermidine synthase [EC:2.5.1.16]	2
K00800	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	2
K00803	Metabolism	Ether lipid metabolism	Ether lipid metabolism	AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	1
K00803	Cellular Processes	Peroxisome	Peroxisome	AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	1
K00806	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	2
K00806	Brite Hierarchies	Prenyltransferases [BR:ko01006]	Prenyltransferases [BR:ko01006]	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	2
K00812	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Arginine biosynthesis	Arginine biosynthesis	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Tyrosine metabolism	Tyrosine metabolism	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Isoquinoline alkaloid biosynthesis	Isoquinoline alkaloid biosynthesis	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Novobiocin biosynthesis	Novobiocin biosynthesis	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Metabolism	Tropane, piperidine and pyridine alkaloid biosynthesis	Tropane, piperidine and pyridine alkaloid biosynthesis	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00812	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	aspB; aspartate aminotransferase [EC:2.6.1.1]	3
K00817	Metabolism	Histidine metabolism	Histidine metabolism	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00817	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00817	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00817	Metabolism	Tyrosine metabolism	Tyrosine metabolism	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00817	Metabolism	Novobiocin biosynthesis	Novobiocin biosynthesis	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00817	Metabolism	Tropane, piperidine and pyridine alkaloid biosynthesis	Tropane, piperidine and pyridine alkaloid biosynthesis	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00817	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00820	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	1
K00820	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	1
K00820	Human Diseases	Insulin resistance	Insulin resistance	glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	1
K00820	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	1
K00826	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00831	Metabolism	Methane metabolism	Methane metabolism	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00831	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00831	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00831	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00848	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	rhaB; rhamnulokinase [EC:2.7.1.5]	2
K00848	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	rhaB; rhamnulokinase [EC:2.7.1.5]	2
K00849	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	galK; galactokinase [EC:2.7.1.6]	1
K00849	Metabolism	Galactose metabolism	Galactose metabolism	galK; galactokinase [EC:2.7.1.6]	1
K00849	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	galK; galactokinase [EC:2.7.1.6]	1
K00850	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Metabolism	Galactose metabolism	Galactose metabolism	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Metabolism	Methane metabolism	Methane metabolism	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Genetic Information Processing	RNA degradation	RNA degradation	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Environmental Information Processing	AMPK signaling pathway	AMPK signaling pathway	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Brite Hierarchies	Protein phosphatases and associated proteins [BR:ko01009]	Protein phosphatases and associated proteins [BR:ko01009]	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00850	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00853	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	araB; L-ribulokinase [EC:2.7.1.16]	1
K00857	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	tdk, TK; thymidine kinase [EC:2.7.1.21]	1
K00857	Metabolism	Drug metabolism - other enzymes	Drug metabolism - other enzymes	tdk, TK; thymidine kinase [EC:2.7.1.21]	1
K00858	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	ppnK, NADK; NAD+ kinase [EC:2.7.1.23]	2
K00859	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	coaE; dephospho-CoA kinase [EC:2.7.1.24]	1
K00863	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	2
K00863	Metabolism	Methane metabolism	Methane metabolism	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	2
K00863	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	2
K00863	Organismal Systems	RIG-I-like receptor signaling pathway	RIG-I-like receptor signaling pathway	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	2
K00864	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	glpK, GK; glycerol kinase [EC:2.7.1.30]	4
K00864	Organismal Systems	PPAR signaling pathway	PPAR signaling pathway	glpK, GK; glycerol kinase [EC:2.7.1.30]	4
K00864	Organismal Systems	Plant-pathogen interaction	Plant-pathogen interaction	glpK, GK; glycerol kinase [EC:2.7.1.30]	4
K00864	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	glpK, GK; glycerol kinase [EC:2.7.1.30]	4
K00865	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	1
K00865	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	1
K00865	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	1
K00867	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	coaA; type I pantothenate kinase [EC:2.7.1.33]	1
K00872	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	thrB1; homoserine kinase [EC:2.7.1.39]	1
K00873	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Metabolism	Pyruvate metabolism	Pyruvate metabolism	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Metabolism	Purine metabolism	Purine metabolism	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Organismal Systems	Glucagon signaling pathway	Glucagon signaling pathway	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Human Diseases	Viral carcinogenesis	Viral carcinogenesis	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Human Diseases	Type II diabetes mellitus	Type II diabetes mellitus	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Human Diseases	Human papillomavirus infection	Human papillomavirus infection	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Brite Hierarchies	Membrane trafficking [BR:ko04131]	Membrane trafficking [BR:ko04131]	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00873	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00874	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	3
K00878	Metabolism	Thiamine metabolism	Thiamine metabolism	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]	1
K00882	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	fruK; 1-phosphofructokinase [EC:2.7.1.56]	2
K00884	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	NAGK, nagK; N-acetylglucosamine kinase [EC:2.7.1.59]	8
K00886	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	ppgK; polyphosphate glucokinase [EC:2.7.1.63]	1
K00886	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	ppgK; polyphosphate glucokinase [EC:2.7.1.63]	1
K00891	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]	1
K00919	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	1
K00925	Metabolism	Propanoate metabolism	Propanoate metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Methane metabolism	Methane metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Taurine and hypotaurine metabolism	Taurine and hypotaurine metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00927	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	1
K00927	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	1
K00927	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	1
K00928	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	lysC; aspartate kinase [EC:2.7.2.4]	1
K00928	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	lysC; aspartate kinase [EC:2.7.2.4]	1
K00928	Metabolism	Lysine biosynthesis	Lysine biosynthesis	lysC; aspartate kinase [EC:2.7.2.4]	1
K00928	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	lysC; aspartate kinase [EC:2.7.2.4]	1
K00931	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	proB; glutamate 5-kinase [EC:2.7.2.11]	1
K00931	Metabolism	Carbapenem biosynthesis	Carbapenem biosynthesis	proB; glutamate 5-kinase [EC:2.7.2.11]	1
K00936	Brite Hierarchies	Protein kinases [BR:ko01001]	Protein kinases [BR:ko01001]	pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	1
K00936	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	1
K00937	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	ppk; polyphosphate kinase [EC:2.7.4.1]	1
K00937	Genetic Information Processing	RNA degradation	RNA degradation	ppk; polyphosphate kinase [EC:2.7.4.1]	1
K00937	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	ppk; polyphosphate kinase [EC:2.7.4.1]	1
K00942	Metabolism	Purine metabolism	Purine metabolism	E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]	1
K00943	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	tmk, DTYMK; dTMP kinase [EC:2.7.4.9]	1
K00945	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	cmk; CMP/dCMP kinase [EC:2.7.4.25]	1
K00946	Metabolism	Thiamine metabolism	Thiamine metabolism	thiL; thiamine-monophosphate kinase [EC:2.7.4.16]	1
K00948	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1
K00948	Metabolism	Purine metabolism	Purine metabolism	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1
K00950	Metabolism	Folate biosynthesis	Folate biosynthesis	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	1
K00951	Metabolism	Purine metabolism	Purine metabolism	relA; GTP pyrophosphokinase [EC:2.7.6.5]	1
K00962	Genetic Information Processing	RNA degradation	RNA degradation	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1
K00962	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1
K00962	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1
K00963	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00963	Metabolism	Galactose metabolism	Galactose metabolism	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00963	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00963	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00965	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	1
K00965	Metabolism	Galactose metabolism	Galactose metabolism	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	1
K00965	Organismal Systems	Prolactin signaling pathway	Prolactin signaling pathway	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	1
K00969	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	1
K00971	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	1
K00971	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	1
K00973	Metabolism	Polyketide sugar unit biosynthesis	Polyketide sugar unit biosynthesis	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	1
K00973	Metabolism	Acarbose and validamycin biosynthesis	Acarbose and validamycin biosynthesis	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	1
K00973	Metabolism	Streptomycin biosynthesis	Streptomycin biosynthesis	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	1
K00975	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	1
K00975	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	1
K00975	Cellular Processes	Biofilm formation - Escherichia coli	Biofilm formation - Escherichia coli	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	1
K00981	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	1
K00981	Environmental Information Processing	Phosphatidylinositol signaling system	Phosphatidylinositol signaling system	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	1
K00982	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]	1
K00989	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	rph; ribonuclease PH [EC:2.7.7.56]	1
K00995	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	4
K00997	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	1
K01000	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01000	Human Diseases	Vancomycin resistance	Vancomycin resistance	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01000	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01011	Metabolism	Sulfur metabolism	Sulfur metabolism	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	2
K01011	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	2
K01011	Genetic Information Processing	Sulfur relay system	Sulfur relay system	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	2
K01028	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	1
K01028	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	1
K01028	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	1
K01029	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	1
K01029	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	1
K01029	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	1
K01055	Metabolism	Benzoate degradation	Benzoate degradation	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	6
K01056	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1
K01057	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]	1
K01061	Metabolism	Chlorocyclohexane and chlorobenzene degradation	Chlorocyclohexane and chlorobenzene degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	1
K01061	Metabolism	Fluorobenzoate degradation	Fluorobenzoate degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	1
K01061	Metabolism	Toluene degradation	Toluene degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	1
K01066	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	aes; acetyl esterase [EC:3.1.1.-]	4
K01079	Metabolism	Methane metabolism	Methane metabolism	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01079	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01079	Brite Hierarchies	Protein phosphatases and associated proteins [BR:ko01009]	Protein phosphatases and associated proteins [BR:ko01009]	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01087	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]	1
K01091	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	2
K01092	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1
K01092	Metabolism	Streptomycin biosynthesis	Streptomycin biosynthesis	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1
K01092	Environmental Information Processing	Phosphatidylinositol signaling system	Phosphatidylinositol signaling system	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1
