KO	category-1	category-2	category-3	category-4	N of genes
K01724	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	1
K01725	Metabolism	Nitrogen metabolism	Nitrogen metabolism	cynS; cyanate lyase [EC:4.2.1.104]	1
K01733	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	thrC; threonine synthase [EC:4.2.3.1]	1
K01733	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	thrC; threonine synthase [EC:4.2.3.1]	1
K01734	Metabolism	Propanoate metabolism	Propanoate metabolism	mgsA; methylglyoxal synthase [EC:4.2.3.3]	1
K01735	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]	1
K01736	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	aroC; chorismate synthase [EC:4.2.3.5]	1
K01737	Metabolism	Folate biosynthesis	Folate biosynthesis	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	1
K01737	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	1
K01745	Metabolism	Histidine metabolism	Histidine metabolism	hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]	2
K01749	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]	1
K01750	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]	1
K01752	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]	3
K01752	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]	3
K01753	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	dsdA; D-serine dehydratase [EC:4.3.1.18]	1
K01754	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	3
K01754	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	3
K01755	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	3
K01755	Metabolism	Arginine biosynthesis	Arginine biosynthesis	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	3
K01755	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	3
K01756	Metabolism	Purine metabolism	Purine metabolism	purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]	1
K01756	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]	1
K01758	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	3
K01758	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	3
K01758	Metabolism	Selenocompound metabolism	Selenocompound metabolism	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	3
K01758	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	3
K01759	Metabolism	Pyruvate metabolism	Pyruvate metabolism	GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]	2
K01770	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispF; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	1
K01772	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	1
K01775	Metabolism	D-Alanine metabolism	D-Alanine metabolism	alr; alanine racemase [EC:5.1.1.1]	2
K01775	Human Diseases	Vancomycin resistance	Vancomycin resistance	alr; alanine racemase [EC:5.1.1.1]	2
K01775	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	alr; alanine racemase [EC:5.1.1.1]	2
K01776	Metabolism	D-Glutamine and D-glutamate metabolism	D-Glutamine and D-glutamate metabolism	murI; glutamate racemase [EC:5.1.1.3]	1
K01776	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	murI; glutamate racemase [EC:5.1.1.3]	1
K01778	Metabolism	Lysine biosynthesis	Lysine biosynthesis	dapF; diaminopimelate epimerase [EC:5.1.1.7]	1
K01779	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	racD; aspartate racemase [EC:5.1.1.13]	1
K01779	Metabolism	Nonribosomal peptide structures	Nonribosomal peptide structures	racD; aspartate racemase [EC:5.1.1.13]	1
K01783	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	1
K01783	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	1
K01783	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	1
K01784	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	1
K01784	Metabolism	Galactose metabolism	Galactose metabolism	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	1
K01785	Metabolism	Galactose metabolism	Galactose metabolism	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	4
K01785	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	4
K01787	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]	2
K01790	Metabolism	Polyketide sugar unit biosynthesis	Polyketide sugar unit biosynthesis	rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	1
K01790	Metabolism	Streptomycin biosynthesis	Streptomycin biosynthesis	rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	1
K01791	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	1
K01791	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	1
K01791	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	1
K01803	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01805	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	xylA; xylose isomerase [EC:5.3.1.5]	1
K01805	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	xylA; xylose isomerase [EC:5.3.1.5]	1
K01807	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	1
K01807	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	1
K01810	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01814	Metabolism	Histidine metabolism	Histidine metabolism	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	1
K01816	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	hyi, gip; hydroxypyruvate isomerase [EC:5.3.1.22]	4
K01817	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]	1
K01821	Metabolism	Benzoate degradation	Benzoate degradation	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]	2
K01821	Metabolism	Dioxin degradation	Dioxin degradation	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]	2
K01821	Metabolism	Xylene degradation	Xylene degradation	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]	2
K01845	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	1
K01845	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	1
K01857	Metabolism	Benzoate degradation	Benzoate degradation	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]	2
K01866	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01866	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01866	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01866	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01867	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	1
K01867	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	1
K01867	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	1
K01868	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	1
K01868	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	1
K01868	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	1
K01869	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01869	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01869	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01869	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01870	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	1
K01870	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	1
K01870	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	1
K01872	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	2
K01872	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	2
K01872	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	2
K01873	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	1
K01873	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	1
K01873	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	1
K01874	Metabolism	Selenocompound metabolism	Selenocompound metabolism	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01874	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01874	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01874	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01875	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]	1
K01875	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]	1
K01875	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]	1
K01876	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01876	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01876	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01876	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01878	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	1
K01878	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	1
K01878	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	1
K01879	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	1
K01879	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	1
K01879	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	1
K01881	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	1
K01881	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	1
K01881	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	1
K01883	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]	1
K01883	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]	1
K01883	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]	1
K01885	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	1
K01885	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	1
K01885	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	1
K01885	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	1
K01885	Brite Hierarchies	Prokaryotic defense system [BR:ko02048]	Prokaryotic defense system [BR:ko02048]	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	1
K01886	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]	1
K01886	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]	1
K01886	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]	1
K01887	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	1
K01887	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	1
K01887	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	1
K01887	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	1
K01889	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	1
K01889	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	1
K01889	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	1
K01890	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	1
K01890	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	1
K01890	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	1
K01892	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]	1
K01892	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]	1
K01892	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]	1
K01894	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	1
K01894	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	1
K01895	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	4
K01895	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	4
K01895	Metabolism	Propanoate metabolism	Propanoate metabolism	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	4
K01895	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	4
K01895	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	4
K01895	Metabolism	Methane metabolism	Methane metabolism	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	4
K01895	Brite Hierarchies	Lipid biosynthesis proteins [BR:ko01004]	Lipid biosynthesis proteins [BR:ko01004]	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	4
K01897	Metabolism	Fatty acid biosynthesis	Fatty acid biosynthesis	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Metabolism	Fatty acid degradation	Fatty acid degradation	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Cellular Processes	Peroxisome	Peroxisome	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Cellular Processes	Ferroptosis	Ferroptosis	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Cellular Processes	Quorum sensing	Quorum sensing	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Organismal Systems	Adipocytokine signaling pathway	Adipocytokine signaling pathway	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Organismal Systems	PPAR signaling pathway	PPAR signaling pathway	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Organismal Systems	Thermogenesis	Thermogenesis	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Brite Hierarchies	Lipid biosynthesis proteins [BR:ko01004]	Lipid biosynthesis proteins [BR:ko01004]	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01897	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8
K01902	Metabolism	C5-Branched dibasic acid metabolism	C5-Branched dibasic acid metabolism	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	1
K01902	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	1
K01902	Metabolism	Propanoate metabolism	Propanoate metabolism	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	1
K01902	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	1
K01903	Metabolism	C5-Branched dibasic acid metabolism	C5-Branched dibasic acid metabolism	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	1
K01903	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	1
K01903	Metabolism	Propanoate metabolism	Propanoate metabolism	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	1
K01903	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	1
