KO	category-1	category-2	category-3	category-4	N of genes
K00820	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	1
K00821	Metabolism	Arginine biosynthesis	Arginine biosynthesis	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	2
K00821	Metabolism	Lysine biosynthesis	Lysine biosynthesis	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	2
K00821	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	2
K00822	Metabolism	Propanoate metabolism	Propanoate metabolism	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]	1
K00822	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]	1
K00822	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]	1
K00822	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]	1
K00826	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00826	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	2
K00831	Metabolism	Methane metabolism	Methane metabolism	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00831	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00831	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00831	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00832	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00832	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00832	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00832	Metabolism	Tyrosine metabolism	Tyrosine metabolism	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00832	Metabolism	Isoquinoline alkaloid biosynthesis	Isoquinoline alkaloid biosynthesis	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00832	Metabolism	Novobiocin biosynthesis	Novobiocin biosynthesis	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00832	Metabolism	Tropane, piperidine and pyridine alkaloid biosynthesis	Tropane, piperidine and pyridine alkaloid biosynthesis	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00832	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00833	Metabolism	Biotin metabolism	Biotin metabolism	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	1
K00833	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	1
K00836	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	1
K00836	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	1
K00851	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12]	1
K00858	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	ppnK, NADK; NAD+ kinase [EC:2.7.1.23]	1
K00859	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	coaE; dephospho-CoA kinase [EC:2.7.1.24]	1
K00864	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	glpK, GK; glycerol kinase [EC:2.7.1.30]	1
K00864	Organismal Systems	PPAR signaling pathway	PPAR signaling pathway	glpK, GK; glycerol kinase [EC:2.7.1.30]	1
K00864	Organismal Systems	Plant-pathogen interaction	Plant-pathogen interaction	glpK, GK; glycerol kinase [EC:2.7.1.30]	1
K00864	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	glpK, GK; glycerol kinase [EC:2.7.1.30]	1
K00865	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	1
K00865	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	1
K00865	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	1
K00874	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	1
K00878	Metabolism	Thiamine metabolism	Thiamine metabolism	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]	1
K00882	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	fruK; 1-phosphofructokinase [EC:2.7.1.56]	1
K00891	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]	1
K00912	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	lpxK; tetraacyldisaccharide 4-kinase [EC:2.7.1.130]	1
K00912	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	lpxK; tetraacyldisaccharide 4-kinase [EC:2.7.1.130]	1
K00919	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	1
K00925	Metabolism	Propanoate metabolism	Propanoate metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Methane metabolism	Methane metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00925	Metabolism	Taurine and hypotaurine metabolism	Taurine and hypotaurine metabolism	ackA; acetate kinase [EC:2.7.2.1]	1
K00927	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	1
K00927	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	1
K00927	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	1
K00928	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	lysC; aspartate kinase [EC:2.7.2.4]	1
K00928	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	lysC; aspartate kinase [EC:2.7.2.4]	1
K00928	Metabolism	Lysine biosynthesis	Lysine biosynthesis	lysC; aspartate kinase [EC:2.7.2.4]	1
K00928	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	lysC; aspartate kinase [EC:2.7.2.4]	1
K00930	Metabolism	Arginine biosynthesis	Arginine biosynthesis	argB; acetylglutamate kinase [EC:2.7.2.8]	1
K00931	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	proB; glutamate 5-kinase [EC:2.7.2.11]	1
K00931	Metabolism	Carbapenem biosynthesis	Carbapenem biosynthesis	proB; glutamate 5-kinase [EC:2.7.2.11]	1
K00937	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	ppk; polyphosphate kinase [EC:2.7.4.1]	1
K00937	Genetic Information Processing	RNA degradation	RNA degradation	ppk; polyphosphate kinase [EC:2.7.4.1]	1
K00937	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	ppk; polyphosphate kinase [EC:2.7.4.1]	1
K00939	Metabolism	Purine metabolism	Purine metabolism	adk, AK; adenylate kinase [EC:2.7.4.3]	1
K00939	Metabolism	Thiamine metabolism	Thiamine metabolism	adk, AK; adenylate kinase [EC:2.7.4.3]	1
K00939	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	adk, AK; adenylate kinase [EC:2.7.4.3]	1
K00940	Metabolism	Purine metabolism	Purine metabolism	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]	1
K00940	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]	1
K00940	Metabolism	Drug metabolism - other enzymes	Drug metabolism - other enzymes	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]	1
K00940	Environmental Information Processing	MAPK signaling pathway - plant	MAPK signaling pathway - plant	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]	1
K00940	Brite Hierarchies	Membrane trafficking [BR:ko04131]	Membrane trafficking [BR:ko04131]	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]	1
K00941	Metabolism	Thiamine metabolism	Thiamine metabolism	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	1
K00942	Metabolism	Purine metabolism	Purine metabolism	E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]	1
K00943	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	tmk, DTYMK; dTMP kinase [EC:2.7.4.9]	1
K00945	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	cmk; CMP/dCMP kinase [EC:2.7.4.25]	1
K00946	Metabolism	Thiamine metabolism	Thiamine metabolism	thiL; thiamine-monophosphate kinase [EC:2.7.4.16]	1
K00948	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	2
K00948	Metabolism	Purine metabolism	Purine metabolism	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	2
K00950	Metabolism	Folate biosynthesis	Folate biosynthesis	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	1
K00951	Metabolism	Purine metabolism	Purine metabolism	relA; GTP pyrophosphokinase [EC:2.7.6.5]	2
K00954	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	1
K00955	Metabolism	Sulfur metabolism	Sulfur metabolism	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	1
K00955	Metabolism	Purine metabolism	Purine metabolism	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	1
K00955	Metabolism	Selenocompound metabolism	Selenocompound metabolism	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	1
K00955	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	1
K00957	Metabolism	Sulfur metabolism	Sulfur metabolism	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	1
K00957	Metabolism	Purine metabolism	Purine metabolism	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	1
K00957	Metabolism	Selenocompound metabolism	Selenocompound metabolism	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	1
K00957	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	1
K00962	Genetic Information Processing	RNA degradation	RNA degradation	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1
K00962	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1
K00962	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1
K00963	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00963	Metabolism	Galactose metabolism	Galactose metabolism	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00963	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00963	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00970	Genetic Information Processing	RNA degradation	RNA degradation	pcnB; poly(A) polymerase [EC:2.7.7.19]	1
K00970	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	pcnB; poly(A) polymerase [EC:2.7.7.19]	1
K00974	Genetic Information Processing	RNA transport	RNA transport	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	1
K00974	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	1
K00979	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	1
K00979	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	1
K00981	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	1
K00981	Environmental Information Processing	Phosphatidylinositol signaling system	Phosphatidylinositol signaling system	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	1
K00982	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]	1
K00989	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	rph; ribonuclease PH [EC:2.7.7.56]	1
K00990	Environmental Information Processing	Two-component system	Two-component system	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]	1
K00991	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	1
K00992	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	1
K00995	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1
K01000	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01000	Human Diseases	Vancomycin resistance	Vancomycin resistance	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01000	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01007	Metabolism	Pyruvate metabolism	Pyruvate metabolism	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	1
K01007	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	1
K01007	Metabolism	Methane metabolism	Methane metabolism	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	1
K01011	Metabolism	Sulfur metabolism	Sulfur metabolism	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1
K01011	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1
K01011	Genetic Information Processing	Sulfur relay system	Sulfur relay system	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1
K01012	Metabolism	Biotin metabolism	Biotin metabolism	bioB; biotin synthase [EC:2.8.1.6]	1
K01028	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	4
K01028	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	4
K01028	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	4
K01029	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	3
K01029	Metabolism	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	3
K01029	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	3
K01046	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]	1
K01048	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pldB; lysophospholipase [EC:3.1.1.5]	1
K01055	Metabolism	Benzoate degradation	Benzoate degradation	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	11
K01056	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1
K01058	Metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	Ether lipid metabolism	Ether lipid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	Linoleic acid metabolism	Linoleic acid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01058	Metabolism	alpha-Linolenic acid metabolism	alpha-Linolenic acid metabolism	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01061	Metabolism	Chlorocyclohexane and chlorobenzene degradation	Chlorocyclohexane and chlorobenzene degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	1
K01061	Metabolism	Fluorobenzoate degradation	Fluorobenzoate degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	1
K01061	Metabolism	Toluene degradation	Toluene degradation	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	1
K01066	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	aes; acetyl esterase [EC:3.1.1.-]	4
K01069	Metabolism	Pyruvate metabolism	Pyruvate metabolism	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]	4
K01070	Metabolism	Methane metabolism	Methane metabolism	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	1
K01079	Metabolism	Methane metabolism	Methane metabolism	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01079	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01079	Brite Hierarchies	Protein phosphatases and associated proteins [BR:ko01009]	Protein phosphatases and associated proteins [BR:ko01009]	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01082	Metabolism	Sulfur metabolism	Sulfur metabolism	cysQ, MET22, BPNT1; 3(2), 5-bisphosphate nucleotidase [EC:3.1.3.7]	1
K01082	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	cysQ, MET22, BPNT1; 3(2), 5-bisphosphate nucleotidase [EC:3.1.3.7]	1
K01087	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]	1
K01091	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	4
K01092	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1
K01092	Metabolism	Streptomycin biosynthesis	Streptomycin biosynthesis	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1
K01092	Environmental Information Processing	Phosphatidylinositol signaling system	Phosphatidylinositol signaling system	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1
K01095	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]	1
K01104	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]	2
K01113	Metabolism	Folate biosynthesis	Folate biosynthesis	phoD; alkaline phosphatase D [EC:3.1.3.1]	1
K01113	Environmental Information Processing	Two-component system	Two-component system	phoD; alkaline phosphatase D [EC:3.1.3.1]	1
K01114	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Metabolism	Ether lipid metabolism	Ether lipid metabolism	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Cellular Processes	Quorum sensing	Quorum sensing	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Organismal Systems	Thyroid hormone signaling pathway	Thyroid hormone signaling pathway	plc; phospholipase C [EC:3.1.4.3]	2
K01114	Brite Hierarchies	Bacterial toxins [BR:ko02042]	Bacterial toxins [BR:ko02042]	plc; phospholipase C [EC:3.1.4.3]	2
K01119	Metabolism	Purine metabolism	Purine metabolism	cpdB; 2,3-cyclic-nucleotide 2-phosphodiesterase / 3-nucleotidase [EC:3.1.4.16 3.1.3.6]	2
K01119	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	cpdB; 2,3-cyclic-nucleotide 2-phosphodiesterase / 3-nucleotidase [EC:3.1.4.16 3.1.3.6]	2
K01126	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	2
K01129	Metabolism	Purine metabolism	Purine metabolism	dgt; dGTPase [EC:3.1.5.1]	1
K01133	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	betC; choline-sulfatase [EC:3.1.6.6]	2
K01142	Genetic Information Processing	Base excision repair	Base excision repair	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]	1
K01142	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]	1
K01159	Genetic Information Processing	Homologous recombination	Homologous recombination	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1
K01159	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1
K01166	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	E3.1.27.1; ribonuclease T2 [EC:3.1.27.1]	1
K01173	Cellular Processes	Apoptosis	Apoptosis	ENDOG; endonuclease G, mitochondrial	1
K01173	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	ENDOG; endonuclease G, mitochondrial	1
K01174	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	nuc; micrococcal nuclease [EC:3.1.31.1]	1
K01207	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01207	Metabolism	Glycosaminoglycan degradation	Glycosaminoglycan degradation	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01207	Human Diseases	beta-Lactam resistance	beta-Lactam resistance	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01243	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]	2
