KO	category-1	category-2	category-3	category-4	N of genes
K01624	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01624	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01624	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01624	Metabolism	Methane metabolism	Methane metabolism	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1
K01627	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	1
K01627	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	1
K01652	Metabolism	Butanoate metabolism	Butanoate metabolism	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	2
K01652	Metabolism	C5-Branched dibasic acid metabolism	C5-Branched dibasic acid metabolism	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	2
K01652	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	2
K01652	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	2
K01657	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	trpE; anthranilate synthase component I [EC:4.1.3.27]	2
K01657	Metabolism	Phenazine biosynthesis	Phenazine biosynthesis	trpE; anthranilate synthase component I [EC:4.1.3.27]	2
K01657	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	trpE; anthranilate synthase component I [EC:4.1.3.27]	2
K01657	Cellular Processes	Quorum sensing	Quorum sensing	trpE; anthranilate synthase component I [EC:4.1.3.27]	2
K01658	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01658	Metabolism	Phenazine biosynthesis	Phenazine biosynthesis	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01658	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01658	Cellular Processes	Quorum sensing	Quorum sensing	trpG; anthranilate synthase component II [EC:4.1.3.27]	1
K01659	Metabolism	Propanoate metabolism	Propanoate metabolism	prpC; 2-methylcitrate synthase [EC:2.3.3.5]	2
K01662	Metabolism	Thiamine metabolism	Thiamine metabolism	dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	1
K01662	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	1
K01669	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	2
K01673	Metabolism	Nitrogen metabolism	Nitrogen metabolism	cynT, can; carbonic anhydrase [EC:4.2.1.1]	1
K01679	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Metabolism	Pyruvate metabolism	Pyruvate metabolism	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Human Diseases	Pathways in cancer	Pathways in cancer	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Human Diseases	Renal cell carcinoma	Renal cell carcinoma	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01679	Human Diseases	Cushing syndrome	Cushing syndrome	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	1
K01681	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	ACO, acnA; aconitate hydratase [EC:4.2.1.3]	1
K01681	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	ACO, acnA; aconitate hydratase [EC:4.2.1.3]	1
K01681	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	ACO, acnA; aconitate hydratase [EC:4.2.1.3]	1
K01684	Metabolism	Galactose metabolism	Galactose metabolism	dgoD; galactonate dehydratase [EC:4.2.1.6]	1
K01689	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Metabolism	Methane metabolism	Methane metabolism	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Genetic Information Processing	RNA degradation	RNA degradation	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	ENO, eno; enolase [EC:4.2.1.11]	1
K01689	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	ENO, eno; enolase [EC:4.2.1.11]	1
K01692	Metabolism	Butanoate metabolism	Butanoate metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Propanoate metabolism	Propanoate metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Fatty acid degradation	Fatty acid degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Lysine degradation	Lysine degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Tryptophan metabolism	Tryptophan metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Geraniol degradation	Geraniol degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Limonene and pinene degradation	Limonene and pinene degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Aminobenzoate degradation	Aminobenzoate degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Benzoate degradation	Benzoate degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01692	Metabolism	Caprolactam degradation	Caprolactam degradation	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	2
K01697	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	CBS; cystathionine beta-synthase [EC:4.2.1.22]	2
K01697	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	CBS; cystathionine beta-synthase [EC:4.2.1.22]	2
K01698	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	1
K01698	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	1
K01713	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	pheC; cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]	1
K01714	Metabolism	Lysine biosynthesis	Lysine biosynthesis	dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	1
K01714	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	1
K01719	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemD, UROS; uroporphyrinogen-III synthase [EC:4.2.1.75]	1
K01724	Metabolism	Folate biosynthesis	Folate biosynthesis	PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	1
K01724	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	1
K01735	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]	1
K01736	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	aroC; chorismate synthase [EC:4.2.3.5]	1
K01737	Metabolism	Folate biosynthesis	Folate biosynthesis	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	1
K01737	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	1
K01749	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]	1
K01752	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]	2
K01752	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]	2
K01755	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	1
K01755	Metabolism	Arginine biosynthesis	Arginine biosynthesis	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	1
K01755	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	1
K01758	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	1
K01758	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	1
K01758	Metabolism	Selenocompound metabolism	Selenocompound metabolism	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	1
K01758	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	1
K01770	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispF; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	1
K01772	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	1
K01775	Metabolism	D-Alanine metabolism	D-Alanine metabolism	alr; alanine racemase [EC:5.1.1.1]	2
K01775	Human Diseases	Vancomycin resistance	Vancomycin resistance	alr; alanine racemase [EC:5.1.1.1]	2
K01775	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	alr; alanine racemase [EC:5.1.1.1]	2
K01783	Metabolism	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	1
K01783	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	1
K01783	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	1
K01784	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	3
K01784	Metabolism	Galactose metabolism	Galactose metabolism	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	3
K01785	Metabolism	Galactose metabolism	Galactose metabolism	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	1
K01785	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	1
K01791	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	1
K01791	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	1
K01791	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	1
K01803	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01803	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	1
K01808	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]	1
K01808	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]	1
K01808	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]	1
K01809	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]	1
K01809	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]	1
K01810	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01810	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	1
K01814	Metabolism	Histidine metabolism	Histidine metabolism	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	1
K01821	Metabolism	Benzoate degradation	Benzoate degradation	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]	1
K01821	Metabolism	Dioxin degradation	Dioxin degradation	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]	1
K01821	Metabolism	Xylene degradation	Xylene degradation	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]	1
K01823	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	1
K01835	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	pgm; phosphoglucomutase [EC:5.4.2.2]	1
K01835	Metabolism	Galactose metabolism	Galactose metabolism	pgm; phosphoglucomutase [EC:5.4.2.2]	1
K01835	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	pgm; phosphoglucomutase [EC:5.4.2.2]	1
K01835	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	pgm; phosphoglucomutase [EC:5.4.2.2]	1
K01835	Metabolism	Starch and sucrose metabolism	Starch and sucrose metabolism	pgm; phosphoglucomutase [EC:5.4.2.2]	1
K01835	Metabolism	Purine metabolism	Purine metabolism	pgm; phosphoglucomutase [EC:5.4.2.2]	1
K01835	Metabolism	Streptomycin biosynthesis	Streptomycin biosynthesis	pgm; phosphoglucomutase [EC:5.4.2.2]	1
K01839	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	deoB; phosphopentomutase [EC:5.4.2.7]	1
K01839	Metabolism	Purine metabolism	Purine metabolism	deoB; phosphopentomutase [EC:5.4.2.7]	1
K01845	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	2
K01845	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	2
K01854	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	glf; UDP-galactopyranose mutase [EC:5.4.99.9]	1
K01854	Metabolism	Galactose metabolism	Galactose metabolism	glf; UDP-galactopyranose mutase [EC:5.4.99.9]	1
K01857	Metabolism	Benzoate degradation	Benzoate degradation	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]	1
K01866	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01866	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01866	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01866	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	1
K01867	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	1
K01867	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	1
K01867	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	1
K01868	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	1
K01868	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	1
K01868	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	1
K01869	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01869	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01869	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01869	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	1
K01870	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	2
K01870	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	2
K01870	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	2
K01872	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	2
K01872	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	2
K01872	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	2
K01873	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	1
K01873	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	1
K01873	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	1
K01874	Metabolism	Selenocompound metabolism	Selenocompound metabolism	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01874	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01874	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01874	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	1
K01875	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]	1
K01875	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]	1
K01875	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]	1
K01876	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01876	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01876	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01876	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	1
K01878	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	1
K01878	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	1
K01878	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	1
K01879	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	1
K01879	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	1
K01879	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	1
K01881	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	1
K01881	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	1
K01881	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	1
K01883	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]	1
K01883	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]	1
K01883	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]	1
K01885	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	1
K01885	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	1
