	WP_id	cds	OG	KO id	KO description
Soil763|690	WP_056737326.1	cds738	OG0003979	K16786	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
Soil763|691	WP_056737328.1	cds739	OG0001886	K16785	ecfT; energy-coupling factor transport system permease protein
Soil763|692	WP_056737330.1	cds740	OG0005157	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
Soil763|693	WP_056737332.1	cds742	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
Soil763|694	WP_056737335.1	cds743	OG0005293		
Soil763|695	WP_056737337.1	cds745	OG0001658		
Soil763|696	WP_056737339.1	cds746	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
Soil763|697	WP_056737341.1	cds748	OG0000139	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
Soil763|698	WP_056737343.1	cds749	OG0000390	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
Soil763|699	WP_056737345.1	cds750	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Soil763|700	WP_056737347.1	cds751	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Soil763|701	WP_056737349.1	cds752	OG0003923	K07045	uncharacterized protein
Soil763|702	WP_056737351.1	cds753	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
Soil763|703	WP_056737353.1	cds754	OG0001084	K07068	uncharacterized protein
Soil763|704	WP_056737355.1	cds755	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
Soil763|705	WP_056737357.1	cds756	OG0000047	K05834	rhtB; homoserine/homoserine lactone efflux protein
Soil763|706	WP_056737358.1	cds757	OG0001148		
Soil763|707	WP_056737360.1	cds758	OG0000399	K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
Soil763|708	WP_056737365.1	cds760	OG0000209	K07003	uncharacterized protein
Soil763|709	WP_056737367.1	cds761			
Soil763|710	WP_056737369.1	cds762	OG0000348	K04043	dnaK; molecular chaperone DnaK
Soil763|711	WP_056737371.1	cds763	OG0000755	K03687	GRPE; molecular chaperone GrpE
Soil763|712	WP_056737374.1	cds764	OG0000672	K05516	cbpA; curved DNA-binding protein
Soil763|713	WP_056737376.1	cds765	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator
Soil763|714	WP_056737378.1	cds766			
Soil763|715	WP_056737380.1	cds768	OG0000879		
Soil763|716	WP_056737382.1	cds769	OG0002379		
Soil763|717	WP_056737384.1	cds770	OG0001022	K03439	trmB; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
Soil763|718	WP_056737387.1	cds772	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
Soil763|719	WP_056737389.1	cds773	OG0000219	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
Soil763|720	WP_056737391.1	cds774			
Soil763|721	WP_056737393.1	cds775	OG0003068		
Soil763|722	WP_056737395.1	cds776	OG0005129		
Soil763|723	WP_056737397.1	cds777	OG0000257	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
Soil763|724	WP_056737399.1	cds778	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
Soil763|725	WP_056737402.1	cds779	OG0000165	K11741	sugE; quaternary ammonium compound-resistance protein SugE
Soil763|726	WP_056737406.1	cds780	OG0000165	K11741	sugE; quaternary ammonium compound-resistance protein SugE
Soil763|727	WP_056737408.1	cds781	OG0001570	K09975	uncharacterized protein
Soil763|728	WP_056737410.1	cds782	OG0001000	K01817	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
Soil763|729	WP_056737412.1	cds783	OG0000311		
Soil763|730	WP_056737414.1	cds784	OG0005584		
Soil763|731	WP_056737416.1	cds785	OG0000522		
Soil763|732	WP_056737418.1	cds786	OG0003950		
Soil763|733	WP_056737421.1	cds788	OG0001647		
Soil763|734	WP_056737424.1	cds789	OG0001396	K02020	modA; molybdate transport system substrate-binding protein
Soil763|735	WP_056737426.1	cds790	OG0000272	K02018	modB; molybdate transport system permease protein
Soil763|736	WP_056737428.1	cds791	OG0006268	K02017	modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]
Soil763|737	WP_056737433.1	cds793	OG0001310		
Soil763|738	WP_056737434.1	cds794	OG0001778	K00865	glxK; glycerate 2-kinase [EC:2.7.1.165]
Soil763|739	WP_056737437.1	cds795	OG0001969		
Soil763|740	WP_056737439.1	cds796	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Soil763|741	WP_056737441.1	cds798	OG0000013	K02529	lacI; LacI family transcriptional regulator
Soil763|742	WP_056737442.1	cds799	OG0000118	K03695	clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
Soil763|743	WP_056737443.1	cds800			
Soil763|744	WP_056737444.1	cds801			
Soil763|745	WP_056737445.1	cds803			
Soil763|746	WP_056737446.1	cds804	OG0000786	K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
Soil763|747	WP_056737447.1	cds805	OG0000794	K00764	purF; amidophosphoribosyltransferase [EC:2.4.2.14]
Soil763|748	WP_056737448.1	cds806			
Soil763|749	WP_056737449.1	cds807	OG0003554	K00570	pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
Soil763|750	WP_056737450.1	cds808	OG0005127		
Soil763|751	WP_056737451.1	cds809	OG0000593	K03564	BCP; peroxiredoxin Q/BCP [EC:1.11.1.15]
Soil763|752	WP_056737452.1	cds810	OG0000878	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter
Soil763|753	WP_056737453.1	cds814	OG0007715		
Soil763|754	WP_056737454.1	cds815			
Soil763|755	WP_056737455.1	cds816			
Soil763|756	WP_056737456.1	cds817	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Soil763|757	WP_056737457.1	cds818	OG0000535	K12972	ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
Soil763|758	WP_056737458.1	cds819	OG0001463		
Soil763|759	WP_056737459.1	cds820			
Soil763|760	WP_056737460.1	cds823	OG0001273	K02510	hpaI; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
Soil763|761	WP_056737461.1	cds825	OG0000383	K08234	yaeR; glyoxylase I family protein
Soil763|762	WP_056737462.1	cds826	OG0001298	K09781	uncharacterized protein
Soil763|763	WP_056737463.1	cds827	OG0002719		
Soil763|764	WP_056737464.1	cds829	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
Soil763|765	WP_056737465.1	cds831	OG0003628		
Soil763|766	WP_056737467.1	cds833			
Soil763|767	WP_056737468.1	cds834			
Soil763|768	WP_056737469.1	cds835			
Soil763|769	WP_056737470.1	cds836			
Soil763|770	WP_056737471.1	cds837	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
Soil763|771	WP_056737472.1	cds838	OG0004676	K03405	chlI; magnesium chelatase subunit I [EC:6.6.1.1]
Soil763|772	WP_056737473.1	cds839	OG0004677		
Soil763|773	WP_056737474.1	cds840	OG0007175		
Soil763|774	WP_056737475.1	cds841	OG0002903	K17218	sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
Soil763|775	WP_056737476.1	cds842			
Soil763|776	WP_056737477.1	cds843			
Soil763|777	WP_056737478.1	cds844	OG0003636		
Soil763|778	WP_056737479.1	cds845	OG0001585		
Soil763|779	WP_056737480.1	cds846	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Soil763|780	WP_056737481.1	cds847	OG0003108		
Soil763|781	WP_056737482.1	cds848	OG0000690	K03522	fixB; electron transfer flavoprotein alpha subunit
Soil763|782	WP_056737483.1	cds849	OG0000994	K03521	fixA; electron transfer flavoprotein beta subunit
Soil763|783	WP_056737484.1	cds850	OG0000145	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
Soil763|784	WP_056737486.1	cds852	OG0003135		
Soil763|785	WP_056737487.1	cds853			
Soil763|786	WP_056737489.1	cds855			
Soil763|787	WP_056737490.1	cds856	OG0000778		
Soil763|788	WP_056737491.1	cds857			
Soil763|789	WP_056737492.1	cds858	OG0000704	K06350	kipA; antagonist of KipI
Soil763|790	WP_056737493.1	cds859	OG0004344		
Soil763|791	WP_056737494.1	cds860	OG0000102	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
Soil763|792	WP_056737495.1	cds861	OG0000415	K02160	accB; acetyl-CoA carboxylase biotin carboxyl carrier protein
Soil763|793	WP_056737496.1	cds862	OG0000416	K07160	UPF0271 protein
Soil763|794	WP_056737498.1	cds864	OG0000013	K02529	lacI; LacI family transcriptional regulator
Soil763|795	WP_056737499.1	cds866	OG0000201	K22278	pdgA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]
Soil763|796	WP_056737500.1	cds867	OG0004321		
Soil763|797	WP_056737501.1	cds868	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Soil763|798	WP_056737502.1	cds869	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Soil763|799	WP_056737503.1	cds870			
Soil763|800	WP_056737504.1	cds871	OG0007441	K05995	pepE; dipeptidase E [EC:3.4.13.21]
Soil763|801	WP_056737505.1	cds872			
Soil763|802	WP_056737506.1	cds873	OG0000016	K07729	putative transcriptional regulator
Soil763|803	WP_056737508.1	cds875	OG0005432	K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
Soil763|804	WP_056737509.1	cds876	OG0000519		
Soil763|805	WP_056737510.1	cds877	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Soil763|806	WP_056737511.1	cds878			
Soil763|807	WP_056737512.1	cds879			
Soil763|808	WP_056737513.1	cds880			
Soil763|809	WP_056737514.1	cds881			
Soil763|810	WP_056737515.1	cds882	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
Soil763|811	WP_056737516.1	cds883	OG0000522		
Soil763|812	WP_056737518.1	cds885	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Soil763|813	WP_056737519.1	cds886	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
Soil763|814	WP_056737520.1	cds887	OG0000257	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
Soil763|815	WP_056737521.1	cds888	OG0002073	K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]
Soil763|816	WP_056737522.1	cds889			
Soil763|817	WP_056737523.1	cds890	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Soil763|818	WP_056737524.1	cds891			
Soil763|819	WP_056737525.1	cds892	OG0000590	K03316	TC.CPA1; monovalent cation:H+ antiporter, CPA1 family
Soil763|820	WP_056737526.1	cds893	OG0000991	K05794	terC; tellurite resistance protein TerC
Soil763|821	WP_056737527.1	cds894	OG0000465	K03320	amt; ammonium transporter, Amt family
Soil763|822	WP_056737528.1	cds896	OG0002848		
Soil763|823	WP_056737529.1	cds897			
Soil763|824	WP_056737530.1	cds898	OG0000633	K05520	pfpI; protease I [EC:3.5.1.124]
Soil763|825	WP_056737531.1	cds899	OG0001234	K04750	phnB; PhnB protein
Soil763|826	WP_056737532.1	cds900			
Soil763|827	WP_056737533.1	cds901			
Soil763|828	WP_056737534.1	cds902	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Soil763|829	WP_056737535.1	cds903	OG0003931		
Soil763|830	WP_056737536.1	cds904	OG0003633		
Soil763|831	WP_056737537.1	cds905	OG0002615	K01531	mgtA; Mg2+-importing ATPase [EC:3.6.3.2]
Soil763|832	WP_056737538.1	cds906			
Soil763|833	WP_056737539.1	cds908			
Soil763|834	WP_056737540.1	cds909	OG0000149	K06149	uspA; universal stress protein A
Soil763|835	WP_056737541.1	cds910	OG0003128		
Soil763|836	WP_056737542.1	cds911	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
Soil763|837	WP_056737543.1	cds912	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Soil763|838	WP_056737544.1	cds915	OG0001332	K19776	dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor
Soil763|839	WP_056737545.1	cds916	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
Soil763|840	WP_056737547.1	cds918	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Soil763|841	WP_056737548.1	cds919	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]
Soil763|842	WP_056737549.1	cds922	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]
Soil763|843	WP_056737550.1	cds923			
Soil763|844	WP_056737551.1	cds924	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
Soil763|845	WP_056737552.1	cds926	OG0000782	K01007	pps; pyruvate, water dikinase [EC:2.7.9.2]
Soil763|846	WP_056737553.1	cds927	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator
Soil763|847	WP_056737554.1	cds929	OG0004637		
Soil763|848	WP_056737555.1	cds930			
Soil763|849	WP_056737556.1	cds931	OG0000441	K05350	bglB; beta-glucosidase [EC:3.2.1.21]
Soil763|850	WP_056737557.1	cds932	OG0004486		
Soil763|851	WP_056737558.1	cds933	OG0000334		
Soil763|852	WP_056737559.1	cds934	OG0000767		
Soil763|853	WP_056737560.1	cds935	OG0002280	K09946	uncharacterized protein
Soil763|854	WP_056737561.1	cds936	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
Soil763|855	WP_056737562.1	cds937	OG0000228	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
Soil763|856	WP_056737563.1	cds938	OG0003216	K00123	fdoG; formate dehydrogenase major subunit [EC:1.17.1.9]
Soil763|857	WP_056737565.1	cds940	OG0003210	K00124	fdoH; formate dehydrogenase iron-sulfur subunit
Soil763|858	WP_056737566.1	cds941			
Soil763|859	WP_056737567.1	cds942	OG0002759	K01008	selD; selenide, water dikinase [EC:2.7.9.3]
Soil763|860	WP_056737568.1	cds943	OG0003196	K01042	selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
Soil763|861	WP_056737569.1	cds944	OG0004735	K03833	selB; selenocysteine-specific elongation factor
Soil763|862	WP_056737570.1	cds945	OG0007161		
Soil763|863	WP_056737571.1	cds946	OG0005242		
Soil763|864	WP_056737572.1	cds947	OG0006271		
Soil763|865	WP_056737573.1	cds948	OG0003998		
Soil763|866	WP_056737574.1	cds950	OG0000934	K01945	purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]
Soil763|867	WP_056737575.1	cds951	OG0000730	K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
Soil763|868	WP_056737576.1	cds952	OG0002339		
Soil763|869	WP_056737577.1	cds953			
Soil763|870	WP_056737578.1	cds954	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
Soil763|871	WP_056737579.1	cds955	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
Soil763|872	WP_056737580.1	cds956	OG0001240	K07098	uncharacterized protein
Soil763|873	WP_056737581.1	cds959			
Soil763|874	WP_056737582.1	cds961	OG0000163	K04771	degP; serine protease Do [EC:3.4.21.107]
Soil763|875	WP_056737583.1	cds962	OG0006895		
Soil763|876	WP_056737584.1	cds965	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
Soil763|877	WP_056737585.1	cds966			
Soil763|878	WP_056737586.1	cds970	OG0006292	K02335	polA; DNA polymerase I [EC:2.7.7.7]
Soil763|879	WP_056737588.1	cds973			
Soil763|880	WP_056737590.1	cds975	OG0006321		
Soil763|881	WP_056737591.1	cds976			
Soil763|882	WP_056737592.1	cds977			
Soil763|883	WP_056737593.1	cds979	OG0000195	K02348	elaA; ElaA protein
Soil763|884	WP_056737594.1	cds980	OG0000789	K07146	UPF0176 protein
Soil763|885	WP_056737596.1	cds982			
Soil763|886	WP_056737597.1	cds983			
Soil763|887	WP_056737598.1	cds984	OG0004454	K21744	tipA; MerR family transcriptional regulator, thiopeptide resistance regulator
Soil763|888	WP_056737599.1	cds985	OG0000222	K02493	hemK; release factor glutamine methyltransferase [EC:2.1.1.297]
Soil763|889	WP_056737600.1	cds987	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
Soil763|890	WP_056737601.1	cds988	OG0003120		
Soil763|891	WP_056737602.1	cds989	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Soil763|892	WP_056737603.1	cds990	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Soil763|893	WP_056737604.1	cds991	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
Soil763|894	WP_056737605.1	cds992	OG0001986		
Soil763|895	WP_056737606.1	cds993			
Soil763|896	WP_056737607.1	cds994			
Soil763|897	WP_056737608.1	cds996	OG0000182		
Soil763|898	WP_056737609.1	cds997			
Soil763|899	WP_056737610.1	cds998			
Soil763|900	WP_056737611.1	cds999	OG0001040	K03168	topA; DNA topoisomerase I [EC:5.99.1.2]
Soil763|901	WP_056737612.1	cds1000	OG0007739		
Soil763|902	WP_056737613.1	cds1001	OG0000549	K01524	ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
Soil763|903	WP_056737614.1	cds1002	OG0000498	K00286	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
Soil763|904	WP_056737615.1	cds1003	OG0006290		
Soil763|905	WP_056737616.1	cds1004	OG0003611	K03499	trkA; trk system potassium uptake protein
Soil763|906	WP_056737617.1	cds1005	OG0003130	K03498	trkH; trk system potassium uptake protein
Soil763|907	WP_056737618.1	cds1006	OG0001213	K04768	acuC; acetoin utilization protein AcuC
Soil763|908	WP_056737619.1	cds1007	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
Soil763|909	WP_056737620.1	cds1008	OG0000757	K00262	E1.4.1.4; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
Soil763|910	WP_056737621.1	cds1010	OG0000597	K01626	E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
Soil763|911	WP_056737622.1	cds1011	OG0002536		
Soil763|912	WP_056737623.1	cds1013	OG0000584	K18697	pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]
Soil763|913	WP_056737624.1	cds1014	OG0001671		
Soil763|914	WP_056737625.1	cds1015	OG0005720	K01926	rex; redox-sensing transcriptional repressor
Soil763|915	WP_056737626.1	cds1016			
Soil763|916	WP_056737627.1	cds1018	OG0000311		
Soil763|917	WP_056737628.1	cds1019	OG0006210		
Soil763|918	WP_056737629.1	cds1020	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
Soil763|919	WP_056737630.1	cds1021	OG0003612	K06196	ccdA; cytochrome c-type biogenesis protein
Soil763|920	WP_056737631.1	cds1022	OG0003962	K07399	resB; cytochrome c biogenesis protein
Soil763|921	WP_056737632.1	cds1023	OG0003125		
Soil763|922	WP_056737633.1	cds1024	OG0005152		
Soil763|923	WP_056737634.1	cds1025	OG0006324		
Soil763|924	WP_056737635.1	cds1026			
Soil763|925	WP_056737636.1	cds1027	OG0003613	K02548	menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]
Soil763|926	WP_056737637.1	cds1028	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
Soil763|927	WP_056737638.1	cds1029	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Soil763|928	WP_056737639.1	cds1030			
Soil763|929	WP_056737640.1	cds1031	OG0002858	K07052	uncharacterized protein
Soil763|930	WP_056737641.1	cds1032	OG0003734		
Soil763|931	WP_056737642.1	cds1033			
Soil763|932	WP_056737643.1	cds1034	OG0000029	K16235	mmuP; S-methylmethionine transporter
Soil763|933	WP_056737644.1	cds1035	OG0000210	K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
Soil763|934	WP_056737645.1	cds1036	OG0000476		
Soil763|935	WP_056737646.1	cds1037	OG0000529	K18555	qnr; fluoroquinolone resistance protein
Soil763|936	WP_056737647.1	cds1038	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Soil763|937	WP_056737648.1	cds1040	OG0000099	K00074	paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
Soil763|938	WP_056737649.1	cds1041	OG0002599		
Soil763|939	WP_056737650.1	cds1043	OG0003085	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
Soil763|940	WP_056737651.1	cds1044			
Soil763|941	WP_056737652.1	cds1045	OG0007773		
Soil763|942	WP_056737653.1	cds1046	OG0005090	K10240	cebE; cellobiose transport system substrate-binding protein
Soil763|943	WP_056737654.1	cds1047	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Soil763|944	WP_056737655.1	cds1048	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Soil763|945	WP_056737656.1	cds1049	OG0000441	K05350	bglB; beta-glucosidase [EC:3.2.1.21]
Soil763|946	WP_056737657.1	cds1050	OG0000013	K02529	lacI; LacI family transcriptional regulator
Soil763|947	WP_056737658.1	cds1051	OG0007776		
Soil763|948	WP_056737659.1	cds1052	OG0001188	K19222	menI; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]
Soil763|949	WP_056737660.1	cds1053	OG0002793	K02618	paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]
Soil763|950	WP_056737661.1	cds1054	OG0003608		
Soil763|951	WP_056737662.1	cds1055			
Soil763|952	WP_056737663.1	cds1056	OG0000525	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
Soil763|953	WP_056737664.1	cds1057	OG0001346	K01912	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
Soil763|954	WP_056737665.1	cds1058	OG0000249	K02614	paaI; acyl-CoA thioesterase [EC:3.1.2.-]
Soil763|955	WP_056737666.1	cds1060	OG0002090	K00925	ackA; acetate kinase [EC:2.7.2.1]
Soil763|956	WP_056737667.1	cds1061	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
Soil763|957	WP_056737668.1	cds1062	OG0000731	K01354	ptrB; oligopeptidase B [EC:3.4.21.83]
Soil763|958	WP_056737669.1	cds1064	OG0002287	K02609	paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]
Soil763|959	WP_056737670.1	cds1066	OG0002285	K02611	paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]
Soil763|960	WP_056737671.1	cds1068	OG0000133	K02613	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
Soil763|961	WP_056737672.1	cds1069	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Soil763|962	WP_056737673.1	cds1070	OG0000420	K00963	UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
Soil763|963	WP_056737674.1	cds1071	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
Soil763|964	WP_056737675.1	cds1072	OG0000388	K00161	PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
Soil763|965	WP_056737676.1	cds1073	OG0000271	K00162	PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
Soil763|966	WP_056737677.1	cds1074	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
Soil763|967	WP_056737678.1	cds1075	OG0002133	K17837	bla2; metallo-beta-lactamase class B [EC:3.5.2.6]
Soil763|968	WP_056737679.1	cds1076			
Soil763|969	WP_056737680.1	cds1077	OG0003633		
Soil763|970	WP_056737681.1	cds1078	OG0006242		
Soil763|971	WP_056737682.1	cds1079	OG0001630	K07222	putative flavoprotein involved in K+ transport
Soil763|972	WP_056737683.1	cds1080	OG0000025	K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
Soil763|973	WP_056737685.1	cds1083	OG0001783	K07093	uncharacterized protein
Soil763|974	WP_056737687.1	cds1086	OG0005127		
Soil763|975	WP_056737688.1	cds1087	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Soil763|976	WP_056737689.1	cds1088	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
Soil763|977	WP_056737690.1	cds1089	OG0000062	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
Soil763|978	WP_056737691.1	cds1090	OG0000139	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
Soil763|979	WP_056737693.1	cds1092	OG0002222	K21401	menJ; menaquinone-9 beta-reductase [EC:1.3.99.38]
Soil763|980	WP_056737694.1	cds1093	OG0000686	K02523	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]
Soil763|981	WP_056737695.1	cds1095			
Soil763|982	WP_056737696.1	cds1096	OG0000671		
Soil763|983	WP_056737697.1	cds1097	OG0003951	K03795	cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
Soil763|984	WP_056737698.1	cds1098	OG0001199	K00381	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
Soil763|985	WP_056737699.1	cds1101	OG0001192	K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
Soil763|986	WP_056737700.1	cds1102			
Soil763|987	WP_056737701.1	cds1103	OG0001905	K14415	RTCB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]
Soil763|988	WP_056737702.1	cds1104	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
Soil763|989	WP_056737703.1	cds1105	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Soil763|990	WP_056737704.1	cds1106	OG0002265	K02050	ABC.SN.P; NitT/TauT family transport system permease protein
Soil763|991	WP_056737705.1	cds1107	OG0004377		
Soil763|992	WP_056737706.1	cds1108	OG0000221	K02303	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
Soil763|993	WP_056737707.1	cds1109	OG0005112	K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
Soil763|994	WP_056737708.1	cds1110	OG0001511	K03168	topA; DNA topoisomerase I [EC:5.99.1.2]
Soil763|995	WP_056737709.1	cds1111	OG0002379		
Soil763|996	WP_056737710.1	cds1112			
